# Constructed from biom file
#OTU ID	Dairy317	Dairy318	Dairy320	Dairy321	Dairy322	Dairy323	Dairy324	Dairy325	Dairy326	Dairy327	Dairy328	Dairy329	Dairy330	Dairy331	Dairy332	Dairy333	Dairy334	Dairy335	Dairy336	Dairy337	Dairy338	Dairy340	Dairy341	Dairy342	Dairy343	Dairy344	Dairy345	Dairy346	Dairy347	Dairy348	Dairy349	Dairy351	Dairy352	Dairy355	Dairy356	Dairy357	Dairy358	Dairy359	Dairy360	Dairy361	Dairy362	Dairy363	Dairy364	Dairy365	Dairy366	Dairy367	Dairy368	Dairy369	Dairy370	Dairy372	Dairy373	Dairy374	Dairy375	Dairy376	Dairy377	Dairy378	Dairy379	Dairy381	Dairy382	Dairy383	Dairy384	Dairy385	Dairy386	Dairy387	Dairy388	Dairy389	Dairy390	Dairy391	Dairy392	Dairy393	Dairy394	Dairy395	Dairy396	Dairy398	Dairy401	Dairy402	Dairy403	Dairy404	Dairy405	Dairy406	Dairy407	Dairy408	Dairy409	Dairy410	Dairy411	Dairy412	Dairy413	Dairy414	Dairy415	Dairy416	Dairy417	Dairy418	Dairy419	Dairy420	Dairy421
ASV1104	0	0	0	0	0	0	0	0	0	0	0	0	11	38	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	3	0	151	0	0	0	0	0	0	0	11	0	0	6	0	2	0	6	2	0	0	0	0	0	0	27	0	36	0	5	0	6	47	11	0	0	0	0	0	0	0	0
ASV4446	39	0	0	0	12	0	77	0	266	0	97	0	3089	1312	0	94	0	0	0	266	264	0	178	372	0	0	0	0	0	193	0	0	0	0	0	103	0	1212	0	0	152	223	967	217	24	1163	0	0	0	223	2171	0	0	580	428	0	0	0	0	0	0	1294	0	28	0	333	334	0	0	0	1837	80	0	0	0	3080	0	143	473	0	0	0	0	0	0	1698	557	35	1800	0	0	166	0	0	0
ASV3409	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	645	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	3583	0	0	0	0	0	0	355	0	0	0	0	5986	456	0	0	48	0	0	0	0	3503	0	0	321	0	0	0	0	0	0	301	0	0	23	0	0	0	9501	0	0	0	0	10	0	0	0	0	0	0	0	5278	0	0	0	0	0	34
ASV2201	0	81	124	18	0	165	17	0	58	85	0	610	11	0	113	21	16	35	45	0	53	156	244	33	68	232	351	342	309	0	157	498	76	202	48	23	667	212	0	33	0	11	0	25	0	59	52	92	31	0	7	770	63	0	0	280	329	43	0	175	1125	0	493	153	498	0	7	128	6	65	16	9	938	420	244	17	193	197	8	489	31	60	566	235	31	81	0	0	6	21	372	0	930	38	311
ASV3723	46	0	20	14	0	6	0	0	25	3	0	23	0	0	0	7	0	7	19	1341	0	3	0	9	0	9	21	137	28	0	4	6	0	28	16	0	102	0	0	9	0	0	3	0	0	0	10	0	0	0	0	7	9	37	142	0	12	0	0	0	0	0	5	0	68	59	0	2	0	29	25	3097	65	15	10	0	0	31	0	17	4	13	60	15	0	16	0	3	0	0	15	1325	17	0	0
ASV2772	0	0	0	0	0	0	0	0	34	11	162	0	0	0	0	0	0	0	0	0	0	0	1855	0	0	0	78	0	0	0	0	0	0	0	0	0	0	3039	0	0	111	0	586	0	0	454	0	34	0	1264	2060	27	322	0	6116	1152	0	267	0	0	0	2189	3667	0	0	0	0	0	1768	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	638	0	0	0	40	0	0
ASV5383	21979	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	668	199	0	0	0	0	532	0	0	1661	0	0	0	0	0	0	0	0	0
ASV8606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9123	0	0	0	0	0	0	0	0	0	0	2519	997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1299	4	3163	0	0	0	0	0	0	0	0	0	0	716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	870	0	0	0	0	0	0
ASV8792	35	22	21	0	13	0	0	0	6	0	0	0	10	0	0	0	0	0	0	0	0	0	8	0	43	10	0	9	76	0	0	0	0	0	0	6	9	6	6	10	0	6	0	9	0	0	39	0	0	0	8	0	4	0	0	22	0	0	0	0	7	0	12	11	0	6	0	0	6	5	9	0	11	0	47	0	15	5	0	0	20	5	11	0	0	0	0	0	0	367	2	0	12	0	934
ASV594	130	211	0	0	0	0	0	0	0	0	0	0	0	1534	1541	0	0	7	0	0	166	0	174	0	94	0	0	0	8719	0	21	0	0	0	0	112	0	54	220	0	0	0	0	10	0	0	0	82	0	0	0	0	0	0	0	397	0	29	0	0	0	0	0	0	0	34	0	0	0	0	0	17	0	31	0	0	227	125	0	0	352	410	47	0	4342	0	2157	0	0	165	0	34	0	57	35
ASV4752	0	0	0	634	0	0	0	0	0	0	0	757	0	0	0	0	113	0	0	0	0	0	0	0	0	53	0	0	0	0	299	1344	754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	633	828	0	0	4220	175	0	0	0	1031	0	0	959	0	0	0	0	1818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1183	0	0	0	0	6	0	486	0	50	0	0
ASV5660	0	0	0	145	0	0	0	0	0	0	0	0	0	0	1340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4064	0	0	0	0	0	0	0	0	0	0	610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	593	772	0	0	0	0	0
ASV4935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3812	48	0	4	0	15	0	18	7	50	0	7	0	151	45	0	6	0	0	4	12	0	0	5	0	0	0	0	0	0	6	0	0	0	0	10	0	0	0	5	0	7	13	7	265	15	13	68	0	0	0	0	0	0	257	4	0	0	0	7	0	0	0	6	175	0	85	46	0	2	0	66	5	0	0	0	24	140	79	16	0	210	0	149	0	0	385	43	63	9	0	0	0	4	0	0
ASV5290	0	0	0	0	0	0	0	0	0	0	0	9	0	10	0	0	0	0	0	15	96	0	0	0	10430	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	24	0	0	22	8	0	0	0	15	0	314	0	0	0	32	0	0	0	0	0	0	728	0	0	0	0	193	0	0	3019	0	0	0	0	56	0	0	0	0
ASV4685	12	0	6552	13	8	93	0	0	148	55	26	392	63	4	136	234	170	0	49	0	150	44	312	305	170	97	125	486	0	0	96	925	12	254	253	0	512	635	50	0	17	0	24	78	0	242	8	68	33	0	0	385	22	0	15	492	90	80	11	42	313	0	189	19	264	118	0	129	0	35	1186	0	1266	139	1100	17	737	372	0	147	716	0	1466	166	0	16	152	0	0	23	324	0	257	0	0
ASV898	153	0	1092	71	0	1028	0	0	149	0	0	391	293	0	0	0	0	0	0	0	0	0	0	0	0	289	821	65	124	0	17	48	17	39	0	0	585	534	0	1102	0	0	52	0	0	0	333	0	0	0	0	0	1211	0	0	68	152	0	0	578	106	0	301	0	0	0	0	61	0	1291	0	0	735	111	3587	0	375	0	0	134	0	72	0	0	572	0	0	0	0	0	32	0	25	0	0
ASV2812	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	51	0	24	0	0	487	0	0	0	0	0	0	0	0	17	0	0	0	0	130	0	0	0	0	0	152	0	0	0
ASV1240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	677	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV4890	0	0	0	0	0	0	0	0	431	0	0	0	0	308	0	0	0	0	0	0	0	0	0	351	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	233	0	0	0	14	0	0	0	0	1072	3155	0	0	0	0	0	0	0	0	0	0	1311	0	0	0	299	2216	0	9	0	0	0	0	0	0	1180	0	0	1125	0	0	0	0	0	0	132	0	40	1583	0	0	0	0	0	0
ASV4773	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	20	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	36	0	0	14	0	8	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
ASV5157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	62	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3912	3200	0	0	0	0	9989	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1781	0	0	0	0	0	0	0	0	0	0	442	0	0	889	0	0	0	0	0	0	0	0
ASV1180	0	0	0	0	0	0	0	0	0	33	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	39	0	0	0	12	8	57	369	0	62	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV11192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	0
ASV9499	0	0	0	194	3	0	0	0	0	0	0	1172	0	0	0	2199	1060	0	0	0	0	0	0	0	3	0	11	275	0	0	350	0	247	65	0	0	0	0	0	0	0	798	0	2	0	0	0	340	213	0	0	2418	2960	0	8	0	0	412	0	84	0	0	0	0	911	0	0	58	0	0	0	0	17	248	0	0	0	2994	0	2429	33	0	22	68	0	0	0	0	0	57	44	0	28	0	0
ASV3019	3970	0	28	0	50	0	0	26	453	24	0	0	2829	0	0	131	14	9	61	1278	0	13	0	73	0	13	0	10	0	0	0	0	0	20	49	0	14	0	0	0	67	0	248	775	25	167	0	0	0	557	163	0	115	384	549	0	0	0	0	0	0	119	84	6	15	911	0	20	84	0	1154	178	0	25	0	63	2420	1410	0	0	25	0	428	0	0	0	211	151	29	0	71	47	0	0	0
ASV902	36	0	19	0	0	0	17	0	10	7	0	0	9	0	0	4	0	0	9	0	0	1885	8	0	0	0	0	0	58	0	71	0	0	0	0	0	0	0	0	0	0	1166	0	0	0	0	9	0	0	0	0	0	103	0	0	0	15	8	0	96	0	0	0	0	447	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1420	0	0	0	7
ASV9341	34	0	0	8	0	0	14	0	8	31	3	0	6	0	0	0	0	11	52	15	0	0	0	0	0	0	42	17	0	13	0	0	0	0	0	0	94	0	0	0	0	0	0	57	0	3	622	0	0	0	0	9	0	9	0	0	65	0	4	0	7	0	0	29	0	46	0	0	25	0	56	84	0	4	57	0	61	81	43	0	32	3	30	0	0	11	3	21	0	0	0	33	0	0	0
ASV2193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	100	0	0	0	13	0	0	0	0	0	0	0	364	0	37	0	0	0	60	0	18	0	0	0	0	0	0	0	0	0	7251	0	0	979	0	0	0	0	0	0	301	0	0	0	0	0	951	0	0	0	0	27	2113	0	0	0	0	0	0	0	3378	10
ASV4300	0	74	0	0	0	0	29	0	0	0	0	0	44	0	20	124	0	0	0	0	13	0	12	0	22	0	0	0	227	0	0	0	0	0	0	0	0	40	4	0	5	63	0	49	7	5	0	0	8	4	0	0	0	0	0	0	0	0	8	0	0	0	0	67	0	9	0	0	24	0	0	500	0	0	0	0	0	0	43	0	73	0	0	0	61	38	0	0	0	0	0	168	0	0	0
ASV9822	16	29	29	0	12	6	0	0	0	0	0	5	0	0	4	16	0	10	3	11	0	0	12	4	4	0	8	5	102	0	0	6	0	0	5	4	8	4	8	17	0	8	0	4	0	3	31	0	0	0	7	4	2	0	0	17	6	0	8	3	16	0	0	40	0	0	0	0	4	6	15	0	6	2	45	9	14	0	0	5	42	11	20	0	0	18	4	5	0	0	0	0	14	0	517
ASV7968	0	23	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	15578	0	0	0	0	659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	47	0	0	0	0	0	0	0	0	0	0	0	746	0	0
ASV8909	371	0	0	0	0	0	0	0	0	196	12	563	18	84	0	0	26	0	0	61	31	0	0	213	25	65	63	0	0	31	43	0	234	11	7	168	0	143	0	0	0	154	41	0	0	156	0	0	0	35	11	0	180	19	38	160	266	0	0	121	54	0	26	0	33	0	196	85	0	0	24	7	0	0	0	81	0	0	0	0	0	840	0	0	5378	602	47	0	42	292	326	161	150	0	0
ASV6426	1172	0	0	0	24	140	0	0	920	0	164	0	0	0	0	84	0	0	0	0	0	0	45	101	0	0	33	0	0	0	0	0	0	0	28	0	351	0	1428	145	700	0	59	0	0	38	22	0	0	0	0	0	0	989	0	0	0	0	131	31	0	662	0	2745	0	0	0	0	0	160	1103	0	0	161	0	0	1411	36	0	0	3445	0	943	0	0	0	454	0	0	0	0	0	0	0	0
ASV3185	630	0	31	0	0	0	209	26	279	0	53	0	6959	0	0	360	34	0	0	235	0	0	0	165	0	0	107	4	0	43	11	0	0	15	24	0	13	0	0	0	298	270	495	539	17	353	0	0	0	570	401	0	68	114	41	0	5	17	17	244	0	168	110	13	0	684	28	36	0	0	0	255	27	21	0	14	716	1150	0	0	20	0	379	0	0	118	721	58	11	0	46	281	0	0	0
ASV7278	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14940	0	0	0	0	0	0	0	0	0
ASV3618	20	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	6	0	0	30	0	17	0	0	0	0	0	0	11	0	0	0	0	15	0	0	43	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ASV10546	0	0	0	565	0	0	0	0	0	0	0	28	0	0	97	0	323	0	0	0	0	0	0	0	0	0	320	0	0	0	216	0	311	76	0	0	0	0	0	0	0	0	0	0	0	0	0	105	1739	0	0	805	3464	0	0	0	536	599	0	1077	1086	0	0	3	1620	0	0	24	0	0	0	0	0	243	0	0	0	0	0	1790	36	0	0	729	0	21	0	0	0	0	0	0	23	0	0
ASV4360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	10540	53
ASV9072	765	0	0	69	0	148	0	0	5	43	0	222	0	0	343	230	4	0	0	0	8	112	0	0	0	11	41	1582	0	0	42	361	7	19	5	0	316	0	0	46	0	0	33	58	0	0	0	0	0	0	0	34	0	0	0	0	51	26	0	8	2054	0	1335	0	211	0	0	0	0	0	0	0	85	110	0	0	0	277	0	253	0	0	172	1213	0	0	0	0	0	153	153	0	2418	0	0
ASV11234	0	0	0	356	0	228	531	0	59	402	0	1521	353	0	0	0	0	77	100	0	0	57	0	0	0	204	223	94	0	0	116	219	0	151	0	0	1125	0	0	0	0	17	0	0	0	0	0	0	0	0	179	333	67	0	0	0	79	59	0	0	79	0	239	3804	0	0	0	0	0	1081	0	0	239	248	1681	0	168	0	0	109	0	0	63	0	27	14	0	0	0	0	0	0	0	0	0
ASV9876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	4342	0	10	0	0	0	0	0	0	0	0	0	0	0	10242	0	4	0	0	0	0	0	0	0	0	0	0	290	0	0	201	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV10492	66	0	57	0	0	0	0	0	8	0	13	0	0	0	0	0	0	0	7	260	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	122	0	0	0	0	0	0	10	62	5	0	0	0	0	5	0	0	4	0	0	0	0	0	0	37	0	0	4	4	0	43	47	18	2	21	0	25	0	0	0	0	5	0	0	0	0	0	0	18
ASV8229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV4097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1102	0	0	0	0	0	0	0	0	0	0	13347	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3975	175	0	265	0	26	166	0	0	0	0	0	119	1501	19	0	104	0	0	0	0	0	81	84	148	82	0	139	274	97	0	298	247	0	0	0	0	68	0	0	0	21	0	177	55	0	463	0	54	94	0	0	1500	0	0	0	0	529	0	0	808	137	0	185	22	837	0	0	0	0	84	0	21	340	127	0	0	0	0	0	114	0	0	230	744	0	0	0	0	0	0	101	0	218	0	0
ASV1835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10097	0	0	0	0	94	0	0	0
ASV4769	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6152	0	0	0	0	0	0	0	2341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5297	0	0	0	0	0	8	0	0	6	0	0	0	0	0	0	0	0	0	19	0	0
ASV8597	0	0	842	11	0	0	0	0	0	0	0	0	0	0	1648	3686	0	0	0	0	0	0	90	0	0	0	0	0	0	3	0	0	0	0	0	0	0	624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2115	103	0	0	0	0	4816	0	0	0	0	0
ASV8000	0	5	15	28	0	50	0	45	0	28	0	337	0	0	171	79	3	5	141	0	60	5	50	0	94	81	46	548	267	0	64	234	5	16	0	0	208	15	0	0	0	10	11	54	13	82	7	17	47	0	79	187	0	20	0	339	152	12	0	106	54	4	144	33	384	0	60	25	0	10	102	0	168	223	24	0	5	293	0	278	30	97	186	225	106	52	0	0	0	0	46	0	519	9	0
ASV9872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	544	0	239	0	17	1047	0	0	0	957	66	0	0	0	0	0	0	0	128	0	0	957	0	0	0	0	0	0	3573	0	0	0	0	0	6	1393	0	0	0	0	0	0	0	0	0	0	4708	0	0	0	0	15	0	0	0
ASV9073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	582
ASV8255	715	4	46	0	0	12	0	5	67	10	6	51	18	0	0	10	0	12	65	352	0	0	0	0	8	25	124	26	16	15	22	4	0	19	0	0	21	0	0	64	4	0	32	75	0	0	22	0	0	0	0	10	0	0	28	0	21	10	0	0	15	0	20	27	10	18	0	5	0	10	33	526	36	12	49	0	629	40	0	10	35	0	60	13	0	6	0	0	0	0	6	298	54	0	0
ASV7430	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	527	0	0	0	0	0	0	5	0	0	5	0	0	11	0	0	0	0	0	0	0	0	4	0	0	10299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ASV5000	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	39	0	0	0	0	3	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	9	0	20	0	3	0	12	0	14	3	9	19	0	0	13	0	0	0	0	0	5	0	0	0
ASV5799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2280	0	0	0	0	0	0	0	0	0	2	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	35	0	0	0	17	234	158	102	0	1492	111	42	38	379	1587	354	4	15	10	11	17	17	0	1242
ASV11626	2438	0	0	0	114	0	331	9	31	0	0	107	51	71	0	13	0	0	0	264	355	0	0	320	0	0	210	0	0	0	0	0	7	0	0	833	85	78	0	0	245	1661	25	0	52	0	0	0	0	11	38	0	9	0	13	0	0	0	25	0	7	21	0	17	3	0	176	0	0	159	0	0	0	0	0	79	0	0	0	0	8	0	0	0	0	256	731	0	23	122	0	0	0	0	0
ASV2734	36	0	12	4	0	0	0	0	35	0	6	0	0	0	0	0	0	0	8	12	0	0	0	0	0	0	15	6	9	12	0	0	0	2	0	0	5	0	0	0	0	4	0	0	0	0	11	0	0	0	0	0	4	16	0	0	0	0	7	0	0	0	0	0	7	156	0	0	0	0	26	0	8	0	25	0	19	93	0	0	0	0	84	0	0	0	4	20	0	0	0	0	10	0	0
ASV3338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV11852	0	8	0	0	0	0	0	0	0	0	0	30	0	0	60	0	0	3	0	0	18	0	0	0	0	7	0	67	24	0	32	0	0	0	0	0	12	0	0	0	0	0	0	11	0	0	0	0	0	0	0	40	0	0	0	0	19	0	0	17	20	0	20	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	7	9	0	0	0	0	0	0	0	0	201	0	0
ASV3214	46	0	0	0	0	0	69	0	9	0	0	0	136	138	0	0	0	0	0	0	3	0	127	0	0	0	0	0	0	0	0	0	0	0	7	261	0	112	0	0	0	51	0	247	8	0	0	0	0	10	15	0	0	17	0	0	0	0	0	0	0	18	0	254	0	0	65	0	18	0	0	0	0	0	0	38	0	0	0	0	254	0	0	0	3	477	0	0	18	0	0	0	0	0	0
ASV108	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	26	0
ASV10495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
ASV10729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	10855	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV8535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
