# Constructed from biom file
#OTU ID	Dairy1	Dairy10	Dairy100	Dairy11	Dairy12	Dairy13	Dairy14	Dairy15	Dairy16	Dairy17	Dairy18	Dairy19	Dairy20	Dairy21	Dairy22	Dairy23	Dairy24	Dairy25	Dairy26	Dairy27	Dairy28	Dairy29	Dairy3	Dairy30	Dairy31	Dairy33	Dairy34	Dairy35	Dairy36	Dairy37	Dairy38	Dairy39	Dairy4	Dairy40	Dairy41	Dairy42	Dairy43	Dairy44	Dairy45	Dairy46	Dairy47	Dairy48	Dairy49	Dairy5	Dairy50	Dairy51	Dairy52	Dairy53	Dairy54	Dairy55	Dairy56	Dairy57	Dairy58	Dairy59	Dairy6	Dairy60	Dairy61	Dairy62	Dairy63	Dairy65	Dairy66	Dairy67	Dairy68	Dairy69	Dairy7	Dairy70	Dairy71	Dairy72	Dairy73	Dairy74	Dairy75	Dairy77	Dairy78	Dairy79	Dairy8	Dairy80	Dairy81	Dairy82	Dairy83	Dairy84	Dairy85	Dairy86	Dairy87	Dairy88	Dairy89	Dairy9	Dairy90	Dairy91	Dairy92	Dairy93	Dairy94	Dairy95	Dairy96	Dairy97	Dairy98	Dairy99
ASV5394	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	34	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV7604	0	0	0	0	0	0	0	0	4	34	27	5	26	28	14	16	60	29	56	8	10	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	29	10	0	46	0	167	0	0	0	33	91	0	49	9	18	5	0	7	0	0	4	0	4	0	33	40	8	0	0	11	26	16	0	5	6	3	0	0	0	0	0	20	168	32	0	55	0	0	21	0	15	47	6	21	12	9	0	0	0	0
ASV2876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	13	0	11	17	0	0	0	0	0	0	0	0	0	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0
ASV7595	0	0	0	0	0	0	0	0	0	81	0	3	0	3	0	0	0	12	0	37	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	307	0	0	0	0	0	0	4	0	13	0	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	14	8	0	28	0	0	33	0	3	7	0	0	0	0	1007	0	0	0
ASV6717	53	0	0	0	14	0	0	8	27	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	6	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	7	0	0	0	0
ASV2669	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	251	0	7	99	772	0	0	149	21	0	10	83	0	0	199	25	0	14	0	0	0	311	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV7090	0	0	0	0	0	0	0	0	0	0	16	0	0	19	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0
ASV5696	0	0	116	0	0	0	0	0	12	8	5	0	6	13	15	11	0	9	55	0	54	4	0	4	0	0	0	0	0	0	0	0	0	0	2	0	93	4	0	27	0	0	0	0	0	0	13	0	3	6	5	0	0	0	0	0	57	5	0	0	6	30	0	6	0	24	42	0	0	0	39	0	0	7	0	0	2	23	23	16	6	64	5	165	32	0	11	144	4	45	341	152	0	248	9	0
ASV4431	0	0	20	0	0	27	0	17	0	0	0	0	0	0	0	12	0	0	0	25	0	17	0	0	0	23	18	0	17	0	31	0	24	0	0	0	0	14	20	63	0	0	11	0	0	0	0	0	22	14	10	22	0	0	0	24	14	0	0	0	0	16	0	0	18	15	14	0	0	0	11	0	0	0	0	0	8	0	20	15	0	0	33	115	0	0	0	0	12	0	0	0	48	0	7	0
ASV258	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	38	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	45	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV4298	0	0	0	0	0	0	0	0	0	0	8	2	6	22	17	2	14	81	34	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	15	0	17	0	15	4	0	0	35	35	0	37	0	11	16	0	3	0	0	28	19	33	54	44	29	5	7	0	21	97	0	0	0	65	0	0	20	0	0	0	11	311	13	0	64	50	0	0	0	15	0	0	0	0	27	0	0	0	0
ASV8515	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV11873	3	0	0	0	0	0	0	0	48	6	14	50	67	63	48	31	610	35	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	7	0	0	0	0	37	52	27	0	12	59	62	0	0	24	8	10	0	16	0	36	43	106	6	33	139	76	6	22	0	37	154	22	16	5	95	0	8	55	0	2	0	5	0	22	0	0	6	0	0	0	0	0	0	9	13	8	13	0	0	0
ASV2530	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	125	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1513	71	0	0	0	0	19	0	0	0	13	0	0	0	0	0	0	0	0	0	8	0	0	18	21	37	0	216	0	142	0	0	14	0	0	0	0	0	0	68	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	993	10	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	290	0	0	74	145	45	0	0	0	0	0	0	0
ASV11460	0	0	0	0	102	6	792	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	8	0	48	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
ASV6602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	123
ASV885	0	0	0	0	2555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3367	4	0	9	0	0	0	0	0	33	22	49	10	0	10	10	10	0	49	20	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	9	8	0	7	0	24	0	0	0	0	0	72	10	6	0	29	0	19	25	0	0	67	0	2	3	35	0	0	10	0	0	0	0	49	2	0	0	56	0	0	0	0	0	0	0	22	0	0	14	0	0
ASV2271	7	0	0	0	1036	0	1162	12	0	0	0	0	0	5	0	0	0	0	2	0	0	6	3	0	0	0	0	0	0	0	0	0	40	0	34	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0
ASV6425	0	0	61	0	0	0	0	66	0	12	0	0	19	44	0	0	0	0	12	223	15	12	0	185	13	0	0	6	15	0	630	62	0	342	0	0	0	7	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	34	0	0	23	0	142	0	0	0	0	10	32	28	0	0	38	0	103
ASV2411	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	8	0	0	0	4	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	28	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV7419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	5	0	0	0	22	6	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	17	18	0	0	0	0	0	0	0	0	0	0	8	0	18	0	0	0	0	12	0	47	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
ASV2441	0	0	0	0	0	0	0	9	0	0	0	0	6	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	33	0	0	0	25	35	0	0	0	30	10	0	0	0	0	0	0	0	0	88	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	11	110	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0
ASV4985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0
ASV4122	0	0	23	0	0	11	0	32	16	0	19	0	0	13	7	0	0	0	0	50	0	8	0	26	0	0	0	0	24	0	0	12	13	0	0	0	0	0	0	25	0	0	40	0	12	33	36	0	0	0	10	17	0	32	0	0	30	0	13	0	0	0	0	13	0	0	0	0	0	0	17	0	0	0	0	0	0	23	10	16	0	25	32	83	16	0	9	0	0	8	8	0	21	29	0	0
ASV1652	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	29	14	29	0	0	0	34	0	31	0	0	0	0	0	0	0	0	0	0	0	0	23	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0
ASV11262	0	0	0	0	0	0	0	0	33	9	2	8	7	8	4	10	106	60	72	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	21	10	9	141	0	68	15	0	13	29	39	0	35	13	15	0	0	9	0	0	16	6	33	0	55	25	15	56	0	5	37	0	0	12	44	15	6	36	0	5	0	22	142	91	4	129	0	0	0	0	0	7	15	30	87	4	0	200	0	0
ASV8101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	6	0	0	0	0	0	62	23	0	0	0
ASV6230	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	5	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	54	0	0	0	0	31	0	0	7	8	3	0	6	0	0	0	0	0	0	99	25	2	0	0	0	4	0	0	7	0	0	0	0	0	0	0	0	0	21	204	7	0	0	0	0	13	0	9	0	0	0	3	0	0	0
ASV6843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	57	0	0	0	0	0	0	78	0	0	0	53	0
ASV3113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	6	16	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	8	8	0	14	3	0	0	0	7	0	0	25	0	6	0	44	24	0	28	0	11	40	0	0	0	104	0	0	8	0	0	0	0	37	11	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV1580	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	12	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV6532	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	49	0	85	0	59	49	0	0	741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	28	0	0	0	0	0	0	0	0	0	63	0	0	35	31	48	0
ASV3777	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
ASV9267	0	0	0	0	0	0	0	0	4	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	167	0	0	0
ASV5714	0	0	4	0	0	0	0	0	27	5	7	0	7	0	0	46	12	21	140	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	68	7	43	0	10	56	81	0	24	31	57	0	264	0	36	62	0	9	0	24	26	0	47	0	184	48	11	38	0	0	0	9	97	114	25	0	0	11	0	0	0	42	41	198	80	22	0	0	0	0	0	0	0	86	0	0	17	8	0	0
ASV11502	0	0	0	0	2077	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV10394	0	0	64	0	0	0	0	0	0	0	0	0	0	24	0	34	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	42	30	0	0	29	0	0	59	0	0	42	0	0	0	0	0	0	0	0	34	0	15	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	52	37	88	56	0	0	0	15	0	0	0	0	0	0	0
ASV3243	6	0	0	0	0	0	0	4	0	4	0	0	30	0	0	0	75	15	25	58	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	24	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	5	0	7	5	0	10	2	0	0	0	0	0	0	0	0	0	0	35	0	0	0	7	0	44	12	32	17	0	0	0	0	40	0	4	9	0	20	0	0	0
ASV5258	0	0	14	0	0	0	0	0	0	0	25	0	1309	0	0	0	0	38	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	121	0	6	0	13	0	0	0	0	0	2	0	17	0	29	0	0	0	0	59	0	0	0	0	111	5	0	0	0	0	0	5	0	5	0	68	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ASV9916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	58	0	77	16	0	207	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	49	35	0	0
ASV11716	0	35	32	0	0	19	0	0	25	0	0	0	0	0	0	0	7	0	0	40	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	31	0	0	0	0	21	96	0	285	86	19	0	8	70	0	0	0	0	0	13	19	0	0	0	0	0	0	0	0	0	0	23	0	0	7	0	0	0	0	0	0	31	25	28	0	0	30	0	0	181
ASV4837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
ASV4642	0	0	10	0	0	0	0	0	0	0	0	0	0	7	0	10	0	0	0	72	9	0	0	29	0	0	8	0	39	0	181	30	0	65	0	0	0	0	25	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	8	25	0	0	0	0	0	0	0	0	5	7	0	0
ASV12007	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	1280	73	0	61	3	0	0	0	0	6	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV916	0	0	0	0	0	0	0	0	6	0	0	0	27	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	31	0	0	0	9	14	0	0	0	13	0	0	0	0	14	0	0	24	0	56	0	0	27	0	0	0	49	0	0	9	0	0	0	0	0	0	19	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
ASV3940	0	0	0	0	0	0	0	0	5	0	0	0	7	3	5	0	60	7	5	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	17	0	14	0	0	13	0	0	0	12	0	0	0	0	0	0	19	90	12	8	31	0	0	0	0	0	0	0	12	60	39	0	0	0	0
ASV11782	0	0	0	0	0	0	0	0	0	75	0	0	0	0	2	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	44	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	13	18	10	0	0	0	0	56	0	0	0	0	0	8	9	0	18	0	0
ASV10119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2101	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV288	0	0	0	0	0	0	0	0	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	65	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	25	11	0	22	713	0	284	73	0	0	105	195	244
ASV1490	0	0	3	0	0	0	0	0	5	0	5	0	24	26	0	14	0	75	24	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	35	10	55	0	0	0	0	29	0	0	0	12	51	0	133	17	0	13	0	66	0	0	39	27	0	0	58	0	61	10	0	138	111	0	10	20	98	25	0	37	0	0	0	66	175	69	3	44	110	6	69	0	13	12	0	48	116	0	0	0	0	0
ASV11133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0
ASV1333	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	127	91	12	13	6	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1434	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	13	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	13	0	0	121	0	0	0
ASV3290	0	0	0	0	0	0	0	0	4	26	4	0	3	0	6	0	25	45	6	10	55	5	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	10	9	0	6	14	4	0	0	2	0	0	12	5	0	0	15	8	0	3	0	41	28	0	0	0	50	0	0	9	0	0	0	31	6	8	11	0	77	15	6	0	0	0	7	0	113	2	33	58	0	0
ASV6776	0	0	0	0	1012	0	1073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV8859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0
ASV9869	0	0	39	0	0	0	0	0	0	0	7	0	0	11	0	0	3	8	34	92	0	0	0	100	14	5	15	13	141	0	584	97	31	196	0	0	0	157	30	89	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	12	0	5	0	58	0	0	0	31	97	16	0	0	0	29	0	0
ASV2370	11	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	4	0	0	16	0	0	0	0	0	0	0	6	0	0	8	14	9	0	0	0	12	15	0	8	0	0	6	0	0	0	8	0	0	40	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	17	5	0	0	0
ASV10161	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	9	0	0	9	0	0	0	6	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	9	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV7678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0
ASV11803	0	0	0	0	0	0	0	0	21	0	21	0	6	15	58	0	46	30	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	18	7	0	7	0	0	22	20	0	0	62	13	0	37	12	10	22	172	40	0	0	18	34	28	0	42	43	0	62	0	8	68	21	0	0	76	0	0	0	0	0	0	28	109	45	0	11	16	10	0	0	0	0	0	24	0	0	0	0	36	0
ASV10324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0
ASV2019	78	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	9	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	13	0	0	0	0	0	0	0	0	54	13	0	0	0
ASV7497	0	0	0	0	0	0	0	0	27	0	19	470	0	0	0	13	0	1217	13	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	11	0	0	3	0	0	0	0	0	0	0	0	14	0	27	0	0	0	0	18	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV4242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	506	0	0	0	0	0	0	0	0	0	0	0	938	0	0	0	0	0	0	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
