,Name,Status,State,Farm,Date.of.colleciton,RectaTemp,X16S.copies,Hscopy_log,HScopies,HSpre_abs,MBcopy_log,MBpre_abs,MBcopies,MHcopy_log,MHpre_abs,MHcopies,PMcopy_log,PMpre_abs,PMcopies,Name16S,quality
Beef86,Beef 86,Healthy,CO,Farm2,4/9/21,103.1,342551418.2,6.101831903,1264246.916,1,3.382553608,1,2412.979365,3.833572038,1,6816.666359,3.287604739,1,1939.12024,Beef86,Dirty
Beef87,Beef 87,BRD,CO,Farm2,4/9/21,104.7,285975197.2,6.78264646,6062426.134,1,2.826074803,0,670,4.931899433,1,85486.87329,2.278753601,0,190,Beef87,Dirty
Beef88,Beef 88,BRD,CO,Farm2,4/9/21,102.6,914626692.8,6.35838211,2282349.292,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef88,Dirty
Beef89,Beef 89,Healthy,CO,Farm2,4/9/21,103.1,425211930,3.78755736,6131.367676,1,2.826074803,0,670,2.230448921,0,170,4.851720956,1,71075.66894,Beef89,Dirty
Beef9,Beef 9,BRD,TX,Farm1,3/11/21,104.4,413666687.7,7.463862545,29097960.16,1,5.531327607,1,339881.563,5.147917378,1,140578.0058,2.278753601,0,190,Beef9,Dirty
Beef90,Beef 90,BRD,CO,Farm2,4/9/21,103.5,1710433687,6.896758746,7884220.218,1,3.76794126,1,5860.588929,2.230448921,0,170,2.278753601,0,190,Beef90,Dirty
Beef91,Beef 91,Healthy,CO,Farm2,4/9/21,103.6,1336070644,3.997924134,9952.315463,1,2.826074803,0,670,2.230448921,0,170,4.336721648,1,21713.09079,Beef91,Dirty
Beef92,Beef 92,Healthy,CO,Farm2,4/9/21,103.1,925632656.8,3.983763523,9633.043529,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef92,Dirty
Beef93,Beef 93 ,Healthy,CO,Farm2,4/9/21,103.8,544171218.2,6.530342846,3391117.562,1,5.828293138,1,673431.0522,2.230448921,0,170,2.278753601,0,190,Beef93,Dirty
Beef94,Beef 94,Healthy,CO,Farm2,4/9/21,102.2,2249956009,4.274736157,18825.05079,1,2.826074803,0,670,4.375357336,1,23733.25669,6.118094131,1,1312484.343,Beef94,Dirty
Beef95,Beef 95,BRD,CO,Farm2,4/9/21,102.1,491950411.8,3.856502356,7186.25057,1,2.826074803,0,670,3.421435751,1,2638.977885,5.419012516,1,262429.4173,Beef95,Dirty
Beef96,Beef 96,BRD,CO,Farm2,4/9/21,103.6,2963835397,4.85729685,71994.09049,1,3.646813609,1,4434.182961,3.541598249,1,3480.152289,2.278753601,0,190,Beef96,Dirty
Beef97,Beef 97,BRD,CO,Farm2,4/9/21,102.7,1259444369,4.339762363,21865.64854,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef97,Dirty
Beef98,Beef 98,BRD,CO,Farm2,4/9/21,102.4,781471154.5,6.300896885,1999387.095,1,5.549714116,1,354579.9024,4.414357446,1,25963.15377,2.278753601,0,190,Beef98,Dirty
Beef99,Beef 99,BRD,CO,Farm2,4/9/21,104,16807096387,7.16204861,14522741.58,1,5.255145669,1,179947.4385,2.230448921,0,170,6.476190136,1,2993574.952,Beef99,Dirty
