Name,Status,State,Farm,animal,Date of colleciton,RectaTemp,16S copies,copy_log,copies,pre_abs,AveMean,Bacteria
Dairy 234,BRD,TX,Full Circle,calf,1/1/22,101.2,2085308.57,2.826074803,670,0,121939.1865,M.bovis
Dairy 235,Healthy,TX,Full Circle,calf,1/1/22,102.4,7366158.84,2.826074803,670,0,31930.39971,M.bovis
Dairy 236,BRD,TX,Full Circle,calf,1/1/22,102.4,5139234.32,2.826074803,670,0,121939.1865,M.bovis
Dairy 237,Healthy,TX,Full Circle,calf,1/1/22,102.3,631822.95,2.826074803,670,0,31930.39971,M.bovis
Dairy 238,BRD,TX,Full Circle,calf,1/1/22,102.3,3496147.11,2.826074803,670,0,121939.1865,M.bovis
Dairy 239,Healthy,TX,Full Circle,calf,1/1/22,101.5,5431254.09,2.826074803,670,0,31930.39971,M.bovis
Dairy 240,BRD,TX,Full Circle,calf,1/1/22,102.1,29984283.47,4.650162221,44685.04719,1,77924.13927,M.bovis
Dairy 241,BRD,TX,Full Circle,calf,1/1/22,102.7,1132230.26,2.826074803,670,0,121939.1865,M.bovis
Dairy 242,Healthy,TX,Full Circle,calf,1/1/22,102.8,6193278.97,2.826074803,670,0,31930.39971,M.bovis
Dairy 243,Healthy,TX,Full Circle,calf,1/1/22,102.3,916095.54,2.826074803,670,0,31930.39971,M.bovis
Dairy 244,BRD,TX,Full Circle,calf,1/1/22,101.7,35556617.53,2.826074803,670,0,121939.1865,M.bovis
Dairy 245,Healthy,TX,Full Circle,calf,1/1/22,103.3,12594452.96,4.515209602,32749.87161,1,-149.4718951,M.bovis
Dairy 246,Healthy,TX,Full Circle,calf,1/1/22,101.8,1254517.03,3.496987228,3140.416336,1,29459.98338,M.bovis
Dairy 247,BRD,TX,Full Circle,calf,1/1/22,101.7,7000749.58,3.704097045,5059.377035,1,117549.8094,M.bovis
Dairy 248,BRD,TX,Full Circle,calf,1/1/22,101.8,20020994.03,2.826074803,670,0,121939.1865,M.bovis
Dairy 249,Healthy,TX,Full Circle,calf,1/1/22,101.6,2361256.45,2.826074803,670,0,31930.39971,M.bovis
Dairy 250,BRD,TX,Full Circle,calf,1/1/22,101.9,11561521.59,2.826074803,670,0,121939.1865,M.bovis
Dairy 251,BRD,TX,Full Circle,calf,1/1/22,101.4,858451.19,2.826074803,670,0,121939.1865,M.bovis
Dairy 252,Healthy,TX,Full Circle,calf,1/1/22,101.9,51368531.41,2.826074803,670,0,31930.39971,M.bovis
Dairy 253,Healthy,TX,Full Circle,calf,1/1/22,102.2,3557451.29,2.826074803,670,0,31930.39971,M.bovis
Dairy 254,BRD,TX,Full Circle,calf,1/1/22,102.6,1263484.41,3.366424637,2325.008992,1,120284.1775,M.bovis
Dairy 255,Healthy,TX,Full Circle,calf,1/1/22,101.7,36041376.31,2.826074803,670,0,31930.39971,M.bovis
Dairy 256,BRD,TX,Full Circle,calf,1/1/22,102,2813741.5,2.826074803,670,0,121939.1865,M.bovis
Dairy 257,BRD,TX,Full Circle,calf,1/1/22,102.5,305768587.2,2.826074803,670,0,121939.1865,M.bovis
Dairy 258,Healthy,TX,Full Circle,calf,1/1/22,103.1,2395705.91,2.826074803,670,0,31930.39971,M.bovis
Dairy 259,Healthy,TX,Full Circle,calf,1/1/22,102.4,31606365.67,2.826074803,670,0,31930.39971,M.bovis
Dairy 260,BRD,TX,Full Circle,calf,1/1/22,105,47980178.94,2.826074803,670,0,121939.1865,M.bovis
Dairy 285,Healthy,TX,Full Circle,calf,1/1/22,102.2,3498858.04,2.826074803,670,0,31930.39971,M.bovis
Dairy 286,BRD,TX,Full Circle,calf,1/1/22,102.3,27400127.77,2.826074803,670,0,121939.1865,M.bovis
Dairy 287,Healthy,TX,Full Circle,calf,1/1/22,102.2,3688539.15,2.826074803,670,0,31930.39971,M.bovis
Dairy 288,BRD,TX,Full Circle,calf,1/1/22,102.2,10055396.58,2.826074803,670,0,121939.1865,M.bovis
Dairy 289,Healthy,TX,Full Circle,calf,1/1/22,102.2,17707878.4,2.826074803,670,0,31930.39971,M.bovis
Dairy 290,BRD,TX,Full Circle,calf,1/1/22,101.2,185214285.2,2.826074803,670,0,121939.1865,M.bovis
Dairy 291,Healthy,TX,Full Circle,calf,1/1/22,102.9,41651198.16,2.826074803,670,0,31930.39971,M.bovis
Dairy 292,BRD,TX,Full Circle,calf,1/1/22,101.8,4119073.23,2.826074803,670,0,121939.1865,M.bovis
Dairy 293,Healthy,TX,Full Circle,calf,1/1/22,101.3,18210507.83,2.826074803,670,0,31930.39971,M.bovis
Dairy 294,BRD,TX,Full Circle,calf,1/1/22,101.6,468804397.5,2.826074803,670,0,121939.1865,M.bovis
Dairy 295,BRD,TX,Full Circle,calf,1/1/22,102,19902943.76,2.826074803,670,0,121939.1865,M.bovis
Dairy 296,BRD,TX,Full Circle,calf,1/1/22,102.5,14872736.14,2.826074803,670,0,121939.1865,M.bovis
Dairy 298,Healthy,TX,Full Circle,calf,1/1/22,102.2,4323472.87,2.826074803,670,0,31930.39971,M.bovis
Dairy 299,Healthy,TX,Full Circle,calf,1/1/22,102.8,25512726.49,2.826074803,670,0,31930.39971,M.bovis
Dairy 300,BRD,TX,Full Circle,calf,1/1/22,102.4,7295372.52,2.826074803,670,0,121939.1865,M.bovis
Dairy 302,Healthy,TX,Full Circle,calf,1/1/22,101.5,96945146.13,2.826074803,670,0,31930.39971,M.bovis
Dairy 303,BRD,TX,Full Circle,calf,1/1/22,101.2,980270157,2.826074803,670,0,121939.1865,M.bovis
Dairy 304,BRD,TX,Full Circle,calf,1/1/22,102.1,195681287.2,2.826074803,670,0,121939.1865,M.bovis
Dairy 305,Healthy,TX,Full Circle,calf,1/1/22,102.2,56900096.86,2.826074803,670,0,31930.39971,M.bovis
Dairy 306,Healthy,TX,Full Circle,calf,1/1/22,102.2,25588555.44,2.826074803,670,0,31930.39971,M.bovis
Dairy 307,BRD,TX,Full Circle,calf,1/1/22,104.3,230,2.826074803,670,0,121939.1865,M.bovis
Dairy 308,Healthy,TX,Full Circle,calf,1/1/22,102.2,331355406.3,2.826074803,670,0,31930.39971,M.bovis
Dairy 309,BRD,TX,Full Circle,calf,1/1/22,101.7,30952416.47,2.826074803,670,0,121939.1865,M.bovis
Dairy 310,Healthy,TX,Full Circle,calf,1/1/22,100.5,51889054702,2.826074803,670,0,31930.39971,M.bovis
Dairy 311,BRD,TX,Full Circle,calf,1/1/22,102.3,4233266.1,2.826074803,670,0,121939.1865,M.bovis
Dairy 312,Healthy,TX,Full Circle,calf,1/1/22,102.2,41210229.74,2.826074803,670,0,31930.39971,M.bovis
Dairy 313,BRD,TX,Full Circle,calf,1/1/22,102.5,179242264.7,2.826074803,670,0,121939.1865,M.bovis
Dairy 314,BRD,TX,Full Circle,calf,1/1/22,101.1,3697683.68,2.826074803,670,0,121939.1865,M.bovis
Dairy 315,Healthy,TX,Full Circle,calf,1/1/22,101.6,273132440.1,2.826074803,670,0,31930.39971,M.bovis
Dairy261,Healthy,TX,Full Circle,calf,1/1/22,102.7,364984.13,2.826074803,670,0,31930.39971,M.bovis
Dairy262,BRD,TX,Full Circle,calf,1/1/22,102.7,32633739.58,2.826074803,670,0,121939.1865,M.bovis
Dairy263,Healthy,TX,Full Circle,calf,1/1/22,101.8,1329423.04,2.826074803,670,0,31930.39971,M.bovis
Dairy264,BRD,TX,Full Circle,calf,1/1/22,102.8,90585267.2,2.826074803,670,0,121939.1865,M.bovis
Dairy265,Healthy,TX,Full Circle,calf,1/1/22,103,13764700.68,2.826074803,670,0,31930.39971,M.bovis
Dairy266,Healthy,TX,Full Circle,calf,1/1/22,102.1,2330855154,2.826074803,670,0,31930.39971,M.bovis
Dairy267,BRD,TX,Full Circle,calf,1/1/22,104.9,9492829.62,2.826074803,670,0,121939.1865,M.bovis
Dairy268,Healthy,TX,Full Circle,calf,1/1/22,101.9,2740303.3,2.826074803,670,0,31930.39971,M.bovis
Dairy269,Healthy,TX,Full Circle,calf,1/1/22,101.7,901424.82,2.826074803,670,0,31930.39971,M.bovis
Dairy270,BRD,TX,Full Circle,calf,1/1/22,102.3,8406210.85,2.826074803,670,0,121939.1865,M.bovis
Dairy271,BRD,TX,Full Circle,calf,1/1/22,104.8,6980938025,2.826074803,670,0,121939.1865,M.bovis
Dairy272,Healthy,TX,Full Circle,calf,1/1/22,102.6,4417345.45,2.826074803,670,0,31930.39971,M.bovis
Dairy273,BRD,TX,Full Circle,calf,1/1/22,103.8,49822022.77,2.826074803,670,0,121939.1865,M.bovis
Dairy274,Healthy,TX,Full Circle,calf,1/1/22,102.2,36480.63,2.826074803,670,0,31930.39971,M.bovis
Dairy275,Healthy,TX,Full Circle,calf,1/1/22,102.9,231095.36,2.826074803,670,0,31930.39971,M.bovis
Dairy276,BRD,TX,Full Circle,calf,1/1/22,102.5,232636300.1,2.826074803,670,0,121939.1865,M.bovis
Dairy277,BRD,TX,Full Circle,calf,1/1/22,102.7,2225205507,2.826074803,670,0,121939.1865,M.bovis
Dairy278,Healthy,TX,Full Circle,calf,1/1/22,102.2,55268225.83,3.492861506,3110.72419,1,29489.67552,M.bovis
Dairy279,Healthy,TX,Full Circle,calf,1/1/22,103.2,41520921.17,2.826074803,670,0,31930.39971,M.bovis
Dairy280,BRD,TX,Full Circle,calf,1/1/22,103.8,24797248.68,2.826074803,670,0,121939.1865,M.bovis
Dairy281,Healthy,TX,Full Circle,calf,1/1/22,102.1,7787709.15,2.826074803,670,0,31930.39971,M.bovis
Dairy282,BRD,TX,Full Circle,calf,1/1/22,103,16626636.27,2.826074803,670,0,121939.1865,M.bovis
Dairy283,BRD,TX,Full Circle,calf,1/1/22,103,688406967.7,2.826074803,670,0,121939.1865,M.bovis
Dairy284,Healthy,TX,Full Circle,calf,1/1/22,102.2,149815139.7,2.826074803,670,0,31930.39971,M.bovis
Dairy 317,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,104.8,40085857.12,2.826074803,670,0,31930.39971,M.bovis
Dairy 318,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,102.1,28692176.66,2.826074803,670,0,31930.39971,M.bovis
Dairy 320,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,102.3,36452185.67,2.826074803,670,0,31930.39971,M.bovis
Dairy 321,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,102.2,1768482158,2.826074803,670,0,31930.39971,M.bovis
Dairy 322,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,101.7,100649804.7,2.826074803,670,0,31930.39971,M.bovis
Dairy 323,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,103,96534386.67,2.826074803,670,0,31930.39971,M.bovis
Dairy 324,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,102.1,61129340.84,2.826074803,670,0,31930.39971,M.bovis
Dairy 325,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,102.4,67080263.87,2.826074803,670,0,31930.39971,M.bovis
Dairy 326,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,101.7,66021510.97,2.826074803,670,0,31930.39971,M.bovis
Dairy 327,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,101.7,433332908.1,2.826074803,670,0,31930.39971,M.bovis
Dairy 328,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,102.7,520435515.5,2.826074803,670,0,31930.39971,M.bovis
Dairy 329,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,103.2,988946487.3,2.826074803,670,0,31930.39971,M.bovis
Dairy 330,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,101.5,198233852.9,2.826074803,670,0,31930.39971,M.bovis
Dairy 331,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,105.1,645695102.4,2.826074803,670,0,31930.39971,M.bovis
Dairy 332,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,101.4,742628005.9,2.826074803,670,0,31930.39971,M.bovis
Dairy 333,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,102.3,51461981.47,2.826074803,670,0,31930.39971,M.bovis
Dairy 334,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,102.1,1968376377,2.826074803,670,0,31930.39971,M.bovis
Dairy 335,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,102.9,1284293255,2.826074803,670,0,31930.39971,M.bovis
Dairy 336,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,102.2,575102443.1,2.826074803,670,0,31930.39971,M.bovis
Dairy 337,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,103,183084301.2,2.826074803,670,0,31930.39971,M.bovis
Dairy 338,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,102.8,97968476.05,2.826074803,670,0,31930.39971,M.bovis
Dairy 340,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,102.5,803943132.5,6.548907682,3539221,1,-3506620.6,M.bovis
Dairy 341,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,102,18779794.78,2.826074803,670,0,31930.39971,M.bovis
Dairy 342,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,101.9,808277383.2,2.826074803,670,0,31930.39971,M.bovis
Dairy 343,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,101.9,260804089.6,2.826074803,670,0,31930.39971,M.bovis
Dairy 344,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,102.6,433388929.4,2.826074803,670,0,31930.39971,M.bovis
Dairy 345,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,102.2,641261923.3,2.826074803,670,0,31930.39971,M.bovis
Dairy 346,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,102.2,409388298.6,2.826074803,670,0,31930.39971,M.bovis
Dairy 347,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,102.3,34216442.68,2.826074803,670,0,31930.39971,M.bovis
Dairy 348,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,102.7,3787337077,2.826074803,670,0,31930.39971,M.bovis
Dairy 349,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,103.8,652393175.7,2.826074803,670,0,31930.39971,M.bovis
Dairy 351,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,102.2,339570249.2,2.826074803,670,0,31930.39971,M.bovis
Dairy 352,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,102.7,5205039881,2.826074803,670,0,31930.39971,M.bovis
Dairy 355,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,101.8,199997264.6,2.826074803,670,0,31930.39971,M.bovis
Dairy 356,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,101.9,128040305.7,2.826074803,670,0,31930.39971,M.bovis
Dairy 357,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,101.7,995815969.8,2.826074803,670,0,31930.39971,M.bovis
Dairy 358,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,102.2,380132264.9,2.826074803,670,0,31930.39971,M.bovis
Dairy 359,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,100.9,50149516.65,2.826074803,670,0,31930.39971,M.bovis
Dairy 360,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,101.4,175862209.2,2.826074803,670,0,31930.39971,M.bovis
Dairy 361,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,102,463570905.3,2.826074803,670,0,31930.39971,M.bovis
Dairy 362,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,102.8,285561307.9,2.826074803,670,0,31930.39971,M.bovis
Dairy 363,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,101.2,206196761.5,2.826074803,670,0,31930.39971,M.bovis
Dairy 364,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,102.8,705562142,2.826074803,670,0,31930.39971,M.bovis
Dairy 365,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,102.3,94752984.77,2.826074803,670,0,31930.39971,M.bovis
Dairy 366,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,102.3,66200848.46,2.826074803,670,0,31930.39971,M.bovis
Dairy 367,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,101.8,235633969.7,2.826074803,670,0,31930.39971,M.bovis
Dairy 368,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,101.2,607148424.2,2.826074803,670,0,121939.1865,M.bovis
Dairy 369,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,101.2,4106046697,2.826074803,670,0,121939.1865,M.bovis
Dairy 370,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,101.2,571719904.9,2.826074803,670,0,121939.1865,M.bovis
Dairy 372,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,100.8,1421843621,2.826074803,670,0,121939.1865,M.bovis
Dairy 373,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,101.2,84513906.38,2.826074803,670,0,121939.1865,M.bovis
Dairy 374,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,102.9,1172828996,2.826074803,670,0,121939.1865,M.bovis
Dairy 375,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,101.6,818654622.3,2.826074803,670,0,121939.1865,M.bovis
Dairy 376,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,101.8,855819393.9,2.826074803,670,0,121939.1865,M.bovis
Dairy 377,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,102.2,931419897.9,2.826074803,670,0,121939.1865,M.bovis
Dairy 378,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,101.5,21146367.32,2.826074803,670,0,121939.1865,M.bovis
Dairy 379,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,102.2,528541017.8,5.591551634,390437.5999,1,-267828.4134,M.bovis
Dairy 381,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,102.2,112475678.7,2.826074803,670,0,121939.1865,M.bovis
Dairy 382,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,105,204192260.5,2.826074803,670,0,121939.1865,M.bovis
Dairy 383,Healthy,CA,Gold Star Cattle,calf,07/14-15/2022,102.1,1651673367,2.826074803,670,0,31930.39971,M.bovis
Dairy 384,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,102.2,251584805.5,2.826074803,670,0,121939.1865,M.bovis
Dairy 385,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,102.4,294729674.9,2.826074803,670,0,121939.1865,M.bovis
Dairy 386,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,104.3,404678856.5,2.826074803,670,0,121939.1865,M.bovis
Dairy 387,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,102.1,204853367.8,2.826074803,670,0,121939.1865,M.bovis
Dairy 388,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,101.3,1893218014,2.826074803,670,0,121939.1865,M.bovis
Dairy 389,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,102.2,744694728.5,2.826074803,670,0,121939.1865,M.bovis
Dairy 390,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,101.7,1005690285,2.826074803,670,0,121939.1865,M.bovis
Dairy 391,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,102.5,3461882532,2.826074803,670,0,121939.1865,M.bovis
Dairy 392,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,102,9377508174,2.826074803,670,0,121939.1865,M.bovis
Dairy 393,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,102.3,699838680.9,3.266100162,1845.440986,1,120763.7455,M.bovis
Dairy 394,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,102.1,297047243.3,2.826074803,670,0,121939.1865,M.bovis
Dairy 395,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,101.7,306532323.4,2.826074803,670,0,121939.1865,M.bovis
Dairy 396,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,102.2,104603108.6,3.228517415,1692.456111,1,120916.7304,M.bovis
Dairy 398,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,103,383055528.3,2.826074803,670,0,121939.1865,M.bovis
Dairy 399,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,101.7,2717352411,2.826074803,670,0,121939.1865,M.bovis
Dairy 401,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,102.2,58716309.65,2.826074803,670,0,121939.1865,M.bovis
Dairy 402,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,101.9,229992605.7,2.826074803,670,0,121939.1865,M.bovis
Dairy 403,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,101.8,158692862.4,2.826074803,670,0,121939.1865,M.bovis
Dairy 404,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,101.7,704933645.7,2.826074803,670,0,121939.1865,M.bovis
Dairy 405,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,97.8,150633816.3,2.826074803,670,0,121939.1865,M.bovis
Dairy 406,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,102.1,1024778470,2.826074803,670,0,121939.1865,M.bovis
Dairy 407,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,102.7,44017143.84,2.826074803,670,0,121939.1865,M.bovis
Dairy 408,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,102.6,140199792.4,2.826074803,670,0,121939.1865,M.bovis
Dairy 409,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,101.9,278113743.7,2.826074803,670,0,121939.1865,M.bovis
Dairy 410,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,101.5,448163026.3,2.826074803,670,0,121939.1865,M.bovis
Dairy 411,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,102.7,184346139.8,2.826074803,670,0,121939.1865,M.bovis
Dairy 412,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,101.9,147628028.5,2.826074803,670,0,121939.1865,M.bovis
Dairy 413,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,102.4,1506162233,2.826074803,670,0,121939.1865,M.bovis
Dairy 414,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,103.8,88287227.16,2.826074803,670,0,121939.1865,M.bovis
Dairy 415,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,102.6,794110027.7,2.826074803,670,0,121939.1865,M.bovis
Dairy 416,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,100.6,387579539.2,2.826074803,670,0,121939.1865,M.bovis
Dairy 417,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,101.6,629879924.7,2.826074803,670,0,121939.1865,M.bovis
Dairy 418,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,102.8,650785507.2,2.826074803,670,0,121939.1865,M.bovis
Dairy 419,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,103.3,577101454.7,2.826074803,670,0,121939.1865,M.bovis
Dairy 420,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,102.6,82129171.71,2.826074803,670,0,121939.1865,M.bovis
Dairy 421,BRD,CA,Gold Star Cattle,calf,07/14-15/2022,102.9,1480234431,2.826074803,670,0,121939.1865,M.bovis
Dairy 101,Healthy,NY,Lambs,calf,05/18-19/2021,102.8,21645439.16,2.826074803,670,0,31930.39971,M.bovis
Dairy 102,Healthy,NY,Lambs,calf,05/18-19/2021,101.8,124136878.3,2.826074803,670,0,31930.39971,M.bovis
Dairy 103,Healthy,NY,Lambs,calf,05/18-19/2021,102.6,156688506.4,4.167942394,14721.17223,1,17879.22748,M.bovis
Dairy 104,Healthy,NY,Lambs,calf,05/18-19/2021,102.6,28129835.9,2.826074803,670,0,31930.39971,M.bovis
Dairy 105,Healthy,NY,Lambs,calf,05/18-19/2021,102.4,1015583220,5.477279448,300109.2961,1,-267508.8964,M.bovis
Dairy 106,Healthy,NY,Lambs,calf,05/18-19/2021,,42476432.24,2.826074803,670,0,31930.39971,M.bovis
Dairy 107,Healthy,NY,Lambs,calf,05/18-19/2021,102.5,7858701.34,2.826074803,670,0,31930.39971,M.bovis
Dairy 108,Healthy,NY,Lambs,calf,05/18-19/2021,,186680437.5,3.324874227,2112.877054,1,30487.52266,M.bovis
Dairy 109,Healthy,NY,Lambs,calf,05/18-19/2021,101.7,22531665.14,2.826074803,670,0,31930.39971,M.bovis
Dairy 110,Healthy,NY,Lambs,calf,05/18-19/2021,102,3949852.89,2.826074803,670,0,31930.39971,M.bovis
Dairy 111,Healthy,NY,Lambs,calf,05/18-19/2021,102,4955342.6,2.826074803,670,0,31930.39971,M.bovis
Dairy 112,Healthy,NY,Lambs,calf,05/18-19/2021,102.2,346335140.1,2.826074803,670,0,31930.39971,M.bovis
Dairy 113,Healthy,NY,Lambs,calf,05/18-19/2021,102.7,54157152.09,2.826074803,670,0,31930.39971,M.bovis
Dairy 114,Healthy,NY,Lambs,calf,05/18-19/2021,,262191179.5,2.826074803,670,0,31930.39971,M.bovis
Dairy 115,Healthy,NY,Lambs,calf,05/18-19/2021,,5656052.11,2.826074803,670,0,31930.39971,M.bovis
Dairy 116,Healthy,NY,Lambs,calf,05/18-19/2021,,28985174.14,2.826074803,670,0,31930.39971,M.bovis
Dairy 117,Healthy,NY,Lambs,calf,05/18-19/2021,102.1,261134677.9,2.826074803,670,0,31930.39971,M.bovis
Dairy 118,Healthy,NY,Lambs,calf,05/18-19/2021,102.8,5422915.4,2.826074803,670,0,31930.39971,M.bovis
Dairy 119,Healthy,NY,Lambs,calf,05/18-19/2021,101.4,173588606.7,2.826074803,670,0,31930.39971,M.bovis
Dairy 120,Healthy,NY,Lambs,calf,05/18-19/2021,,665649732.2,2.826074803,670,0,31930.39971,M.bovis
Dairy 121,Healthy,NY,Lambs,calf,05/18-19/2021,102.5,7250335.81,2.826074803,670,0,31930.39971,M.bovis
Dairy 122,Healthy,NY,Lambs,calf,05/18-19/2021,101.9,19733510.09,2.826074803,670,0,31930.39971,M.bovis
Dairy 123,Healthy,NY,Lambs,calf,05/18-19/2021,,5582051.03,2.826074803,670,0,31930.39971,M.bovis
Dairy 124,Healthy,NY,Lambs,calf,05/18-19/2021,,5264293.41,2.826074803,670,0,31930.39971,M.bovis
Dairy 125,Healthy,NY,Lambs,calf,05/18-19/2021,102.7,186135772.7,2.826074803,670,0,31930.39971,M.bovis
Dairy 126,Healthy,NY,Lambs,calf,05/18-19/2021,,1775892.21,2.826074803,670,0,31930.39971,M.bovis
Dairy 127,Healthy,NY,Lambs,calf,05/18-19/2021,104,34825224.04,2.826074803,670,0,31930.39971,M.bovis
Dairy 128,Healthy,NY,Lambs,calf,05/18-19/2021,102.3,395922147.5,2.826074803,670,0,31930.39971,M.bovis
Dairy 129,Healthy,NY,Lambs,calf,05/18-19/2021,,1257823960,2.826074803,670,0,31930.39971,M.bovis
Dairy 130,Healthy,NY,Lambs,calf,05/18-19/2021,102.3,541761222.3,2.826074803,670,0,31930.39971,M.bovis
Dairy 131,Healthy,NY,Lambs,calf,05/18-19/2021,,69559416.79,2.826074803,670,0,31930.39971,M.bovis
Dairy 132,Healthy,NY,Lambs,calf,05/18-19/2021,102.3,127210145.1,2.826074803,670,0,31930.39971,M.bovis
Dairy 133,Healthy,NY,Lambs,calf,05/18-19/2021,102.7,52365639.64,4.932630377,85630.874,1,-53030.47429,M.bovis
Dairy 134,Healthy,NY,Lambs,calf,05/18-19/2021,102.3,199813097.8,2.826074803,670,0,31930.39971,M.bovis
Dairy 135,Healthy,NY,Lambs,calf,05/18-19/2021,102.4,13054970.01,2.826074803,670,0,31930.39971,M.bovis
Dairy 136,BRD,NY,Lambs,calf,05/18-19/2021,102.5,9127515.38,2.826074803,670,0,121939.1865,M.bovis
Dairy 137,BRD,NY,Lambs,calf,05/18-19/2021,102.7,63912357.39,2.826074803,670,0,121939.1865,M.bovis
Dairy 138,BRD,NY,Lambs,calf,05/18-19/2021,102.3,6479376.9,2.826074803,670,0,121939.1865,M.bovis
Dairy 139,BRD,NY,Lambs,calf,05/18-19/2021,102.6,81934663.94,3.287118934,1936.952337,1,120672.2341,M.bovis
