Name,Status,State,Farm,animal,Date.of.colleciton,RectaTemp,X16S.copies,Hscopy_log,HScopies,HSpre_abs,MBcopy_log,MBcopies,MBpre_abs,MHcopy_log,MHcopies,MHpre_abs,PMcopy_log,PMcopies,PMpre_abs,ID,HSRel,PMRel,MBRel,MHRel,BactABund,HSRelBact,PMRelBact,MBRelBact,MHRelBact,X16S_log
Dairy 315,Healthy,TX,Farm1,calf,1/1/22,101.6,273132440.1,4.987930241,97259.09878,1,2.826074803,670,0,2.230448921,170,0,4.053976754,11323.39752,1,Dairy315,0.000356088,4.15E-05,2.45E-06,6.22E-07,109422.4963,0.888840066,0.103483268,0.006123055,0.001553611,8.436373286
Dairy261,Healthy,TX,Farm1,calf,1/1/22,102.7,364984.13,4.915345023,82289.61351,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy261,0.225460799,0.000520571,0.001835696,0.000465774,83319.61351,0.987637965,0.002280375,0.008041324,0.002040336,5.562275171
Dairy262,BRD,TX,Farm1,calf,1/1/22,102.7,32633739.58,7.637160927,43367154.48,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy262,1.328905453,5.82E-06,2.05E-05,5.21E-06,43368184.48,0.99997625,4.38E-06,1.54E-05,3.92E-06,7.513666857
Dairy263,Healthy,TX,Farm1,calf,1/1/22,101.8,1329423.04,4.35272807,22528.28178,1,2.826074803,670,0,3.82966071,6755.549952,1,4.36623291,23239.82801,1,Dairy263,0.016945909,0.017481138,0.000503978,0.005081565,53193.65974,0.423514417,0.43689094,0.012595486,0.126999157,6.123663528
Dairy264,BRD,TX,Farm1,calf,1/1/22,102.8,90585267.2,6.276436997,1889892.045,1,2.826074803,670,0,4.203811193,15988.62781,1,5.06461601,116042.215,1,Dairy264,0.020863128,0.001281027,7.40E-06,0.000176504,2022592.888,0.93439073,0.057372997,0.000331258,0.007905015,7.957057575
Dairy265,Healthy,TX,Farm1,calf,1/1/22,103,13764700.68,5.881943622,761980.0869,1,2.826074803,670,0,4.186709528,15371.26212,1,4.629017618,42561.5679,1,Dairy265,0.055357549,0.003092081,4.87E-05,0.001116716,820582.9169,0.928583902,0.05186748,0.000816493,0.018732125,7.138766803
Dairy266,Healthy,TX,Farm1,calf,1/1/22,102.1,2330855154,6.969186332,9315074.479,1,2.826074803,670,0,4.48538265,30576.13944,1,5.074791661,118793.2217,1,Dairy266,0.003996419,5.10E-05,2.87E-07,1.31E-05,9465113.84,0.984148172,0.012550638,7.08E-05,0.003230404,9.367515286
Dairy267,BRD,TX,Farm1,calf,1/1/22,104.9,9492829.62,4.797586882,62746.12096,1,2.826074803,670,0,4.21787157,16514.73349,1,6.209938269,1621579.59,1,Dairy267,0.006609844,0.170821521,7.06E-05,0.001739706,1701510.444,0.036876718,0.953023589,0.000393768,0.009705925,6.977395732
Dairy268,Healthy,TX,Farm1,calf,1/1/22,101.9,2740303.3,4.852788763,71250.63891,1,2.826074803,670,0,4.242707953,17486.70377,1,4.960973121,91405.66678,1,Dairy268,0.026001005,0.03335604,0.000244498,0.006381302,180813.0095,0.394057038,0.505525941,0.003705486,0.096711535,6.437798792
Dairy269,Healthy,TX,Farm1,calf,1/1/22,101.7,901424.82,3.77449804,5949.740714,1,2.826074803,670,0,2.230448921,170,0,3.990709862,9788.358384,1,Dairy269,0.006600374,0.010858763,0.000743268,0.00018859,16578.0991,0.358891612,0.590439129,0.040414766,0.010254493,5.954929994
Dairy270,BRD,TX,Farm1,calf,1/1/22,102.3,8406210.85,3.92708195,8454.383625,1,2.826074803,670,0,4.810445289,64631.65683,1,4.632255053,42880.02728,1,Dairy270,0.001005731,0.005100994,7.97E-05,0.00768856,116636.0677,0.072485157,0.367639514,0.005744364,0.554130966,6.924600331
Dairy271,BRD,TX,Farm1,calf,1/1/22,104.8,6980938025,2.278753601,190,0,2.826074803,670,0,4.543339944,34941.37121,1,2.278753601,190,0,Dairy271,2.72E-08,2.72E-08,9.60E-08,5.01E-06,35991.37121,0.005279043,0.005279043,0.018615573,0.970826341,9.843913783
Dairy272,Healthy,TX,Farm1,calf,1/1/22,102.6,4417345.45,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,6.438921783,2747399.299,1,Dairy272,4.30E-05,0.621957085,0.000151675,3.85E-05,2748429.299,6.91E-05,0.99962524,0.000243776,6.19E-05,6.645161462
Dairy273,BRD,TX,Farm1,calf,1/1/22,103.8,49822022.77,4.152154943,14195.63887,1,2.826074803,670,0,2.230448921,170,0,3.785745119,6105.835779,1,Dairy273,0.000284927,0.000122553,1.34E-05,3.41E-06,21141.47465,0.671459257,0.288808415,0.031691261,0.008041066,7.697421365
Dairy274,Healthy,TX,Farm1,calf,1/1/22,102.2,36480.63,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy274,0.005208243,0.005208243,0.018365911,0.004660007,1220,0.155737705,0.155737705,0.549180328,0.139344262,4.562074234
Dairy275,Healthy,TX,Farm1,calf,1/1/22,102.9,231095.36,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy275,0.000822171,0.000822171,0.002899236,0.000735627,1220,0.155737705,0.155737705,0.549180328,0.139344262,5.363793105
Dairy276,BRD,TX,Farm1,calf,1/1/22,102.5,232636300.1,3.336494337,2170.172904,1,2.826074803,670,0,2.230448921,170,0,3.68456317,4836.85613,1,Dairy276,9.33E-06,2.08E-05,2.88E-06,7.31E-07,7847.029034,0.276559816,0.616393301,0.085382633,0.02166425,8.366677484
Dairy277,BRD,TX,Farm1,calf,1/1/22,102.7,2225205507,3.19205022,1556.145567,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy277,6.99E-07,8.54E-08,3.01E-07,7.64E-08,2586.145567,0.601723889,0.073468409,0.25907281,0.065734892,9.347370126
Dairy278,Healthy,TX,Farm1,calf,1/1/22,102.2,55268225.83,3.32720906,2124.266794,1,3.492861506,3110.72419,1,2.230448921,170,0,2.278753601,190,0,Dairy278,3.84E-05,3.44E-06,5.63E-05,3.08E-06,5594.990984,0.379672961,0.033958947,0.555983772,0.030384321,7.742475531
Dairy279,Healthy,TX,Farm1,calf,1/1/22,103.2,41520921.17,3.399707408,2510.194701,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy279,6.05E-05,4.58E-06,1.61E-05,4.09E-06,3540.194701,0.70905555,0.053669365,0.189255128,0.048019958,7.618266991
Dairy280,BRD,TX,Farm1,calf,1/1/22,103.8,24797248.68,4.168856718,14752.19749,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy280,0.000594913,7.66E-06,2.70E-05,6.86E-06,15782.19749,0.934736592,0.012038881,0.042452897,0.010771631,7.394403515
Dairy281,Healthy,TX,Farm1,calf,1/1/22,102.1,7787709.15,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy281,2.44E-05,2.44E-05,8.60E-05,2.18E-05,1220,0.155737705,0.155737705,0.549180328,0.139344262,6.891409779
Dairy282,BRD,TX,Farm1,calf,1/1/22,103,16626636.27,3.166109085,1465.916,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy282,8.82E-05,1.14E-05,4.03E-05,1.02E-05,2495.916,0.587325856,0.076124357,0.268438521,0.068111267,7.220804422
Dairy283,BRD,TX,Farm1,calf,1/1/22,103,688406967.7,3.26657111,1847.443267,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy283,2.68E-06,2.76E-07,9.73E-07,2.47E-07,2877.443267,0.642043333,0.066030841,0.232845599,0.059080227,8.837845258
Dairy284,Healthy,TX,Farm1,calf,1/1/22,102.2,149815139.7,3.154523776,1427.327969,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy284,9.53E-06,1.27E-06,4.47E-06,1.13E-06,2457.327969,0.580845531,0.077319756,0.272653878,0.069180835,8.175555706
Dairy 317,Healthy,CA,Farm2,calf,07/14-15/2022,104.8,40085857.12,5.82361878,666221.7081,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy317,0.016619869,4.74E-06,1.67E-05,4.24E-06,667251.7081,0.998456355,0.00028475,0.001004119,0.000254776,7.602991185
Dairy 318,Healthy,CA,Farm2,calf,07/14-15/2022,102.1,28692176.66,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,3.142511878,1388.391282,1,Dairy318,6.62E-06,4.84E-05,2.34E-05,5.92E-06,2418.391282,0.078564623,0.574097042,0.277043672,0.070294663,7.457763511
Dairy 320,Healthy,CA,Farm2,calf,07/14-15/2022,102.3,36452185.67,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy320,5.21E-06,5.21E-06,1.84E-05,4.66E-06,1220,0.155737705,0.155737705,0.549180328,0.139344262,7.561723586
Dairy 321,Healthy,CA,Farm2,calf,07/14-15/2022,102.2,1768482158,3.183889996,1527.179185,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy321,8.64E-07,1.07E-07,3.79E-07,9.61E-08,2557.179185,0.597212426,0.07430062,0.262007451,0.066479502,9.247600683
Dairy 322,Healthy,CA,Farm2,calf,07/14-15/2022,101.7,100649804.7,4.931406536,85389.90603,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy322,0.000848386,1.89E-06,6.66E-06,1.69E-06,86419.90603,0.98808145,0.002198568,0.007752843,0.001967139,8.002812941
Dairy 323,Healthy,CA,Farm2,calf,07/14-15/2022,103,96534386.67,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,6.993832631,9858994.641,1,Dairy323,1.97E-06,0.102129355,6.94E-06,1.76E-06,9860024.641,1.93E-05,0.999895538,6.80E-05,1.72E-05,7.984682046
Dairy 324,Healthy,CA,Farm2,calf,07/14-15/2022,102.1,61129340.84,5.424319183,265655.7272,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy324,0.004345797,3.11E-06,1.10E-05,2.78E-06,266685.7272,0.996137776,0.000712449,0.00251232,0.000637454,7.78624972
Dairy 325,Healthy,CA,Farm2,calf,07/14-15/2022,102.4,67080263.87,4.283471525,19207.53022,1,2.826074803,670,0,4.015295037,10358.45627,1,2.278753601,190,0,Dairy325,0.000286337,2.83E-06,9.99E-06,0.000154419,30425.98649,0.631287016,0.006244662,0.02202065,0.340447672,7.826594769
Dairy 326,Healthy,CA,Farm2,calf,07/14-15/2022,101.7,66021510.97,4.367593582,23312.75404,1,2.826074803,670,0,2.230448921,170,0,3.314782071,2064.344008,1,Dairy326,0.000353108,3.13E-05,1.01E-05,2.57E-06,26217.09805,0.88921947,0.07874037,0.025555841,0.006484318,7.819685466
Dairy 327,Healthy,CA,Farm2,calf,07/14-15/2022,101.7,433332908.1,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,3.130462598,1350.400525,1,Dairy327,4.38E-07,3.12E-06,1.55E-06,3.92E-07,2380.400525,0.0798185,0.567299709,0.281465238,0.071416553,8.636821672
Dairy 328,Healthy,CA,Farm2,calf,07/14-15/2022,102.7,520435515.5,3.524099099,3342.713068,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy328,6.42E-06,3.65E-07,1.29E-06,3.27E-07,4372.713068,0.764448299,0.043451285,0.153222951,0.038877465,8.716366927
Dairy 329,Healthy,CA,Farm2,calf,07/14-15/2022,103.2,988946487.3,5.455021117,285115.69,1,2.826074803,670,0,2.230448921,170,0,7.976931178,94826818.03,1,Dairy329,0.000288302,0.095886703,6.77E-07,1.72E-07,95112773.72,0.002997659,0.996993509,7.04E-06,1.79E-06,8.995172793
Dairy 330,Healthy,CA,Farm2,calf,07/14-15/2022,101.5,198233852.9,3.059898478,1147.885256,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy330,5.79E-06,9.58E-07,3.38E-06,8.58E-07,2177.885256,0.527064157,0.087240592,0.307637879,0.078057372,8.297177824
Dairy 331,Healthy,CA,Farm2,calf,07/14-15/2022,105.1,645695102.4,5.833301774,681242.5633,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy331,0.001055053,2.94E-07,1.04E-06,2.63E-07,682272.5633,0.998490339,0.000278481,0.000982012,0.000249167,8.810027493
Dairy 332,Healthy,CA,Farm2,calf,07/14-15/2022,101.4,742628005.9,3.023029832,1054.459327,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy332,1.42E-06,2.56E-07,9.02E-07,2.29E-07,2084.459327,0.505867067,0.091150735,0.321426277,0.081555921,8.870771324
Dairy 333,Healthy,CA,Farm2,calf,07/14-15/2022,102.3,51461981.47,4.214457657,16385.42299,1,2.826074803,670,0,2.230448921,170,0,3.817549278,6569.75657,1,Dairy333,0.000318399,0.000127662,1.30E-05,3.30E-06,23795.17956,0.68860262,0.276096112,0.028156963,0.007144304,7.711486513
Dairy 334,Healthy,CA,Farm2,calf,07/14-15/2022,102.1,1968376377,4.564079491,36650.46517,1,2.826074803,670,0,2.230448921,170,0,8.741276476,551158457.8,1,Dairy334,1.86E-05,0.280006641,3.40E-07,8.64E-08,551195948.3,6.65E-05,0.999931983,1.22E-06,3.08E-07,9.294108145
Dairy 335,Healthy,CA,Farm2,calf,07/14-15/2022,102.9,1284293255,3.22838947,1691.957579,1,2.826074803,670,0,2.230448921,170,0,8.188325039,154285474.1,1,Dairy335,1.32E-06,0.120132589,5.22E-07,1.32E-07,154288006.1,1.10E-05,0.999983589,4.34E-06,1.10E-06,9.108664202
Dairy 336,Healthy,CA,Farm2,calf,07/14-15/2022,102.2,575102443.1,3.030629026,1073.072403,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy336,1.87E-06,3.30E-07,1.17E-06,2.96E-07,2103.072403,0.510240352,0.090344013,0.318581519,0.080834117,8.759745213
Dairy 337,Healthy,CA,Farm2,calf,07/14-15/2022,103,183084301.2,5.299447237,199272.4392,1,2.826074803,670,0,2.230448921,170,0,4.384757655,24252.56378,1,Dairy337,0.001088419,0.000132467,3.66E-06,9.29E-07,224365.003,0.888161864,0.108094237,0.002986205,0.000757694,8.262651109
Dairy 338,Healthy,CA,Farm2,calf,07/14-15/2022,102.8,97968476.05,6.216177258,1645043.015,1,2.826074803,670,0,2.230448921,170,0,3.756518115,5708.448868,1,Dairy338,0.016791555,5.83E-05,6.84E-06,1.74E-06,1651591.464,0.996035067,0.003456332,0.000405669,0.000102931,7.991086357
Dairy 340,Healthy,CA,Farm2,calf,07/14-15/2022,102.5,803943132.5,3.029633031,1070.614279,1,6.548907682,3539221,1,2.230448921,170,0,8.279478039,190317199.6,1,Dairy340,1.33E-06,0.236729679,0.004402328,2.11E-07,193857661.2,5.52E-06,0.981736798,0.018256802,8.77E-07,8.90522533
Dairy 341,Healthy,CA,Farm2,calf,07/14-15/2022,102,18779794.78,3.119690297,1317.317,1,2.826074803,670,0,2.230448921,170,0,4.366241362,23240.28031,1,Dairy341,7.01E-05,0.001237515,3.57E-05,9.05E-06,25397.59731,0.05186778,0.915058225,0.026380448,0.006693547,7.273690865
Dairy 342,Healthy,CA,Farm2,calf,07/14-15/2022,101.9,808277383.2,5.918317647,828547.9505,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy342,0.001025079,2.35E-07,8.29E-07,2.10E-07,829577.9505,0.998758405,0.000229032,0.00080764,0.000204923,8.907560427
Dairy 343,Healthy,CA,Farm2,calf,07/14-15/2022,101.9,260804089.6,2.950231443,891.7260287,1,2.826074803,670,0,2.230448921,170,0,4.830760312,67726.76189,1,Dairy343,3.42E-06,0.000259684,2.57E-06,6.52E-07,69458.48792,0.012838259,0.975068187,0.009646049,0.002447505,8.416314399
Dairy 344,Healthy,CA,Farm2,calf,07/14-15/2022,102.6,433388929.4,2.891443306,778.8311363,1,2.826074803,670,0,6.446340999,2794737.352,1,8.453280987,283975574.4,1,Dairy344,1.80E-06,0.655244182,1.55E-06,0.006448567,286771760.6,2.72E-06,0.990249437,2.34E-06,0.009745511,8.636877814
Dairy 345,Healthy,CA,Farm2,calf,07/14-15/2022,102.2,641261923.3,4.97907721,95296.55691,1,2.826074803,670,0,4.995010393,98857.67525,1,3.812982038,6501.028014,1,Dairy345,0.000148608,1.01E-05,1.04E-06,0.000154161,201325.2602,0.47334625,0.032291169,0.003327948,0.491034633,8.807035454
Dairy 346,Healthy,CA,Farm2,calf,07/14-15/2022,102.2,409388298.6,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy346,4.64E-07,4.64E-07,1.64E-06,4.15E-07,1220,0.155737705,0.155737705,0.549180328,0.139344262,8.612135426
Dairy 347,Healthy,CA,Farm2,calf,07/14-15/2022,102.3,34216442.68,2.967448778,927.7880578,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy347,2.71E-05,5.55E-06,1.96E-05,4.97E-06,1957.788058,0.473896066,0.097048299,0.342222948,0.086832688,7.534234869
Dairy 348,Healthy,CA,Farm2,calf,07/14-15/2022,102.7,3787337077,3.059775,1147.558937,1,2.826074803,670,0,2.230448921,170,0,3.128036273,1342.877115,1,Dairy348,3.03E-07,3.55E-07,1.77E-07,4.49E-08,3330.436052,0.344567174,0.403213601,0.201174858,0.051044367,9.57833396
Dairy 349,Healthy,CA,Farm2,calf,07/14-15/2022,103.8,652393175.7,3.487514848,3072.662417,1,2.826074803,670,0,2.230448921,170,0,7.799265518,62989116.63,1,Dairy349,4.71E-06,0.096550852,1.03E-06,2.61E-07,62993029.29,4.88E-05,0.999937887,1.06E-05,2.70E-06,8.81450941
Dairy 351,Healthy,CA,Farm2,calf,07/14-15/2022,102.2,339570249.2,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,5.263131206,183286.8073,1,Dairy351,5.60E-07,0.000539761,1.97E-06,5.01E-07,184316.8073,0.001030834,0.994411796,0.003635046,0.000922325,8.530929635
Dairy 352,Healthy,CA,Farm2,calf,07/14-15/2022,102.7,5205039881,5.660350978,457457.7379,1,2.826074803,670,0,6.947436866,8860064.143,1,8.604612929,402358267.3,1,Dairy352,8.79E-05,0.077301668,1.29E-07,0.001702209,411676459.2,0.001111207,0.977365255,1.63E-06,0.021521911,9.716424062
Dairy 355,Healthy,CA,Farm2,calf,07/14-15/2022,101.8,199997264.6,3.169411438,1477.105236,1,2.826074803,670,0,2.230448921,170,0,7.150969127,14156931.37,1,Dairy355,7.39E-06,0.070785625,3.35E-06,8.50E-07,14159248.48,0.000104321,0.999836354,4.73E-05,1.20E-05,8.301024058
Dairy 356,Healthy,CA,Farm2,calf,07/14-15/2022,101.9,128040305.7,3.027493798,1065.353651,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy356,8.32E-06,1.48E-06,5.23E-06,1.33E-06,2095.353651,0.508436201,0.090676817,0.319755092,0.081131889,8.107346706
Dairy 357,Healthy,CA,Farm2,calf,07/14-15/2022,101.7,995815969.8,5.968855999,930799.1949,1,2.826074803,670,0,2.230448921,170,0,4.009011099,10209.65576,1,Dairy357,0.00093471,1.03E-05,6.73E-07,1.71E-07,941848.8507,0.988268122,0.010840015,0.000711367,0.000180496,8.998179087
Dairy 358,Healthy,CA,Farm2,calf,07/14-15/2022,102.2,380132264.9,4.857732247,72066.30355,1,2.826074803,670,0,2.230448921,170,0,4.302436435,20064.87393,1,Dairy358,0.000189582,5.28E-05,1.76E-06,4.47E-07,92971.17748,0.775146723,0.215818219,0.007206535,0.001828524,8.579934734
Dairy 359,Healthy,CA,Farm2,calf,07/14-15/2022,100.9,50149516.65,4.949639147,89051.07108,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy359,0.001775711,3.79E-06,1.34E-05,3.39E-06,90081.07108,0.988565855,0.002109211,0.007437745,0.001887189,7.70026676
Dairy 360,Healthy,CA,Farm2,calf,07/14-15/2022,101.4,175862209.2,3.073465104,1184.309203,1,2.826074803,670,0,2.230448921,170,0,3.360810264,2295.145721,1,Dairy360,6.73E-06,1.31E-05,3.81E-06,9.67E-07,4319.454924,0.274180244,0.531350775,0.155112164,0.039356818,8.245172527
Dairy 361,Healthy,CA,Farm2,calf,07/14-15/2022,102,463570905.3,2.898677268,791.9126276,1,2.826074803,670,0,3.289264121,1946.543533,1,8.336701539,217120854.1,1,Dairy361,1.71E-06,0.468366007,1.45E-06,4.20E-06,217124262.6,3.65E-06,0.999984302,3.09E-06,8.97E-06,8.666116172
Dairy 362,Healthy,CA,Farm2,calf,07/14-15/2022,102.8,285561307.9,5.725619002,531641.6556,1,2.826074803,670,0,6.008714217,1020267.886,1,3.233445982,1711.77225,1,Dairy362,0.001861743,5.99E-06,2.35E-06,0.003572851,1554291.314,0.342047627,0.00110132,0.000431065,0.656419988,8.455699364
Dairy 363,Healthy,CA,Farm2,calf,07/14-15/2022,101.2,206196761.5,5.989711365,976587.9591,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy363,0.004736194,9.21E-07,3.25E-06,8.24E-07,977617.9591,0.998946419,0.00019435,0.000685339,0.000173892,8.314281842
Dairy 364,Healthy,CA,Farm2,calf,07/14-15/2022,102.8,705562142,5.574132075,375087.0545,1,2.826074803,670,0,6.419960621,2630029.51,1,3.399159257,2507.028419,1,Dairy364,0.000531614,3.55E-06,9.50E-07,0.003727566,3008293.593,0.124684324,0.000833372,0.000222718,0.874259586,8.848535271
Dairy 365,Healthy,CA,Farm2,calf,07/14-15/2022,102.3,94752984.77,3.093956445,1241.527788,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy365,1.31E-05,2.01E-06,7.07E-06,1.79E-06,2271.527788,0.546560687,0.083644145,0.29495567,0.074839498,7.976592904
Dairy 366,Healthy,CA,Farm2,calf,07/14-15/2022,102.3,66200848.46,4.722603661,52796.321,1,2.826074803,670,0,4.276754344,18912.73531,1,5.484533384,305164.0595,1,Dairy366,0.000797517,0.00460967,1.01E-05,0.000285687,377543.1158,0.139841832,0.808289297,0.001774632,0.05009424,7.820863562
Dairy 367,Healthy,CA,Farm2,calf,07/14-15/2022,101.8,235633969.7,4.356816106,22741.34288,1,2.826074803,670,0,6.049824654,1121565.531,1,2.278753601,190,0,Dairy367,9.65E-05,8.06E-07,2.84E-06,0.004759779,1145166.874,0.019858541,0.000165915,0.000585068,0.979390477,8.372237902
Dairy 368,BRD,CA,Farm2,calf,07/14-15/2022,101.2,607148424.2,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,3.161309008,1449.803046,1,Dairy368,3.13E-07,2.39E-06,1.10E-06,2.80E-07,2479.803046,0.076618988,0.584644433,0.270182747,0.068553831,8.783294873
Dairy 369,BRD,CA,Farm2,calf,07/14-15/2022,101.2,4106046697,3.048752791,1118.80086,1,2.826074803,670,0,2.230448921,170,0,8.199253873,158217265,1,Dairy369,2.72E-07,0.038532749,1.63E-07,4.14E-08,158219223.8,7.07E-06,0.99998762,4.23E-06,1.07E-06,9.613423884
Dairy 370,BRD,CA,Farm2,calf,07/14-15/2022,101.2,571719904.9,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,3.693285539,4934.981613,1,Dairy370,3.32E-07,8.63E-06,1.17E-06,2.97E-07,5964.981613,0.031852571,0.827325536,0.112322224,0.028499669,8.757183314
Dairy 372,BRD,CA,Farm2,calf,07/14-15/2022,100.8,1421843621,3.325440876,2115.635645,1,2.826074803,670,0,5.87963399,757938.5384,1,2.278753601,190,0,Dairy372,1.49E-06,1.34E-07,4.71E-07,0.000533067,760914.174,0.002780387,0.0002497,0.00088052,0.996089394,9.152851834
Dairy 373,BRD,CA,Farm2,calf,07/14-15/2022,101.2,84513906.38,5.082341421,120876.3733,1,2.826074803,670,0,4.82287418,66508.04473,1,2.278753601,190,0,Dairy373,0.001430254,2.25E-06,7.93E-06,0.000786948,188244.418,0.642124609,0.001009326,0.003559202,0.353306863,7.926928181
Dairy 374,BRD,CA,Farm2,calf,07/14-15/2022,102.9,1172828996,3.259403862,1817.204745,1,2.826074803,670,0,5.365088536,231786.7128,1,7.722416911,52773623.15,1,Dairy374,1.55E-06,0.044996861,5.71E-07,0.00019763,53007897.07,3.43E-05,0.995580396,1.26E-05,0.004372683,9.069234695
Dairy 375,BRD,CA,Farm2,calf,07/14-15/2022,101.6,818654622.3,3.901646751,7973.458727,1,2.826074803,670,0,2.230448921,170,0,8.032877692,107864290.6,1,Dairy375,9.74E-06,0.131757994,8.18E-07,2.08E-07,107873104.1,7.39E-05,0.999918298,6.21E-06,1.58E-06,8.913100719
Dairy 376,BRD,CA,Farm2,calf,07/14-15/2022,101.8,855819393.9,3.967789603,9285.164517,1,2.826074803,670,0,3.30710359,2028.166428,1,2.278753601,190,0,Dairy376,1.08E-05,2.22E-07,7.83E-07,2.37E-06,12173.33095,0.762746413,0.015607889,0.055038346,0.166607352,8.932382124
Dairy 377,BRD,CA,Farm2,calf,07/14-15/2022,102.2,931419897.9,5.914139281,820614.6776,1,2.826074803,670,0,2.230448921,170,0,4.687560194,48703.50241,1,Dairy377,0.000881036,5.23E-05,7.19E-07,1.83E-07,870158.18,0.943063797,0.055970861,0.000769975,0.000195367,8.969145512
Dairy 378,BRD,CA,Farm2,calf,07/14-15/2022,101.5,21146367.32,2.861196249,726.4341437,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy378,3.44E-05,8.98E-06,3.17E-05,8.04E-06,1756.434144,0.413584618,0.108173711,0.381454666,0.096787005,7.325235792
Dairy 379,BRD,CA,Farm2,calf,07/14-15/2022,102.2,528541017.8,3.02659771,1063.157751,1,5.591551634,390437.5999,1,6.032052355,1076594.991,1,7.935480611,86194709.56,1,Dairy379,2.01E-06,0.163080455,0.000738708,0.002036919,87662805.31,1.21E-05,0.983252923,0.004453857,0.012281092,8.723078698
Dairy 381,BRD,CA,Farm2,calf,07/14-15/2022,102.2,112475678.7,3.097239654,1250.949143,1,2.826074803,670,0,2.230448921,170,0,8.128752055,134509220.3,1,Dairy381,1.11E-05,1.195896054,5.96E-06,1.51E-06,134511311.2,9.30E-06,0.999984455,4.98E-06,1.26E-06,8.051058626
Dairy 382,BRD,CA,Farm2,calf,07/14-15/2022,105,204192260.5,3.902608423,7991.134189,1,2.826074803,670,0,4.665278403,46267.75245,1,3.413530906,2591.378825,1,Dairy382,3.91E-05,1.27E-05,3.28E-06,0.000226589,57520.26546,0.138927283,0.04505158,0.011648069,0.804373069,8.310039279
Dairy 383,Healthy,CA,Farm2,calf,07/14-15/2022,102.1,1651673367,3.002729541,1006.304792,1,2.826074803,670,0,7.275231404,18846530.16,1,8.365337489,231919619,1,Dairy383,6.09E-07,0.140414941,4.06E-07,0.011410567,250767825.5,4.01E-06,0.924838019,2.67E-06,0.075155296,9.217924166
Dairy 384,BRD,CA,Farm2,calf,07/14-15/2022,102.2,251584805.5,3.401793662,2522.282123,1,2.826074803,670,0,4.63258605,42912.72067,1,7.321397492,20960299.88,1,Dairy384,1.00E-05,0.08331306,2.66E-06,0.00017057,21006404.88,0.000120072,0.997805193,3.19E-05,0.00204284,8.40068441
Dairy 385,BRD,CA,Farm2,calf,07/14-15/2022,102.4,294729674.9,4.281058115,19101.08842,1,2.826074803,670,0,6.043824349,1106176.298,1,2.278753601,190,0,Dairy385,6.48E-05,6.45E-07,2.27E-06,0.003753189,1126137.386,0.016961597,0.000168718,0.000594954,0.982274731,8.469423867
Dairy 386,BRD,CA,Farm2,calf,07/14-15/2022,104.3,404678856.5,3.083672454,1212.474053,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy386,3.00E-06,4.70E-07,1.66E-06,4.20E-07,2242.474053,0.540685878,0.084727848,0.298777147,0.075809127,8.607110515
