Name,Status,State,Farm,animal,Date.of.colleciton,RectaTemp,X16S.copies,Hscopy_log,HScopies,HSpre_abs,MBcopy_log,MBcopies,MBpre_abs,MHcopy_log,MHcopies,MHpre_abs,PMcopy_log,PMcopies,PMpre_abs,ID,HSRel,PMRel,MBRel,MHRel,BactABund,HSRelBact,PMRelBact,MBRelBact,MHRelBact,X16S_log
Dairy 387,BRD,CA,Farm2,calf,07/14-15/2022,102.1,204853367.8,2.986183226,968.6864527,1,2.826074803,670,0,3.610104883,4074.786732,1,3.82485259,6681.171037,1,Dairy387,4.73E-06,3.26E-05,3.27E-06,1.99E-05,12394.64422,0.078153631,0.539036935,0.054055606,0.328753828,8.31144311
Dairy 388,BRD,CA,Farm2,calf,07/14-15/2022,101.3,1893218014,3.897846968,7904.000661,1,2.826074803,670,0,2.230448921,170,0,8.370759864,234833399,1,Dairy388,4.17E-06,0.12403928,3.54E-07,8.98E-08,234842143,3.37E-05,0.999962766,2.85E-06,7.24E-07,9.277200628
Dairy 389,BRD,CA,Farm2,calf,07/14-15/2022,102.2,744694728.5,3.508375129,3223.852246,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy389,4.33E-06,2.55E-07,9.00E-07,2.28E-07,4253.852246,0.757866531,0.044665397,0.157504295,0.039963776,8.87197828
Dairy 390,BRD,CA,Farm2,calf,07/14-15/2022,101.7,1005690285,5.294964335,197226.0766,1,2.826074803,670,0,4.243637465,17524.17031,1,2.278753601,190,0,Dairy390,0.00019611,1.89E-07,6.66E-07,1.74E-05,215610.2469,0.914734246,0.00088122,0.003107459,0.081277075,9.002464255
Dairy 391,BRD,CA,Farm2,calf,07/14-15/2022,102.5,3461882532,2.998324158,996.1486658,1,2.826074803,670,0,6.420508113,2633347.138,1,8.242345274,174721067.3,1,Dairy391,2.88E-07,0.050469958,1.94E-07,0.000760669,177356080.6,5.62E-06,0.985142808,3.78E-06,0.014847797,9.539312328
Dairy 392,BRD,CA,Farm2,calf,07/14-15/2022,102,9377508174,2.278753601,190,0,2.826074803,670,0,6.30198624,2004408.521,1,2.278753601,190,0,Dairy392,2.03E-08,2.03E-08,7.14E-08,0.000213746,2005458.521,9.47E-05,9.47E-05,0.000334088,0.999476429,9.972087451
Dairy 393,BRD,CA,Farm2,calf,07/14-15/2022,102.3,699838680.9,5.635982236,432496.14,1,3.266100162,1845.440986,1,7.339040577,21829338.56,1,4.066989447,11667.81264,1,Dairy393,0.000617994,1.67E-05,2.64E-06,0.031191958,22275347.95,0.01941591,0.000523799,8.28E-05,0.979977444,8.844997943
Dairy 394,BRD,CA,Farm2,calf,07/14-15/2022,102.1,297047243.3,3.549723529,3545.875874,1,2.826074803,670,0,5.873723785,747693.81,1,2.278753601,190,0,Dairy394,1.19E-05,6.40E-07,2.26E-06,0.002517087,752099.6859,0.004714635,0.000252626,0.000890839,0.994141899,8.472825528
Dairy 395,BRD,CA,Farm2,calf,07/14-15/2022,101.7,306532323.4,3.550400851,3551.41031,1,2.826074803,670,0,3.496047106,3133.625599,1,3.499737305,3160.365445,1,Dairy395,1.16E-05,1.03E-05,2.19E-06,1.02E-05,10515.40135,0.337734166,0.300546345,0.063716065,0.298003423,8.486476278
Dairy 396,BRD,CA,Farm2,calf,07/14-15/2022,102.2,104603108.6,3.11505446,1303.330204,1,3.228517415,1692.456111,1,3.801292543,6328.379903,1,2.278753601,190,0,Dairy396,1.25E-05,1.82E-06,1.62E-05,6.05E-05,9514.166218,0.136988379,0.019970221,0.177888012,0.665153389,8.019544595
Dairy 398,BRD,CA,Farm2,calf,07/14-15/2022,103,383055528.3,3.206747463,1609.709337,1,2.826074803,670,0,2.230448921,170,0,7.745756589,55687354.76,1,Dairy398,4.20E-06,0.145376716,1.75E-06,4.44E-07,55689804.47,2.89E-05,0.999956012,1.20E-05,3.05E-06,8.583261736
Dairy 399,BRD,CA,Farm2,calf,07/14-15/2022,101.7,2717352411,3.977531781,9495.804847,1,2.826074803,670,0,5.86150845,726956.5439,1,3.273750822,1878.238859,1,Dairy399,3.49E-06,6.91E-07,2.47E-07,0.000267524,739000.5876,0.012849523,0.002541593,0.00090663,0.983702254,9.434145965
Dairy 401,BRD,CA,Farm2,calf,07/14-15/2022,102.2,58716309.65,3.105921897,1276.209277,1,2.826074803,670,0,2.230448921,170,0,3.414296284,2595.949762,1,Dairy401,2.17E-05,4.42E-05,1.14E-05,2.90E-06,4712.159039,0.270833235,0.55090453,0.142185354,0.036076881,7.76875876
Dairy 402,BRD,CA,Farm2,calf,07/14-15/2022,101.9,229992605.7,5.361108568,229672.273,1,2.826074803,670,0,5.998443469,996422.3705,1,2.278753601,190,0,Dairy402,0.000998607,8.26E-07,2.91E-06,0.00433241,1226954.644,0.187188886,0.000154855,0.000546067,0.812110192,8.361713875
Dairy 403,BRD,CA,Farm2,calf,07/14-15/2022,101.8,158692862.4,3.150879277,1415.400278,1,2.826074803,670,0,2.230448921,170,0,7.781992911,60533099.39,1,Dairy403,8.92E-06,0.381448154,4.22E-06,1.07E-06,60535354.79,2.34E-05,0.999962742,1.11E-05,2.81E-06,8.200557396
Dairy 404,BRD,CA,Farm2,calf,07/14-15/2022,101.7,704933645.7,3.990185233,9776.54116,1,2.826074803,670,0,2.230448921,170,0,4.322984799,21037.04807,1,Dairy404,1.39E-05,2.98E-05,9.50E-07,2.41E-07,31653.58923,0.308860429,0.664602296,0.021166636,0.005370639,8.84814824
Dairy 405,BRD,CA,Farm2,calf,07/14-15/2022,97.8,150633816.3,2.278753601,190,0,2.826074803,670,0,4.146873865,14024.06335,1,3.262456379,1830.02229,1,Dairy405,1.26E-06,1.21E-05,4.45E-06,9.31E-05,16714.08564,0.011367657,0.109489824,0.04008595,0.839056569,8.177922482
Dairy 406,BRD,CA,Farm2,calf,07/14-15/2022,102.1,1024778470,2.952068193,895.5053669,1,2.826074803,670,0,2.230448921,170,0,7.852506966,71204422.14,1,Dairy406,8.74E-07,0.069482746,6.54E-07,1.66E-07,71206157.65,1.26E-05,0.999975627,9.41E-06,2.39E-06,9.010629993
Dairy 407,BRD,CA,Farm2,calf,07/14-15/2022,102.7,44017143.84,3.05491644,1134.792455,1,2.826074803,670,0,3.380938082,2404.020033,1,4.261206943,18247.65004,1,Dairy407,2.58E-05,0.000414558,1.52E-05,5.46E-05,22456.46253,0.050533002,0.812579008,0.029835509,0.107052481,7.643621869
Dairy 408,BRD,CA,Farm2,calf,07/14-15/2022,102.6,140199792.4,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,3.357076533,2275.49839,1,Dairy408,1.36E-06,1.62E-05,4.78E-06,1.21E-06,3305.49839,0.057479986,0.688397973,0.202692581,0.051429461,8.146747374
Dairy 409,BRD,CA,Farm2,calf,07/14-15/2022,101.9,278113743.7,2.906192643,805.7357685,1,2.826074803,670,0,3.086797096,1221.228965,1,3.865632979,7338.933948,1,Dairy409,2.90E-06,2.64E-05,2.41E-06,4.39E-06,10035.89868,0.080285363,0.731268238,0.066760339,0.12168606,8.444222453
Dairy 410,BRD,CA,Farm2,calf,07/14-15/2022,101.5,448163026.3,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy410,4.24E-07,4.24E-07,1.49E-06,3.79E-07,1220,0.155737705,0.155737705,0.549180328,0.139344262,8.651436025
Dairy 411,BRD,CA,Farm2,calf,07/14-15/2022,102.7,184346139.8,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,4.063259001,11568.0192,1,Dairy411,1.03E-06,6.28E-05,3.63E-06,9.22E-07,12598.0192,0.015081736,0.918241115,0.053182964,0.013494185,8.26563405
Dairy 412,BRD,CA,Farm2,calf,07/14-15/2022,101.9,147628028.5,5.110133917,128864.6852,1,2.826074803,670,0,2.230448921,170,0,5.065333647,116234.1239,1,Dairy412,0.000872901,0.000787345,4.54E-06,1.15E-06,245938.8091,0.523970518,0.472613998,0.002724255,0.000691229,8.169168823
Dairy 413,BRD,CA,Farm2,calf,07/14-15/2022,102.4,1506162233,6.823546163,6661103.216,1,2.826074803,670,0,7.283338402,19201643.49,1,3.898393334,7913.950577,1,Dairy413,0.004422567,5.25E-06,4.45E-07,0.012748722,25871330.66,0.257470453,0.000305897,2.59E-05,0.742197753,9.177871754
Dairy 414,BRD,CA,Farm2,calf,07/14-15/2022,103.8,88287227.16,3.242322373,1747.118544,1,2.826074803,670,0,4.502809856,31828.03712,1,2.278753601,190,0,Dairy414,1.98E-05,2.15E-06,7.59E-06,0.000360506,34435.15566,0.050736479,0.005517617,0.01945686,0.924289044,7.945897882
Dairy 415,BRD,CA,Farm2,calf,07/14-15/2022,102.6,794110027.7,4.629701973,42628.68862,1,2.826074803,670,0,5.38312009,241612.8844,1,4.382908618,24149.52637,1,Dairy415,5.37E-05,3.04E-05,8.44E-07,0.000304256,309061.0994,0.137929648,0.078138357,0.002167856,0.781764139,8.899880681
Dairy 416,BRD,CA,Farm2,calf,07/14-15/2022,100.6,387579539.2,5.414734173,259856.8522,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy416,0.000670461,4.90E-07,1.73E-06,4.39E-07,260886.8522,0.996051928,0.000728285,0.002568163,0.000651623,8.588360843
Dairy 417,BRD,CA,Farm2,calf,07/14-15/2022,101.6,629879924.7,2.278753601,190,0,2.826074803,670,0,3.903801101,8013.109939,1,3.551966012,3564.232386,1,Dairy417,3.02E-07,5.66E-06,1.06E-06,1.27E-05,12437.34233,0.015276576,0.286575081,0.05387003,0.644278314,8.799257768
Dairy 418,BRD,CA,Farm2,calf,07/14-15/2022,102.8,650785507.2,4.007691734,10178.68639,1,2.826074803,670,0,4.100989116,12617.95911,1,3.751946112,5648.668813,1,Dairy418,1.56E-05,8.68E-06,1.03E-06,1.94E-05,29115.31431,0.349599056,0.19401023,0.023011945,0.43337877,8.813437873
Dairy 419,BRD,CA,Farm2,calf,07/14-15/2022,103.3,577101454.7,2.278753601,190,0,2.826074803,670,0,3.809592542,6450.487557,1,6.789176614,6154270.965,1,Dairy419,3.29E-07,0.010664106,1.16E-06,1.12E-05,6161581.453,3.08E-05,0.998813537,0.000108738,0.001046888,8.76125217
Dairy 420,BRD,CA,Farm2,calf,07/14-15/2022,102.6,82129171.71,2.278753601,190,0,2.826074803,670,0,3.406056264,2547.16022,1,2.278753601,190,0,Dairy420,2.31E-06,2.31E-06,8.16E-06,3.10E-05,3597.16022,0.052819443,0.052819443,0.186258037,0.708103077,7.914497448
Dairy 421,BRD,CA,Farm2,calf,07/14-15/2022,102.9,1480234431,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy421,1.28E-07,1.28E-07,4.53E-07,1.15E-07,1220,0.155737705,0.155737705,0.549180328,0.139344262,9.170330502
Dairy 101,Healthy,NY,Farm3,calf,05/18-19/2021,102.8,21645439.16,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy101,8.78E-06,8.78E-06,3.10E-05,7.85E-06,1220,0.155737705,0.155737705,0.549180328,0.139344262,7.335366422
Dairy 102,Healthy,NY,Farm3,calf,05/18-19/2021,101.8,124136878.3,3.150932261,1415.572969,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy102,1.14E-05,1.53E-06,5.40E-06,1.37E-06,2445.572969,0.578830804,0.077691405,0.273964428,0.069513362,8.093900823
Dairy 103,Healthy,NY,Farm3,calf,05/18-19/2021,102.6,156688506.4,6.299305331,1992073.377,1,4.167942394,14721.17223,1,4.936495774,86396.42537,1,4.168164236,14728.69389,1,Dairy103,0.01271359,9.40E-05,9.40E-05,0.00055139,2107919.668,0.945042359,0.006987313,0.006983744,0.040986583,8.195037144
Dairy 104,Healthy,NY,Farm3,calf,05/18-19/2021,102.6,28129835.9,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy104,6.75E-06,6.75E-06,2.38E-05,6.04E-06,1220,0.155737705,0.155737705,0.549180328,0.139344262,7.449167214
Dairy 105,Healthy,NY,Farm3,calf,05/18-19/2021,102.4,1015583220,4.338434091,21798.87552,1,5.477279448,300109.2961,1,5.212725075,163201.8491,1,5.458115769,287154.5941,1,Dairy105,2.15E-05,0.000282748,0.000295504,0.000160698,772264.6148,0.02822721,0.371834458,0.38860941,0.211328923,9.006715517
Dairy 106,Healthy,NY,Farm3,calf,05/18-19/2021,NA,42476432.24,3.414302897,2595.989294,1,2.826074803,670,0,2.230448921,170,0,6.145835178,1399056.257,1,Dairy106,6.11E-05,0.032937236,1.58E-05,4.00E-06,1402492.246,0.001850983,0.997550083,0.000477721,0.000121213,7.628148042
Dairy 107,Healthy,NY,Farm3,calf,05/18-19/2021,102.5,7858701.34,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy107,2.42E-05,2.42E-05,8.53E-05,2.16E-05,1220,0.155737705,0.155737705,0.549180328,0.139344262,6.89535084
Dairy 108,Healthy,NY,Farm3,calf,05/18-19/2021,NA,186680437.5,3.585596778,3851.206257,1,3.324874227,2112.877054,1,2.230448921,170,0,2.278753601,190,0,Dairy108,2.06E-05,1.02E-06,1.13E-05,9.11E-07,6324.083311,0.608974624,0.03004388,0.33410013,0.026881366,8.271098812
Dairy 109,Healthy,NY,Farm3,calf,05/18-19/2021,101.7,22531665.14,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy109,8.43E-06,8.43E-06,2.97E-05,7.54E-06,1220,0.155737705,0.155737705,0.549180328,0.139344262,7.352793308
Dairy 110,Healthy,NY,Farm3,calf,05/18-19/2021,102,3949852.89,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy110,4.81E-05,4.81E-05,0.000169627,4.30E-05,1220,0.155737705,0.155737705,0.549180328,0.139344262,6.596581031
Dairy 111,Healthy,NY,Farm3,calf,05/18-19/2021,102,4955342.6,5.70014926,501359.5127,1,2.826074803,670,0,4.497952432,31474.03559,1,4.786147343,61114.93345,1,Dairy111,0.10117555,0.01233314,0.000135208,0.006351536,594618.4817,0.843161671,0.102780077,0.001126773,0.052931479,6.695073774
Dairy 112,Healthy,NY,Farm3,calf,05/18-19/2021,102.2,346335140.1,3.996282677,9914.770762,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy112,2.86E-05,5.49E-07,1.93E-06,4.91E-07,10944.77076,0.905891131,0.017359888,0.061216449,0.015532532,8.53949656
Dairy 113,Healthy,NY,Farm3,calf,05/18-19/2021,102.7,54157152.09,3.173865504,1492.332179,1,2.826074803,670,0,2.230448921,170,0,4.45746218,28672.27677,1,Dairy113,2.76E-05,0.000529427,1.24E-05,3.14E-06,31004.60895,0.048132592,0.924774662,0.02160969,0.005483056,7.733655826
Dairy 114,Healthy,NY,Farm3,calf,05/18-19/2021,NA,262191179.5,4.687546762,48701.99613,1,2.826074803,670,0,2.230448921,170,0,5.004228426,100978.3864,1,Dairy114,0.00018575,0.000385133,2.56E-06,6.48E-07,150520.3825,0.323557483,0.670861877,0.004451224,0.001129415,8.418618079
Dairy 115,Healthy,NY,Farm3,calf,05/18-19/2021,NA,5656052.11,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy115,3.36E-05,3.36E-05,0.000118457,3.01E-05,1220,0.155737705,0.155737705,0.549180328,0.139344262,6.752513479
Dairy 116,Healthy,NY,Farm3,calf,05/18-19/2021,NA,28985174.14,5.312830382,205508.7805,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy116,0.007090134,6.56E-06,2.31E-05,5.87E-06,206538.7805,0.995013043,0.000919924,0.003243943,0.00082309,7.462175929
Dairy 117,Healthy,NY,Farm3,calf,05/18-19/2021,102.1,261134677.9,3.379836882,2397.932104,1,2.826074803,670,0,3.226442724,1684.390271,1,2.278753601,190,0,Dairy117,9.18E-06,7.28E-07,2.57E-06,6.45E-06,4942.322375,0.485183264,0.038443466,0.1355638,0.34080947,8.41686455
Dairy 118,Healthy,NY,Farm3,calf,05/18-19/2021,102.8,5422915.4,6.656128689,4530318.012,1,2.826074803,670,0,4.490154375,30913.9411,1,5.703489799,505230.7773,1,Dairy118,0.835402671,0.093165897,0.00012355,0.005700613,5067132.73,0.894059472,0.099707429,0.000132225,0.006100875,6.734232909
Dairy 119,Healthy,NY,Farm3,calf,05/18-19/2021,101.4,173588606.7,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy119,1.09E-06,1.09E-06,3.86E-06,9.79E-07,1220,0.155737705,0.155737705,0.549180328,0.139344262,8.23952122
Dairy 120,Healthy,NY,Farm3,calf,05/18-19/2021,NA,665649732.2,6.476851648,2998138.202,1,2.826074803,670,0,6.028017833,1066639.92,1,5.834109495,682510.7474,1,Dairy120,0.004504078,0.00102533,1.01E-06,0.001602404,4747958.869,0.631458335,0.143748243,0.000141113,0.224652308,8.823245762
Dairy 121,Healthy,NY,Farm3,calf,05/18-19/2021,102.5,7250335.81,3.689164791,4888.378118,1,2.826074803,670,0,4.496493132,31368.45527,1,4.992920591,98383.11991,1,Dairy121,0.000674228,0.013569457,9.24E-05,0.004326483,135309.9533,0.036127262,0.727094478,0.004951594,0.231826665,6.860358182
Dairy 122,Healthy,NY,Farm3,calf,05/18-19/2021,101.9,19733510.09,3.263808094,1835.726995,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy122,9.30E-05,9.63E-06,3.40E-05,8.61E-06,2865.726995,0.640579859,0.066300803,0.233797567,0.059321771,7.295204364
Dairy 123,Healthy,NY,Farm3,calf,05/18-19/2021,NA,5582051.03,3.260166627,1820.399164,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy123,0.000326117,3.40E-05,0.000120028,3.05E-05,2850.399164,0.638647101,0.066657331,0.235054798,0.05964077,6.74679388
Dairy 124,Healthy,NY,Farm3,calf,05/18-19/2021,NA,5264293.41,3.653720426,4505.265877,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy124,0.000855816,3.61E-05,0.000127273,3.23E-05,5535.265877,0.813920411,0.034325361,0.121042063,0.030712165,6.72134017
Dairy 125,Healthy,NY,Farm3,calf,05/18-19/2021,102.7,186135772.7,3.08700594,1221.816371,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy125,6.56E-06,1.02E-06,3.60E-06,9.13E-07,2251.816371,0.542591477,0.084376329,0.297537583,0.075494611,8.269829849
Dairy 126,Healthy,NY,Farm3,calf,05/18-19/2021,NA,1775892.21,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy126,0.000106988,0.000106988,0.000377275,9.57E-05,1220,0.155737705,0.155737705,0.549180328,0.139344262,6.249416847
Dairy 127,Healthy,NY,Farm3,calf,05/18-19/2021,104,34825224.04,3.672230249,4701.432969,1,2.826074803,670,0,5.740213885,549811.5824,1,5.545773005,351376.7365,1,Dairy127,0.000135001,0.010089719,1.92E-05,0.01578774,906559.7519,0.005186016,0.387593576,0.000739058,0.60648135,7.541893932
Dairy 128,Healthy,NY,Farm3,calf,05/18-19/2021,102.3,395922147.5,3.291792881,1957.910706,1,2.826074803,670,0,5.823276288,665696.5216,1,3.620837786,4176.743314,1,Dairy128,4.95E-06,1.05E-05,1.69E-06,0.001681382,672501.1756,0.002911386,0.00621076,0.000996281,0.989881573,8.597609798
Dairy 129,Healthy,NY,Farm3,calf,05/18-19/2021,NA,1257823960,4.314586148,20634.12934,1,2.826074803,670,0,2.230448921,170,0,3.254903541,1798.471419,1,Dairy129,1.64E-05,1.43E-06,5.33E-07,1.35E-07,23272.60076,0.886627565,0.077278489,0.028789219,0.007304727,9.099619864
Dairy 130,Healthy,NY,Farm3,calf,05/18-19/2021,102.3,541761222.3,3.185358723,1532.352647,1,2.826074803,670,0,2.230448921,170,0,4.419379602,26265.13285,1,Dairy130,2.83E-06,4.85E-05,1.24E-06,3.14E-07,28637.4855,0.053508631,0.917159185,0.023395909,0.005936275,8.733807917
Dairy 131,Healthy,NY,Farm3,calf,05/18-19/2021,NA,69559416.79,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy131,2.73E-06,2.73E-06,9.63E-06,2.44E-06,1220,0.155737705,0.155737705,0.549180328,0.139344262,7.842355938
Dairy 132,Healthy,NY,Farm3,calf,05/18-19/2021,102.3,127210145.1,5.733071731,540843.6446,1,2.826074803,670,0,3.564025491,3664.590832,1,2.278753601,190,0,Dairy132,0.004251576,1.49E-06,5.27E-06,2.88E-05,545368.2354,0.991703604,0.000348388,0.001228528,0.00671948,8.104521751
Dairy 133,Healthy,NY,Farm3,calf,05/18-19/2021,102.7,52365639.64,5.409654347,256835.0828,1,4.932630377,85630.874,1,3.291127425,1954.912958,1,5.435836733,272795.2057,1,Dairy133,0.004904649,0.005209431,0.001635249,3.73E-05,617216.0755,0.41611859,0.441976832,0.138737271,0.003167307,7.719046421
Dairy 134,Healthy,NY,Farm3,calf,05/18-19/2021,102.3,199813097.8,6.968528365,9300972.604,1,2.826074803,670,0,2.230448921,170,0,4.055387205,11360.23211,1,Dairy134,0.046548363,5.69E-05,3.35E-06,8.51E-07,9313172.836,0.998690003,0.001219803,7.19E-05,1.83E-05,8.300623955
Dairy 135,Healthy,NY,Farm3,calf,05/18-19/2021,102.4,13054970.01,4.533194893,34134.60587,1,2.826074803,670,0,5.321044209,209432.5634,1,4.322980982,21036.86318,1,Dairy135,0.002614683,0.001611406,5.13E-05,0.016042363,265274.0325,0.128676771,0.079302384,0.00252569,0.789495155,7.115775912
Dairy 136,BRD,NY,Farm3,calf,05/18-19/2021,102.5,9127515.38,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy136,2.08E-05,2.08E-05,7.34E-05,1.86E-05,1220,0.155737705,0.155737705,0.549180328,0.139344262,6.960352621
Dairy 137,BRD,NY,Farm3,calf,05/18-19/2021,102.7,63912357.39,3.298964275,1990.509594,1,2.826074803,670,0,2.230448921,170,0,6.323756012,2107443.849,1,Dairy137,3.11E-05,0.032973965,1.05E-05,2.66E-06,2110274.359,0.000943247,0.998658701,0.000317494,8.06E-05,7.805584843
Dairy 138,BRD,NY,Farm3,calf,05/18-19/2021,102.3,6479376.9,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy138,2.93E-05,2.93E-05,0.000103405,2.62E-05,1220,0.155737705,0.155737705,0.549180328,0.139344262,6.81153331
Dairy 139,BRD,NY,Farm3,calf,05/18-19/2021,102.6,81934663.94,6.431550837,2701163.276,1,3.287118934,1936.952337,1,2.230448921,170,0,4.980311552,95567.79197,1,Dairy139,0.032967283,0.00116639,2.36E-05,2.07E-06,2798838.02,0.96510168,0.034145524,0.000692056,6.07E-05,7.913467682
Dairy 140,BRD,NY,Farm3,calf,05/18-19/2021,103.1,238020715.5,3.154674516,1427.82347,1,2.826074803,670,0,2.230448921,170,0,6.24470256,1756720.058,1,Dairy140,6.00E-06,0.007380534,2.81E-06,7.14E-07,1758987.881,0.00081173,0.998710723,0.000380901,9.66E-05,8.376614758
Dairy 141,BRD,NY,Farm3,calf,05/18-19/2021,102.3,7043919.49,3.315271853,2066.673416,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy141,0.000293398,2.70E-05,9.51E-05,2.41E-05,3096.673416,0.667385009,0.061356163,0.216361208,0.05489762,6.847814445
Dairy 142,BRD,NY,Farm3,calf,05/18-19/2021,103.1,1270718.12,4.813442661,65079.26824,1,2.826074803,670,0,3.218112968,1652.391559,1,4.236608935,17242.84542,1,Dairy142,0.051214559,0.013569371,0.000527261,0.00130036,84644.50522,0.768854022,0.203708975,0.007915458,0.019521545,6.104049565
Dairy 143,BRD,NY,Farm3,calf,05/18-19/2021,103,557091.57,3.3124848,2053.453155,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy143,0.003686024,0.000341057,0.001202675,0.000305156,3083.453155,0.665958927,0.061619227,0.217288853,0.055132993,5.745927366
Dairy 144,BRD,NY,Farm3,calf,05/18-19/2021,102,6996392.11,3.177663266,1505.439359,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy144,0.000215174,2.72E-05,9.58E-05,2.43E-05,2535.439359,0.593758771,0.074937702,0.264254003,0.067049523,6.844874203
Dairy 145,BRD,NY,Farm3,calf,05/18-19/2021,102.2,1955771.77,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy145,9.71E-05,9.71E-05,0.000342576,8.69E-05,1220,0.155737705,0.155737705,0.549180328,0.139344262,6.291318395
Dairy 146,BRD,NY,Farm3,calf,05/18-19/2021,102.2,7081728.29,3.130451719,1350.366697,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy146,0.000190683,2.68E-05,9.46E-05,2.40E-05,2380.366697,0.56729356,0.079819635,0.281469238,0.071417568,6.850139321
Dairy 147,BRD,NY,Farm3,calf,05/18-19/2021,102.5,2844292.44,3.375186166,2372.390446,1,2.826074803,670,0,2.230448921,170,0,4.410984287,25762.27946,1,Dairy147,0.000834088,0.009057535,0.000235559,5.98E-05,28974.66991,0.081878084,0.889131077,0.023123646,0.005867194,6.4539744
Dairy 148,BRD,NY,Farm3,calf,05/18-19/2021,103.5,15050549.22,3.365137262,2318.127195,1,2.826074803,670,0,2.230448921,170,0,4.482372458,30364.94218,1,Dairy148,0.000154023,0.002017531,4.45E-05,1.13E-05,33523.06938,0.069150207,0.905792421,0.019986237,0.005071135,7.177552377
Dairy 149,BRD,NY,Farm3,calf,05/18-19/2021,103,733662.87,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy149,0.000258975,0.000258975,0.000913226,0.000231714,1220,0.155737705,0.155737705,0.549180328,0.139344262,5.865497132
Dairy 150,BRD,NY,Farm3,calf,05/18-19/2021,103,5541135.03,4.159136617,14425.69072,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy150,0.002603382,3.43E-05,0.000120914,3.07E-05,15455.69072,0.93335788,0.012293207,0.043349729,0.010999185,6.743598812
Dairy 151,BRD,NY,Farm3,calf,05/18-19/2021,101.7,4932975.01,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy151,3.85E-05,3.85E-05,0.000135821,3.45E-05,1220,0.155737705,0.155737705,0.549180328,0.139344262,6.693109003
Dairy 152,BRD,NY,Farm3,calf,05/18-19/2021,103,516163.27,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy152,0.000368101,0.000368101,0.001298039,0.000329353,1220,0.155737705,0.155737705,0.549180328,0.139344262,5.712787938
Dairy 153,BRD,NY,Farm3,calf,05/18-19/2021,105.8,3385967.56,7.059351721,11464410.31,1,5.105694442,127554.1057,1,4.340684678,21912.13416,1,5.399373875,250826.764,1,Dairy153,3.385859465,0.074078313,0.03767139,0.006471454,11864703.31,0.966261861,0.021140585,0.01075072,0.001846834,6.529682921
Dairy 154,BRD,NY,Farm3,calf,05/18-19/2021,105.3,577272.94,5.781082018,604062.6976,1,2.826074803,670,0,2.230448921,170,0,5.701037706,502386.205,1,Dairy154,1.046407437,0.870274995,0.001160629,0.000294488,1107288.903,0.545533055,0.453708336,0.000605081,0.000153528,5.761381952
Dairy 155,BRD,NY,Farm3,calf,05/18-19/2021,102,3430688.56,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy155,5.54E-05,5.54E-05,0.000195296,4.96E-05,1220,0.155737705,0.155737705,0.549180328,0.139344262,6.535381421
