"","Name","Status","State","Farm","animal","Date.of.colleciton","RectaTemp","X16S.copies","Hscopy_log","HScopies","HSpre_abs","MBcopy_log","MBcopies","MBpre_abs","MHcopy_log","MHcopies","MHpre_abs","PMcopy_log","PMcopies","PMpre_abs","ID","HSRel","PMRel","MBRel","MHRel","BactABund","HSRelBact","PMRelBact","MBRelBact","MHRelBact","X16S_log"
"47","Dairy 250","BRD","TX","Full Circle","calf","1/1/22",101.9,11561521.59,6.211721012,1628249.718,1,2.826074803,670,0,2.230448921,170,0,5.91743088,826857.9,1,"Dairy250",0.140833514457849,0.0715180864009441,5.79508497029931e-05,1.47039469395654e-05,2455947.618,0.662982266423892,0.336675706737325,0.000272807121409867,6.92197173726528e-05,7.06301503208551
"48","Dairy 251","BRD","TX","Full Circle","calf","1/1/22",101.4,858451.19,5.957015123,905764.1405,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy251",1.05511431640045,0.00022132883291827,0.000780475358185478,0.000198031061032136,906794.1405,0.998864130287132,0.000209529364509607,0.000738866706428613,0.000187473641929648,5.93371611289546
"49","Dairy 252","Healthy","TX","Full Circle","calf","1/1/22",101.9,51368531.41,5.8128821,649953.221,1,2.826074803,670,0,4.080208053,12028.4053,1,5.716510753,520607.8991,1,"Dairy252",0.0126527506852857,0.0101347631479815,1.30430047659406e-05,0.000234159026350098,1183259.5254,0.549290503941039,0.439977779958297,0.00056623250066253,0.0101654836000021,7.71069715818407
"50","Dairy 253","Healthy","TX","Full Circle","calf","1/1/22",102.2,3557451.29,4.054578286,11339.09219,1,2.826074803,670,0,4.907330794,80785.01207,1,4.957921091,90765.55989,1,"Dairy253",0.00318742022466315,0.0255142101720808,0.000188337083316747,0.0227086769387642,183559.66415,0.0617733326246119,0.494474427757881,0.00365003936514339,0.440102200252364,6.55113908434911
"51","Dairy 254","BRD","TX","Full Circle","calf","1/1/22",102.6,1263484.41,3.904767314,8030.957248,1,3.366424637,2325.008992,1,2.230448921,170,0,2.278753601,190,0,"Dairy254",0.006356198133066,0.000150377795322382,0.00184015645432459,0.000134548553709499,10715.96624,0.749438461090187,0.0177305523127516,0.216966808211968,0.0158641783850935,6.10157023130297
"52","Dairy 255","Healthy","TX","Full Circle","calf","1/1/22",101.7,36041376.31,4.629047279,42564.47481,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy255",0.00118098916212004,5.27171877027578e-06,1.85897451372883e-05,4.7168010049836e-06,43594.47481,0.976373152687603,0.00435835047510233,0.0153689200964135,0.00389957674088103,7.55680137905241
"53","Dairy 256","BRD","TX","Full Circle","calf","1/1/22",102,2813741.5,5.114063375,130035.932,1,2.826074803,670,0,4.07751513,11954.05172,1,4.283558343,19211.37028,1,"Dairy256",0.046214597893943,0.00682769553635258,0.000238117112037478,0.00424845413837767,161871.354,0.803328870653667,0.118682952883683,0.00413908936599122,0.0738490870966582,6.44928435040291
"54","Dairy 257","BRD","TX","Full Circle","calf","1/1/22",102.5,305768587.2,7.044319102,11074371.85,1,2.826074803,670,0,2.230448921,170,0,4.652128013,44887.76823,1,"Dairy257",0.0362181476894367,0.000146803073007102,2.19119958049111e-06,5.55976012960431e-07,11120099.61823,0.995887827465589,0.0040366336427789,6.02512588018204e-05,1.52876328303126e-05,8.48539286802167
"55","Dairy 258","Healthy","TX","Full Circle","calf","1/1/22",103.1,2395705.91,6.558465475,3617974.277,1,2.826074803,670,0,4.527768403,33710.74908,1,5.256512655,180514.7338,1,"Dairy258",1.51019132269035,0.0753492876761322,0.000279667048114432,0.0140713219178058,3832869.75988,0.943933528571885,0.0470964956048106,0.00017480374809839,0.0087951720752065,6.37943368552214
"56","Dairy 259","Healthy","TX","Full Circle","calf","1/1/22",102.4,31606365.67,6.015897591,1037283.789,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy259",0.0328188251642157,6.01144725033487e-06,2.1198261356444e-05,5.37866332924699e-06,1038313.789,0.999008007010104,0.000182988998136092,0.000645276993427273,0.000163726998332293,7.49977457411029
"57","Dairy 260","BRD","TX","Full Circle","calf","1/1/22",105,47980178.94,7.091105114,12334033.23,1,2.826074803,670,0,5.004634658,101072.8841,1,5.760833702,576545.6531,1,"Dairy260",0.257065177798189,0.0120163297811161,1.39640996511882e-05,0.00210655496359014,13012321.7672,0.94787336577322,0.0443076695623445,5.1489658186048e-05,0.00776747500624932,7.68106187236884
"58","Dairy 285","Healthy","TX","Full Circle","calf","1/1/22",102.2,3498858.04,3.381368661,2406.404665,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy285",0.000687768591205832,5.43034320992343e-05,0.000191491050034142,4.85872813519465e-05,3436.404665,0.700268128928291,0.0552903451491502,0.194971217104898,0.0494703088176607,6.5439264462316
"59","Dairy 286","BRD","TX","Full Circle","calf","1/1/22",102.3,27400127.77,3.68974209,4894.880462,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy286",0.00017864443929197,6.93427423386063e-06,2.44524407194033e-05,6.20435063029635e-06,5924.880462,0.826156830233784,0.0320681575296903,0.113082450236276,0.0286925620002492,7.43775260384116
"60","Dairy 287","Healthy","TX","Full Circle","calf","1/1/22",102.2,3688539.15,3.472508113,2968.302196,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy287",0.000804736529907782,5.15109077803878e-05,0.000181643727436104,4.60887069613996e-05,3998.302196,0.742390657456948,0.0475201699836697,0.167571125731888,0.042518046827494,6.56685451514388
"61","Dairy 288","BRD","TX","Full Circle","calf","1/1/22",102.2,10055396.58,3.74779181,5594.893324,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy288",0.000556407027757427,1.88953263541993e-05,6.66308876700714e-05,1.69063446327047e-05,6624.893324,0.844525798435332,0.0286797070847446,0.101133703930415,0.0256607905495083,7.002399246826
"62","Dairy 289","Healthy","TX","Full Circle","calf","1/1/22",102.2,17707878.4,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy289",1.07296874141625e-05,1.07296874141625e-05,3.78362661446783e-05,9.60024663372434e-06,1220,0.155737704918033,0.155737704918033,0.549180327868853,0.139344262295082,7.24816655554236
"63","Dairy 290","BRD","TX","Full Circle","calf","1/1/22",101.2,185214285.2,2.925910585,843.1611443,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy290",4.55235482181911e-06,1.02583879960896e-06,3.61743155651581e-06,9.17855768071177e-07,1873.1611443,0.450127393932832,0.101432810827924,0.357684122393207,0.0907556728460375,8.26767448223003
"64","Dairy 291","Healthy","TX","Full Circle","calf","1/1/22",102.9,41651198.16,6.448132318,2806288.507,1,2.826074803,670,0,2.230448921,170,0,5.880630327,759679.3601,1,"Dairy291",0.0673759370911696,0.0182390757927719,1.60859718230973e-05,4.08151523869632e-06,3566807.8671,0.78677871406672,0.212985781237961,0.000187843030789529,4.76616645286865e-05,7.61962750949008
"65","Dairy 292","BRD","TX","Full Circle","calf","1/1/22",101.8,4119073.23,3.658000175,4549.882431,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy292",0.00110458886670485,4.61268808275108e-05,0.000162657948181222,4.12714196877728e-05,5579.882431,0.815408297085677,0.0340508966540983,0.120074214517084,0.0304665917431406,6.61479961846501
"66","Dairy 293","Healthy","TX","Full Circle","calf","1/1/22",101.3,18210507.83,3.834340569,6828.739861,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy293",0.000374988985740987,1.04335366028065e-05,3.67919448625283e-05,9.33526959198479e-06,7858.739861,0.868935730381978,0.0241769041042953,0.0852553986835676,0.021631966830159,7.26032208082918
"67","Dairy 294","BRD","TX","Full Circle","calf","1/1/22",101.6,468804397.5,3.329782901,2136.893612,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy294",4.55817740489518e-06,4.05286300668713e-07,1.42916748130546e-06,3.62624584808849e-07,3166.893612,0.6747601510524,0.0599957002913049,0.211563785237759,0.053680363418536,8.67099167774407
"68","Dairy 295","BRD","TX","Full Circle","calf","1/1/22",102,19902943.76,4.107896338,12820.2454,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy295",0.000644138151350532,9.54632652793066e-06,3.36633619669134e-05,8.54145005130638e-06,13850.2454,0.925633086616646,0.0137181684881916,0.0483745941425702,0.0122741507525924,7.29891733763603
"69","Dairy 296","BRD","TX","Full Circle","calf","1/1/22",102.5,14872736.14,3.055598508,1136.576071,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy296",7.64201059106532e-05,1.27750535080763e-05,4.50488728969006e-05,1.14303110335419e-05,2166.576071,0.524595506344444,0.0876959745578211,0.309243699756527,0.0784648193412084,7.17239090230854
"70","Dairy 298","Healthy","TX","Full Circle","calf","1/1/22",102.2,4323472.87,3.215820831,1643.693473,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy298",0.000380178972419457,4.39461529453289e-05,0.000154968013017739,3.93202421089785e-05,2673.693473,0.614765114101021,0.0710627459425301,0.250589683060501,0.063582456895948,6.63583283855182
"71","Dairy 299","Healthy","TX","Full Circle","calf","1/1/22",102.8,25512726.49,3.017166851,1040.319769,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy299",4.07765030290967e-05,7.44726362642866e-06,2.62614033142484e-05,6.66334113943617e-06,2070.319769,0.502492312819141,0.0917732626838478,0.323621505253568,0.0821129192434427,7.40675689022628
"72","Dairy 300","BRD","TX","Full Circle","calf","1/1/22",102.4,7295372.52,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy300",2.60439065282988e-05,2.60439065282988e-05,9.1839038810317e-05,2.33024426832148e-05,1220,0.155737704918033,0.155737704918033,0.549180327868853,0.139344262295082,6.86304753249021
