"","Name","Status","State","Farm","animal","Date.of.colleciton","RectaTemp","X16S.copies","Hscopy_log","HScopies","HSpre_abs","MBcopy_log","MBcopies","MBpre_abs","MHcopy_log","MHcopies","MHpre_abs","PMcopy_log","PMcopies","PMpre_abs","ID","HSRel","PMRel","MBRel","MHRel","BactABund","HSRelBact","PMRelBact","MBRelBact","MHRelBact","X16S_log"
"73","Dairy 302","Healthy","TX","Full Circle","calf","1/1/22",101.5,96945146.13,3.432120888,2704.711127,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy302",2.78993970814493e-05,1.95987120123804e-06,6.91112476226044e-06,1.75356896952877e-06,3734.711127,0.724208924070823,0.0508740819675181,0.179398078517038,0.0455189154446215,7.98652607409124
"74","Dairy 303","BRD","TX","Full Circle","calf","1/1/22",101.2,980270157,3.274754558,1882.584842,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy303",1.92047552254516e-06,1.93824119446289e-07,6.83485052784281e-07,1.73421580557206e-07,2912.584842,0.646362232904871,0.0652341512117229,0.230036217430812,0.0583673984525942,8.99134578177373
"75","Dairy 304","BRD","TX","Full Circle","calf","1/1/22",102.1,195681287.2,3.775096432,5957.944207,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy304",3.04471842568705e-05,9.70966630068243e-07,3.4239349586617e-06,8.68759616376849e-07,6987.944207,0.852603287964403,0.0271896847444306,0.0958794146250973,0.0243276126660695,8.29154929872895
"76","Dairy 305","Healthy","TX","Full Circle","calf","1/1/22",102.2,56900096.86,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,6.279655177,1903948.412,1,"Dairy305",3.33918587990256e-06,0.0334612508074384,1.1775023892288e-05,2.9876926293865e-06,1904978.412,9.97386630752013e-05,0.999459311458066,0.000351710022423078,8.92398564357064e-05,7.75511301331988
"77","Dairy 306","Healthy","TX","Full Circle","calf","1/1/22",102.2,25588555.44,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,4.679643753,47823.76387,1,"Dairy306",7.42519445638546e-06,0.00186895129668953,2.61835804514645e-05,6.64359503992383e-06,48853.76387,0.00388915786520749,0.978916670520191,0.0137143987878369,0.0034797728267646,7.40804578616753
"79","Dairy 308","Healthy","TX","Full Circle","calf","1/1/22",102.2,331355406.3,4.466186101,29254.05682,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy308",8.82860404985039e-05,5.73402444588392e-07,2.02199809407486e-06,5.13044292526456e-07,30284.05682,0.965988704679758,0.00627392826295721,0.0221238522956912,0.00561351476159329,8.52029406212009
"80","Dairy 309","BRD","TX","Full Circle","calf","1/1/22",101.7,30952416.47,3.791858237,6192.389091,1,2.826074803,670,0,2.230448921,170,0,3.218694716,1654.606461,1,"Dairy309",0.000200061571832424,5.34564550914367e-05,2.16461290073873e-05,5.4923013899341e-06,8686.995552,0.712834380302443,0.190469357454553,0.0771267805985864,0.0195694816444174,7.49069457428926
"81","Dairy 310","Healthy","TX","Full Circle","calf","1/1/22",100.5,51889054702,3.667214148,4647.443819,1,2.826074803,670,0,2.230448921,170,0,7.199322844,15824239.39,1,"Dairy310",8.95650122302357e-08,0.000304962953765085,1.29121643060916e-08,3.27622079408295e-09,15829726.833819,0.00029358964104618,0.999653345640351,4.23254303143499e-05,1.07392882887156e-05,10.7150757589391
"82","Dairy 311","BRD","TX","Full Circle","calf","1/1/22",102.3,4233266.1,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy311",4.48826025843261e-05,4.48826025843261e-05,0.000158270230165781,4.01581181017654e-05,1220,0.155737704918033,0.155737704918033,0.549180327868853,0.139344262295082,6.6266756713553
"83","Dairy 312","Healthy","TX","Full Circle","calf","1/1/22",102.2,41210229.74,3.214643946,1639.245297,1,2.826074803,670,0,2.230448921,170,0,5.857404337,720119.1109,1,"Dairy312",3.97776306354559e-05,0.0174742804260814,1.62580991231329e-05,4.12518932975014e-06,722598.356197,0.00226854279828046,0.996568985694836,0.000927209416204844,0.000235262090678841,7.61500504618749
"84","Dairy 313","BRD","TX","Full Circle","calf","1/1/22",102.5,179242264.7,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy313",1.0600178496852e-06,1.0600178496852e-06,3.73795768046887e-06,9.4843702340255e-07,1220,0.155737704918033,0.155737704918033,0.549180327868853,0.139344262295082,8.25344042494637
"85","Dairy 314","BRD","TX","Full Circle","calf","1/1/22",101.1,3697683.68,3.064096426,1159.034666,1,2.826074803,670,0,3.783360044,6072.395415,1,2.278753601,190,0,"Dairy314",0.000313448841573166,5.1383519100801e-05,0.000181194514723877,0.00164221603049615,8091.430081,0.14324225191312,0.0234816340372453,0.0828036568681808,0.750472457181454,6.56792987394735
"86","Dairy 315","Healthy","TX","Full Circle","calf","1/1/22",101.6,273132440.1,4.987930241,97259.09878,1,2.826074803,670,0,2.230448921,170,0,4.053976754,11323.39752,1,"Dairy315",0.000356087686780784,4.14575343589881e-05,2.45302242294873e-06,6.22408674479528e-07,109422.4963,0.888840065514024,0.103483268092834,0.00612305533738769,0.00155361105575509,8.43637328620337
"87","Dairy261","Healthy","TX","Full Circle","calf","1/1/22",102.7,364984.13,4.915345023,82289.61351,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy261",0.225460798829801,0.000520570579329025,0.0018356962534234,0.000465773676241759,83319.61351,0.987637964740722,0.00228037543617742,0.00804132390652036,0.00204033591657979,5.56227517105785
"88","Dairy262","BRD","TX","Full Circle","calf","1/1/22",102.7,32633739.58,7.637160927,43367154.48,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy262",1.32890545301091,5.82219514053008e-06,2.05308986534482e-05,5.20933249415849e-06,43368184.48,0.999976249870444,4.38109185980847e-06,1.54491134003772e-05,3.9199242956181e-06,7.51366685681411
"89","Dairy263","Healthy","TX","Full Circle","calf","1/1/22",101.8,1329423.04,4.35272807,22528.28178,1,2.826074803,670,0,3.82966071,6755.549952,1,4.36623291,23239.82801,1,"Dairy263",0.0169459089410697,0.0174811382913899,0.000503978026437694,0.00508156527210481,53193.659742,0.423514416741896,0.436890940061614,0.0125954860644978,0.126999157131992,6.12366352786444
"90","Dairy264","BRD","TX","Full Circle","calf","1/1/22",102.8,90585267.2,6.276436997,1889892.045,1,2.826074803,670,0,4.203811193,15988.62781,1,5.06461601,116042.215,1,"Dairy264",0.02086312822622,0.00128102746270864,7.39634623498687e-06,0.000176503622544925,2022592.88781,0.934390730032832,0.057372996661551,0.000331257963002854,0.007905015342614,7.95705757450169
"91","Dairy265","Healthy","TX","Full Circle","calf","1/1/22",103,13764700.68,5.881943622,761980.0869,1,2.826074803,670,0,4.186709528,15371.26212,1,4.629017618,42561.5679,1,"Dairy265",0.0553575486030838,0.00309208088787878,4.86752320719552e-05,0.00111671604616396,820582.91692,0.92858390199011,0.0518674798395168,0.000816492747027683,0.0187321254233453,7.13876680344211
"92","Dairy266","Healthy","TX","Full Circle","calf","1/1/22",102.1,2330855154,6.969186332,9315074.479,1,2.826074803,670,0,4.48538265,30576.13944,1,5.074791661,118793.2217,1,"Dairy266",0.00399641928114423,5.09655100172733e-05,2.87448149169719e-07,1.31179920757959e-05,9465113.84014,0.984148171519744,0.0125506384504555,7.07862590261344e-05,0.00323040377077469,9.36751528624527
"93","Dairy267","BRD","TX","Full Circle","calf","1/1/22",104.9,9492829.62,4.797586882,62746.12096,1,2.826074803,670,0,4.21787157,16514.73349,1,6.209938269,1621579.59,1,"Dairy267",0.00660984379492108,0.170821520548896,7.05795876277404e-05,0.00173970608881528,1701510.44445,0.0368767180740299,0.953023588711595,0.000393767785666795,0.00970592542870829,6.97739573185251
"94","Dairy268","Healthy","TX","Full Circle","calf","1/1/22",101.9,2740303.3,4.852788763,71250.63891,1,2.826074803,670,0,4.242707953,17486.70377,1,4.960973121,91405.66678,1,"Dairy268",0.0260010046734608,0.0333560401069473,0.000244498483069374,0.00638130230693807,180813.00946,0.394057037835888,0.50552594115315,0.00370548558425615,0.0967115354267054,6.43779879219005
"95","Dairy269","Healthy","TX","Full Circle","calf","1/1/22",101.7,901424.82,3.77449804,5949.740714,1,2.826074803,670,0,2.230448921,170,0,3.990709862,9788.358384,1,"Dairy269",0.00660037374386918,0.0108587628905093,0.000743267752489886,0.000188590325258628,16578.099098,0.358891612290928,0.59043912852354,0.0404147662551269,0.0102544929304053,5.9549299936317
"96","Dairy270","BRD","TX","Full Circle","calf","1/1/22",102.3,8406210.85,3.92708195,8454.383625,1,2.826074803,670,0,4.810445289,64631.65683,1,4.632255053,42880.02728,1,"Dairy270",0.00100573061702348,0.00510099354455284,7.97029734270822e-05,0.00768856004010416,116636.067735,0.0724851565144374,0.367639514197482,0.00574436375480573,0.554130965533275,6.92460033072374
"97","Dairy271","BRD","TX","Full Circle","calf","1/1/22",104.8,6980938025,2.278753601,190,0,2.826074803,670,0,4.543339944,34941.37121,1,2.278753601,190,0,"Dairy271",2.72169727505925e-08,2.72169727505925e-08,9.59756407520893e-08,5.00525446363635e-06,35991.37121,0.00527904310428744,0.00527904310428744,0.018615573051961,0.970826340739464,9.84391378252928
"98","Dairy272","Healthy","TX","Full Circle","calf","1/1/22",102.6,4417345.45,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,6.438921783,2747399.299,1,"Dairy272",4.30122575086356e-05,0.621957084882279,0.00015167480279361,3.8484651455095e-05,2748429.299,6.9130393883201e-05,0.999625240496317,0.000243775599482867,6.18535103165483e-05,6.64516146206636
"99","Dairy273","BRD","TX","Full Circle","calf","1/1/22",103.8,49822022.77,4.152154943,14195.63887,1,2.826074803,670,0,2.230448921,170,0,3.785745119,6105.835779,1,"Dairy273",0.000284926987720535,0.000122552948265211,1.34478682869423e-05,3.41214568474655e-06,21141.474649,0.671459257487105,0.288808414756858,0.0316912614244575,0.00804106633157877,7.69742136459536
"100","Dairy274","Healthy","TX","Full Circle","calf","1/1/22",102.2,36480.63,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy274",0.00520824338834061,0.00520824338834061,0.0183659108957274,0.00466000724219949,1220,0.155737704918033,0.155737704918033,0.549180327868853,0.139344262295082,4.56207423437652
"101","Dairy275","Healthy","TX","Full Circle","calf","1/1/22",102.9,231095.36,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy275",0.000822171418759771,0.000822171418759771,0.00289923605562656,0.000735627058890321,1220,0.155737704918033,0.155737704918033,0.549180327868853,0.139344262295082,5.36379310495828
"102","Dairy276","BRD","TX","Full Circle","calf","1/1/22",102.5,232636300.1,3.336494337,2170.172904,1,2.826074803,670,0,2.230448921,170,0,3.68456317,4836.85613,1,"Dairy276",9.32860823124826e-06,2.07914935369968e-05,2.88003204879031e-06,7.30754400439332e-07,7847.029034,0.276559815771927,0.616393301087918,0.0853826329808378,0.021664250159317,8.36667748398366
"103","Dairy277","BRD","TX","Full Circle","calf","1/1/22",102.7,2225205507,3.19205022,1556.145567,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy277",6.99326674369946e-07,8.53853720037553e-08,3.01095785486927e-07,7.63974381086232e-08,2586.145567,0.601723888576455,0.0734684089033724,0.259072810343471,0.0657348921767017,9.34737012626926
"104","Dairy278","Healthy","TX","Full Circle","calf","1/1/22",102.2,55268225.83,3.32720906,2124.266794,1,3.492861506,3110.72419,1,2.230448921,170,0,2.278753601,190,0,"Dairy278",3.84355886605452e-05,3.43777997478013e-06,5.62841333023481e-05,3.07590839848749e-06,5594.990984,0.379672961060128,0.0339589465905027,0.555983771715762,0.0303843206336077,7.74247553133952
"105","Dairy279","Healthy","TX","Full Circle","calf","1/1/22",103.2,41520921.17,3.399707408,2510.194701,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy279",6.0456141874176e-05,4.57600637572753e-06,1.61364435354602e-05,4.094321494072e-06,3540.194701,0.709055550049534,0.0536693645539695,0.189255127637682,0.0480199577588148,7.6182669905267
"106","Dairy280","BRD","TX","Full Circle","calf","1/1/22",103.8,24797248.68,4.168856718,14752.19749,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy280",0.000594912672787697,7.66214036290416e-06,2.70191265428726e-05,6.85559927207215e-06,15782.19749,0.934736591615164,0.0120388811583678,0.0424528967163495,0.0107716305101185,7.39440351489732
"107","Dairy281","Healthy","TX","Full Circle","calf","1/1/22",102.1,7787709.15,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy281",2.43974185913196e-05,2.43974185913196e-05,8.60330024009692e-05,2.18292692659176e-05,1220,0.155737704918033,0.155737704918033,0.549180327868853,0.139344262295082,6.89140977918619
"108","Dairy282","BRD","TX","Full Circle","calf","1/1/22",103,16626636.27,3.166109085,1465.916,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy282",8.81667209286945e-05,1.14274467134897e-05,4.02967857791479e-05,1.02245575857539e-05,2495.916,0.587325855517573,0.0761243567491855,0.26843852116818,0.0681112665650607,7.22080442223471
"109","Dairy283","BRD","TX","Full Circle","calf","1/1/22",103,688406967.7,3.26657111,1847.443267,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy283",2.68364986654972e-06,2.75999530677034e-07,9.73261502913751e-07,2.46946948500504e-07,2877.443267,0.642043333464618,0.0660308413997307,0.232845598620103,0.0590802265155485,8.83784525801322
"110","Dairy284","Healthy","TX","Full Circle","calf","1/1/22",102.2,149815139.7,3.154523776,1427.327969,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy284",9.52726120910195e-06,1.2682296354058e-06,4.47217818800993e-06,1.13473177904729e-06,2457.327969,0.580845531002052,0.0773197564170971,0.272653877891869,0.0691808346889816,8.17555570648882
"111","Dairy 317","Healthy","CA","Gold Star Cattle","calf","07/14-15/2022",104.8,40085857.12,5.82361878,666221.7081,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy317",0.0166198693495717,4.73982630410573e-06,1.67141243355307e-05,4.24089721946302e-06,667251.7081,0.998456354644737,0.000284750114077677,0.00100411882332655,0.000254776417858974,7.60299118499694
"112","Dairy 318","Healthy","CA","Gold Star Cattle","calf","07/14-15/2022",102.1,28692176.66,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,3.142511878,1388.391282,1,"Dairy318",6.62201415568727e-06,4.83891932791411e-05,2.33513130753183e-05,5.92496003403598e-06,2418.391282,0.078564623274225,0.574097042250254,0.277043671545951,0.0702946629295697,7.45776351129343
"113","Dairy 320","Healthy","CA","Gold Star Cattle","calf","07/14-15/2022",102.3,36452185.67,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy320",5.21230747917454e-06,5.21230747917454e-06,1.8380242163405e-05,4.66364353399827e-06,1220,0.155737704918033,0.155737704918033,0.549180327868853,0.139344262295082,7.56172358560956
"114","Dairy 321","Healthy","CA","Gold Star Cattle","calf","07/14-15/2022",102.2,1768482158,3.183889996,1527.179185,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy321",8.63553628794936e-07,1.07436763860187e-07,3.78855956770133e-07,9.61276308222726e-08,2557.179185,0.597212426081906,0.0743006204314931,0.262007450995265,0.066479502491336,9.24760068287458
"115","Dairy 322","Healthy","CA","Gold Star Cattle","calf","07/14-15/2022",101.7,100649804.7,4.931406536,85389.90603,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy322",0.000848386206853713,1.88773341951651e-06,6.65674416355822e-06,1.68902463851477e-06,86419.90603,0.98808144966459,0.00219856753759999,0.00775284342206314,0.00196713937574736,8.00281294083919
"116","Dairy 323","Healthy","CA","Gold Star Cattle","calf","07/14-15/2022",103,96534386.67,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,6.993832631,9858994.641,1,"Dairy323",1.96821056780015e-06,0.102129354948954,6.94053200224264e-06,1.76103050803171e-06,9860024.641,1.92697287195349e-05,0.999895537786415,6.79511486425706e-05,1.72413362227418e-05,7.98468204614208
"117","Dairy 324","Healthy","CA","Gold Star Cattle","calf","07/14-15/2022",102.1,61129340.84,5.424319183,265655.7272,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy324",0.00434579734624209,3.10816372938334e-06,1.09603668351939e-05,2.78098859997457e-06,266685.7272,0.996137776060181,0.000712449076277375,0.00251232042687285,0.00063745443666923,7.78624971990568
"118","Dairy 325","Healthy","CA","Gold Star Cattle","calf","07/14-15/2022",102.4,67080263.87,4.283471525,19207.53022,1,2.826074803,670,0,4.015295037,10358.45627,1,2.278753601,190,0,"Dairy325",0.000286336533458243,2.83242773713913e-06,9.98803465201694e-06,0.000154418836068899,30425.98649,0.631287015995779,0.00624466194588125,0.0220206500196865,0.340447672038653,7.82659476877234
"119","Dairy 326","Healthy","CA","Gold Star Cattle","calf","07/14-15/2022",101.7,66021510.97,4.367593582,23312.75404,1,2.826074803,670,0,2.230448921,170,0,3.314782071,2064.344008,1,"Dairy326",0.000353108459613917,3.12677486120854e-05,1.0148207609251e-05,2.57491834861592e-06,26217.098048,0.889219470336399,0.0787403702812745,0.0255558414120937,0.00648431797023274,7.8196854659608
"120","Dairy 327","Healthy","CA","Gold Star Cattle","calf","07/14-15/2022",101.7,433332908.1,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,3.130462598,1350.400525,1,"Dairy327",4.38461968727641e-07,3.11631196190705e-06,1.546155363408e-06,3.92308077282626e-07,2380.400525,0.0798185002920885,0.567299708942889,0.281465237872101,0.0714165528929212,8.63682167241267
"121","Dairy 328","Healthy","CA","Gold Star Cattle","calf","07/14-15/2022",102.7,520435515.5,3.524099099,3342.713068,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy328",6.42291497879145e-06,3.65078850964774e-07,1.28738331655999e-06,3.2664949823164e-07,4372.713068,0.764448299263527,0.0434512846018736,0.153222950964502,0.0388774651700975,8.71636692680891
"122","Dairy 329","Healthy","CA","Gold Star Cattle","calf","07/14-15/2022",103.2,988946487.3,5.455021117,285115.69,1,2.826074803,670,0,2.230448921,170,0,7.976931178,94826818.03,1,"Dairy329",0.000288302444734312,0.0958867029184704,6.77488629166599e-07,1.71900099937794e-07,95112773.72,0.00299765929273963,0.996993509085942,7.04426938459807e-06,1.78735193340548e-06,8.99517279264393
"123","Dairy 330","Healthy","CA","Gold Star Cattle","calf","07/14-15/2022",101.5,198233852.9,3.059898478,1147.885256,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy330",5.79056119430346e-06,9.58463941554152e-07,3.37984653074359e-06,8.57573000337926e-07,2177.885256,0.527064156772087,0.0872405924401005,0.307637878604565,0.0780573721832478,8.29717782424843
"124","Dairy 331","Healthy","CA","Gold Star Cattle","calf","07/14-15/2022",105.1,645695102.4,5.833301774,681242.5633,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy331",0.00105505301305194,2.94256529581507e-07,1.037641446419e-06,2.63282158046612e-07,682272.5633,0.998490339410663,0.000278481079586452,0.000982012228015384,0.000249167281735247,8.81002749296551
"125","Dairy 332","Healthy","CA","Gold Star Cattle","calf","07/14-15/2022",101.4,742628005.9,3.023029832,1054.459327,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy332",1.41990245267156e-06,2.55848148050566e-07,9.02201364178313e-07,2.28916764045243e-07,2084.459327,0.505867067465212,0.0911507351277764,0.321426276503211,0.0815559209037999,8.87077132384619
"126","Dairy 333","Healthy","CA","Gold Star Cattle","calf","07/14-15/2022",102.3,51461981.47,4.214457657,16385.42299,1,2.826074803,670,0,2.230448921,170,0,3.817549278,6569.75657,1,"Dairy333",0.000318398602656836,0.000127662332120458,1.30193199107691e-05,3.30340952959812e-06,23795.17956,0.68860262006781,0.276096112384201,0.0281569634013722,0.00714430414661683,7.71148651252333
"127","Dairy 334","Healthy","CA","Gold Star Cattle","calf","07/14-15/2022",102.1,1968376377,4.564079491,36650.46517,1,2.826074803,670,0,2.230448921,170,0,8.741276476,551158457.8,1,"Dairy334",1.86196428682298e-05,0.280006641128268,3.40382056922033e-07,8.63655965324563e-08,551195948.26517,6.64926244203235e-05,0.999931983416627,1.21553868838977e-06,3.084202642183e-07,9.29410814453223
"128","Dairy 335","Healthy","CA","Gold Star Cattle","calf","07/14-15/2022",102.9,1284293255,3.22838947,1691.957579,1,2.826074803,670,0,2.230448921,170,0,8.188325039,154285474.1,1,"Dairy335",1.31742308262765e-06,0.120132589265993,5.21687704417633e-07,1.32368522016414e-07,154288006.057579,1.09662288225345e-05,0.999983589407604,4.34252808834642e-06,1.10183548510282e-06,9.10866420202008
"129","Dairy 336","Healthy","CA","Gold Star Cattle","calf","07/14-15/2022",102.2,575102443.1,3.030629026,1073.072403,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy336",1.86588044595285e-06,3.30375922202373e-07,1.16500983092416e-06,2.95599509338965e-07,2103.072403,0.510240351910509,0.0903440127543721,0.318581518660154,0.0808341166749645,8.75974521328871
"130","Dairy 337","Healthy","CA","Gold Star Cattle","calf","07/14-15/2022",103,183084301.2,5.299447237,199272.4392,1,2.826074803,670,0,2.230448921,170,0,4.384757655,24252.56378,1,"Dairy337",0.00108841903917429,0.000132466648538624,3.65951638457574e-06,9.28534008026681e-07,224365.00298,0.888161863718841,0.108094236881328,0.00298620547367507,0.000757693926156362,8.26265110912869
"131","Dairy 338","Healthy","CA","Gold Star Cattle","calf","07/14-15/2022",102.8,97968476.05,6.216177258,1645043.015,1,2.826074803,670,0,2.230448921,170,0,3.756518115,5708.448868,1,"Dairy338",0.0167915546033443,5.82682215561523e-05,6.83893459420613e-06,1.73525206121648e-06,1651591.463868,0.996035067381213,0.00345633226671619,0.000405669328437234,0.000102931023633328,7.99108635686054
"132","Dairy 340","Healthy","CA","Gold Star Cattle","calf","07/14-15/2022",102.5,803943132.5,3.029633031,1070.614279,1,6.548907682,3539221,1,2.230448921,170,0,8.279478039,190317199.6,1,"Dairy340",1.33170399213529e-06,0.236729678886833,0.00440232754895757,2.11457742628332e-07,193857661.214279,5.52268232420593e-06,0.981736798060482,0.0182568023251243,8.7693206930879e-07,8.90522533024025
"133","Dairy 341","Healthy","CA","Gold Star Cattle","calf","07/14-15/2022",102,18779794.78,3.119690297,1317.317,1,2.826074803,670,0,2.230448921,170,0,4.366241362,23240.28031,1,"Dairy341",7.01454417064722e-05,0.00123751513699981,3.56766411906446e-05,9.05228209314862e-06,25397.59731,0.0518677804014682,0.915058224852215,0.0263804481905143,0.00669354655580213,7.27369086524099
"134","Dairy 342","Healthy","CA","Gold Star Cattle","calf","07/14-15/2022",101.9,808277383.2,5.918317647,828547.9505,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy342",0.0010250787263399,2.3506781700087e-07,8.2892335468728e-07,2.10323836263937e-07,829577.9505,0.998758404801647,0.000229032123967957,0.000807639595044902,0.000204923479339751,8.90756042730214
"135","Dairy 343","Healthy","CA","Gold Star Cattle","calf","07/14-15/2022",101.9,260804089.6,2.950231443,891.7260287,1,2.826074803,670,0,2.230448921,170,0,4.830760312,67726.76189,1,"Dairy343",3.41914127983061e-06,0.000259684432072648,2.56897812080934e-06,6.51830269459087e-07,69458.4879187,0.0128382585832238,0.975068187048256,0.00964604931774823,0.00244750505077194,8.41631439883548
"136","Dairy 344","Healthy","CA","Gold Star Cattle","calf","07/14-15/2022",102.6,433388929.4,2.891443306,778.8311363,1,2.826074803,670,0,6.446340999,2794737.352,1,8.453280987,283975574.4,1,"Dairy344",1.79707206037368e-06,0.655244181694134,1.54595550220347e-06,0.00644856654707156,286771760.583136,2.71585714965897e-06,0.990249436773515,2.33635277977716e-06,0.0097455110165556,8.63687781439591
"137","Dairy 345","Healthy","CA","Gold Star Cattle","calf","07/14-15/2022",102.2,641261923.3,4.97907721,95296.55691,1,2.826074803,670,0,4.995010393,98857.67525,1,3.812982038,6501.028014,1,"Dairy345",0.000148607851873684,1.01378668805798e-05,1.04481488087132e-06,0.000154161149536633,201325.260174,0.473346249882592,0.0322911690683093,0.00332794801517175,0.491034633033927,8.80703545392423
"138","Dairy 346","Healthy","CA","Gold Star Cattle","calf","07/14-15/2022",102.2,409388298.6,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy346",4.64107060826482e-07,4.64107060826482e-07,1.63658805659865e-06,4.15253686002641e-07,1220,0.155737704918033,0.155737704918033,0.549180327868853,0.139344262295082,8.61213542628015
"139","Dairy 347","Healthy","CA","Gold Star Cattle","calf","07/14-15/2022",102.3,34216442.68,2.967448778,927.7880578,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy347",2.71152693012797e-05,5.55288583845268e-06,1.95812290092805e-05,4.96837153966819e-06,1957.7880578,0.473896065564202,0.0970482985852443,0.342222947642704,0.0868326882078502,7.53423486872311
"140","Dairy 348","Healthy","CA","Gold Star Cattle","calf","07/14-15/2022",102.7,3787337077,3.059775,1147.558937,1,2.826074803,670,0,2.230448921,170,0,3.128036273,1342.877115,1,"Dairy348",3.02998891746123e-07,3.54570266046589e-07,1.7690529952267e-07,4.48864192818716e-08,3330.436052,0.344567173511969,0.403213601472268,0.201174858048288,0.051044366967476,9.57833395962325
"141","Dairy 349","Healthy","CA","Gold Star Cattle","calf","07/14-15/2022",103.8,652393175.7,3.487514848,3072.662417,1,2.826074803,670,0,2.230448921,170,0,7.799265518,62989116.63,1,"Dairy349",4.7098322475601e-06,0.0965508515051746,1.02698805713458e-06,2.60579059272952e-07,62993029.292417,4.87778163951528e-05,0.999937887374826,1.06360974781801e-05,2.69871130043375e-06,8.81450941015942
"142","Dairy 351","Healthy","CA","Gold Star Cattle","calf","07/14-15/2022",102.2,339570249.2,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,5.263131206,183286.8073,1,"Dairy351",5.59530761153619e-07,0.000539761088410451,1.97308215775223e-06,5.00632786295343e-07,184316.8073,0.00103083382781663,0.994411795564994,0.0036350456033534,0.000922325003835936,8.53092963463455
"143","Dairy 352","Healthy","CA","Gold Star Cattle","calf","07/14-15/2022",102.7,5205039881,5.660350978,457457.7379,1,2.826074803,670,0,6.947436866,8860064.143,1,8.604612929,402358267.3,1,"Dairy352",8.78874606839924e-05,0.077301668478801,1.28721396054179e-07,0.00170220869495005,411676459.1809,0.00111120693859977,0.977365254502431,1.62749165044093e-06,0.0215219110673187,9.71642406150576
"144","Dairy 355","Healthy","CA","Gold Star Cattle","calf","07/14-15/2022",101.8,199997264.6,3.169411438,1477.105236,1,2.826074803,670,0,2.230448921,170,0,7.150969127,14156931.37,1,"Dairy355",7.38562719322312e-06,0.0707856249849929,3.35004581857666e-06,8.50011625609003e-07,14159248.475236,0.000104320878229053,0.999836353939261,4.73188955735755e-05,1.20062869365789e-05,8.30102405794923
"145","Dairy 356","Healthy","CA","Gold Star Cattle","calf","07/14-15/2022",101.9,128040305.7,3.027493798,1065.353651,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,"Dairy356",8.32045538454224e-06,1.48390773484384e-06,5.23272727550197e-06,1.32770692064975e-06,2095.353651,0.508436201445786,0.0906768172090297,0.319755092263421,0.0811318890817634,8.10734670575605
"146","Dairy 357","Healthy","CA","Gold Star Cattle","calf","07/14-15/2022",101.7,995815969.8,5.968855999,930799.1949,1,2.826074803,670,0,2.230448921,170,0,4.009011099,10209.65576,1,"Dairy357",0.000934710049977349,1.02525527503345e-05,6.72815078607911e-07,1.70714273676634e-07,941848.85066,0.988268122053494,0.0108400150967383,0.000711366796838471,0.000180496052929164,8.99817908716809
