"","Family","Status","Abundance.average","overall.max"
"381"," Thermacetogeniaceae","Healthy",1.06251762440868e-06,1.06251762440868e-06
"382"," Thermoactinomycetaceae","Healthy",4.79968962460026e-05,4.79968962460026e-05
"383"," Thermoanaerobacteraceae","Healthy",0,0
"384"," Thermoanaerobaculaceae","Healthy",4.65006751346203e-07,4.65006751346203e-07
"385"," Thermomicrobiaceae","Healthy",5.14979622527576e-06,5.14979622527576e-06
"386"," Thermomicrobiales","Healthy",1.79897098859452e-06,1.79897098859452e-06
"387"," Thermotaleaceae","Healthy",0,0
"388"," TK10","Healthy",6.30892974117174e-08,6.30892974117174e-08
"389"," TRA3-20","Healthy",0,0
"390"," Trichomonadea","Healthy",2.99159138451597e-07,2.99159138451597e-07
"391"," Trueperaceae","Healthy",0.000112751315679011,0.000112751315679011
"392"," Tsukamurellaceae","Healthy",1.51160011374791e-06,1.51160011374791e-06
"393"," UBA12409","Healthy",9.49211490015244e-07,9.49211490015244e-07
"394"," UCG-010","Healthy",0.000233338616784165,0.000233338616784165
"395"," UCG-011","Healthy",1.8457829688907e-05,1.8457829688907e-05
"396"," uncultured","Healthy",1.29461137498476e-05,1.29461137498476e-05
"397"," Unknown_Family","Healthy",2.45384681644553e-06,2.45384681644553e-06
"398"," vadinBE97","Healthy",1.7824445354322e-06,1.7824445354322e-06
"399"," Vagococcaceae","Healthy",0.000341238403099183,0.000341238403099183
"400"," Veillonellaceae","Healthy",0.00208277014461644,0.00208277014461644
"401"," Verrucomicrobiaceae","Healthy",6.46216426933926e-05,6.46216426933926e-05
"402"," Vibrionaceae","Healthy",0.0375407161292486,0.0375407161292486
"403"," Vicinamibacteraceae","Healthy",3.85229029177833e-05,3.85229029177833e-05
"404"," Victivallaceae","Healthy",8.01260892419733e-06,8.01260892419733e-06
"405"," WCHB1-41","Healthy",3.54469901279943e-05,3.54469901279943e-05
"406"," WD2101_soil_group","Healthy",1.02110098307808e-06,1.02110098307808e-06
"407"," Weeksellaceae","Healthy",0.0254085990000467,0.0254085990000467
"408"," Woesearchaeales","Healthy",1.00792795814761e-06,1.00792795814761e-06
"409"," Woeseiaceae","Healthy",3.67145877704442e-07,3.67145877704442e-07
"410"," Wohlfahrtiimonadaceae","Healthy",0.000114080140218663,0.000114080140218663
"411"," WPS-2","Healthy",8.02017240526357e-05,8.02017240526357e-05
"412"," WS1","Healthy",4.11002791325457e-07,4.11002791325457e-07
"413"," Xanthobacteraceae","Healthy",8.25961481353829e-06,8.25961481353829e-06
"414"," Xanthomonadaceae","Healthy",0.00768093920573058,0.00768093920573058
"415"," Xiphinematobacteraceae","Healthy",1.30446508615503e-06,1.30446508615503e-06
"416"," Yersiniaceae","Healthy",0.00470628126984355,0.00470628126984355
"417","Bacteria","Healthy",0.000161849886442389,0.000161849886442389
"418","Eukaryota","Healthy",0,0
"419","Unassigned","Healthy",1.60860643046855e-07,1.60860643046855e-07
