"","State","Genus","Status","taxa.average","overall.max"
"2607","NY"," Delftia","Healthy",3.2051282051282e-06,3.2051282051282e-06
"2608","NY"," Demequina","Healthy",1.52725949742964e-05,1.52725949742964e-05
"2609","NY"," Denitrobacterium","Healthy",5.02131785063264e-06,5.02131785063264e-06
"2610","NY"," Dermacoccaceae","Healthy",3.66287871706599e-05,3.66287871706599e-05
"2611","NY"," Dermacoccus","Healthy",1.04191712751463e-05,1.04191712751463e-05
"2612","NY"," Dermatophilaceae","Healthy",2.26729105175039e-05,2.26729105175039e-05
"2613","NY"," Desemzia","Healthy",6.10996694386657e-05,6.10996694386657e-05
"2614","NY"," Desulfobulbus","Healthy",5.97677595628415e-06,5.97677595628415e-06
"2615","NY"," Desulfohalotomaculum","Healthy",0,0
"2616","NY"," Desulfomicrobium","Healthy",6.31645436361722e-06,6.31645436361722e-06
"2617","NY"," Desulfomonile","Healthy",0,0
"2618","NY"," Desulfonispora","Healthy",5.56556768790417e-06,5.56556768790417e-06
"2619","NY"," Desulfoprunum","Healthy",0,0
"2620","NY"," Desulfosporosinus","Healthy",9.09435392194013e-06,9.09435392194013e-06
"2621","NY"," Desulfotalea","Healthy",5.17703720370527e-06,5.17703720370527e-06
"2622","NY"," Desulfovibrio","Healthy",3.20121946153089e-05,3.20121946153089e-05
"2623","NY"," Desulfovibrionaceae","Healthy",0,0
"2624","NY"," DEV114","Healthy",0,0
"2625","NY"," Devosia","Healthy",0.0005192818208748,0.0005192818208748
"2626","NY"," Devosiaceae","Healthy",0,0
"2627","NY"," dgA-11_gut_group","Healthy",1.67279732936067e-05,1.67279732936067e-05
"2628","NY"," Dialister","Healthy",0,0
"2629","NY"," Dielma","Healthy",0,0
"2630","NY"," Dietzia","Healthy",0.00291948011018409,0.00291948011018409
"2631","NY"," DNF00809","Healthy",1.98429458271561e-05,1.98429458271561e-05
"2632","NY"," Dokdonella","Healthy",1.93986420950533e-06,1.93986420950533e-06
"2633","NY"," Dongia","Healthy",0,0
"2634","NY"," Dorea","Healthy",0.000199104722947892,0.000199104722947892
"2635","NY"," DSSF69","Healthy",0,0
"2636","NY"," DTU089","Healthy",0,0
"2637","NY"," Duganella","Healthy",4.07978460398951e-05,4.07978460398951e-05
"2638","NY"," Dyadobacter","Healthy",2.25591918228358e-05,2.25591918228358e-05
"2639","NY"," Dysgonomonadaceae","Healthy",2.03081856239423e-05,2.03081856239423e-05
"2640","NY"," Dysgonomonas","Healthy",2.23692532521072e-05,2.23692532521072e-05
"2641","NY"," Edaphobaculum","Healthy",5.66628419248367e-07,5.66628419248367e-07
"2642","NY"," Eggerthella","Healthy",5.30054065514682e-06,5.30054065514682e-06
"2643","NY"," Eggerthellaceae","Healthy",8.62525238664654e-06,8.62525238664654e-06
"2644","NY"," Egicoccus","Healthy",1.06885187494433e-06,1.06885187494433e-06
"2645","NY"," Eisenbergiella","Healthy",0,0
"2646","NY"," Elizabethkingia","Healthy",0.000147742568427161,0.000147742568427161
"2647","NY"," Ellin6055","Healthy",0,0
"2648","NY"," Ellin6067","Healthy",0,0
"2649","NY"," Elusimicrobium","Healthy",1.22254545199033e-05,1.22254545199033e-05
"2650","NY"," EMP-G18","Healthy",0,0
"2651","NY"," Empedobacter","Healthy",0.0112610820420042,0.0112610820420042
"2652","NY"," Emticicia","Healthy",1.93986420950533e-06,1.93986420950533e-06
"2653","NY"," Endobacter","Healthy",9.27594614650694e-06,9.27594614650694e-06
"2654","NY"," Enhydrobacter","Healthy",5.90025700724688e-05,5.90025700724688e-05
"2655","NY"," Ensifer","Healthy",0,0
"2656","NY"," Enteractinococcus","Healthy",0.000205936839021233,0.000205936839021233
"2657","NY"," Enterobacterales","Healthy",0.000195395444991666,0.000195395444991666
"2658","NY"," Enterobacteriaceae","Healthy",0.00325153600970424,0.00325153600970424
"2659","NY"," Enterococcus","Healthy",0.00228546075129257,0.00228546075129257
"2660","NY"," Enterorhabdus","Healthy",1.49335475245476e-05,1.49335475245476e-05
"2661","NY"," env.OPS_17","Healthy",1.41542816702052e-06,1.41542816702052e-06
"2662","NY"," Eoetvoesia","Healthy",0,0
"2663","NY"," EPR3968-O8a-Bc78","Healthy",0,0
"2664","NY"," Epulopiscium","Healthy",0,0
"2665","NY"," Ercella","Healthy",1.45950786574714e-05,1.45950786574714e-05
"2666","NY"," Erwiniaceae","Healthy",0.00323764388645151,0.00323764388645151
"2667","NY"," Erysipelatoclostridium","Healthy",0,0
"2668","NY"," Erysipelothrix","Healthy",3.56439358614236e-05,3.56439358614236e-05
"2669","NY"," Erysipelotrichaceae","Healthy",0,0
"2670","NY"," Erysipelotrichaceae_UCG-002","Healthy",1.98319946736929e-06,1.98319946736929e-06
"2671","NY"," Erysipelotrichaceae_UCG-003","Healthy",0,0
"2672","NY"," Erysipelotrichaceae_UCG-006","Healthy",0,0
"2673","NY"," Erysipelotrichaceae_UCG-007","Healthy",0,0
"2674","NY"," Erysipelotrichaceae_UCG-009","Healthy",0,0
"2675","NY"," Escherichia-Shigella","Healthy",0.00456677309112605,0.00456677309112605
"2676","NY"," Eubacterium","Healthy",0,0
"2677","NY"," Euzebya","Healthy",6.83060109289617e-06,6.83060109289617e-06
"2678","NY"," Exiguobacterium","Healthy",1.67078631978825e-05,1.67078631978825e-05
"2679","NY"," F082","Healthy",0,0
"2680","NY"," Facklamia","Healthy",0.00164376137418378,0.00164376137418378
"2681","NY"," Faecalibacterium","Healthy",0.000412480603743096,0.000412480603743096
"2682","NY"," Faecalicoccus","Healthy",0,0
"2683","NY"," Faecalitalea","Healthy",0,0
"2684","NY"," Falsiporphyromonas","Healthy",0,0
"2685","NY"," Falsochrobactrum","Healthy",0.00011366146972161,0.00011366146972161
"2686","NY"," Family_XIII_AD3011_group","Healthy",0.000142650281154058,0.000142650281154058
"2687","NY"," Family_XIII_UCG-001","Healthy",1.19621504248218e-05,1.19621504248218e-05
"2688","NY"," Fastidiosipila","Healthy",9.49530309520401e-05,9.49530309520401e-05
"2689","NY"," Fermentimonas","Healthy",0.000251495826230933,0.000251495826230933
"2690","NY"," Ferrovibrio","Healthy",0,0
"2691","NY"," Ferruginibacter","Healthy",4.26912568306011e-06,4.26912568306011e-06
"2692","NY"," FFCH7168","Healthy",0,0
"2693","NY"," Fibrella","Healthy",0,0
"2694","NY"," Fibrobacter","Healthy",9.05616723180806e-05,9.05616723180806e-05
"2695","NY"," Filifactor","Healthy",1.36612021857923e-05,1.36612021857923e-05
"2696","NY"," Filimonas","Healthy",0,0
"2697","NY"," Filobacterium","Healthy",0.000641608069398441,0.000641608069398441
"2698","NY"," Fimbriiglobus","Healthy",1.28235954155646e-05,1.28235954155646e-05
"2699","NY"," Fimbriimonadaceae","Healthy",0,0
"2700","NY"," Finegoldia","Healthy",0,0
"2701","NY"," Firmicutes","Healthy",2.0141801137091e-05,2.0141801137091e-05
"2702","NY"," Flaviaesturariibacter","Healthy",0,0
"2703","NY"," Flaviflexus","Healthy",0.000383520920690503,0.000383520920690503
"2704","NY"," Flavisolibacter","Healthy",0,0
"2705","NY"," Flavobacteriaceae","Healthy",1.21157165236588e-05,1.21157165236588e-05
"2706","NY"," Flavobacterium","Healthy",0.0114271599305159,0.0114271599305159
"2707","NY"," Flavonifractor","Healthy",3.2886089665504e-05,3.2886089665504e-05
"2708","NY"," Flectobacillus","Healthy",7.446082346401e-06,7.446082346401e-06
"2709","NY"," Flexilinea","Healthy",1.30944011476339e-05,1.30944011476339e-05
"2710","NY"," Floricoccus","Healthy",0,0
"2711","NY"," Fluviicola","Healthy",6.14941165759014e-05,6.14941165759014e-05
"2712","NY"," Formosa","Healthy",0,0
"2713","NY"," Fournierella","Healthy",5.68271308516918e-06,5.68271308516918e-06
"2714","NY"," Frankiales","Healthy",0,0
"2715","NY"," Fretibacterium","Healthy",0,0
"2716","NY"," Frigoribacterium","Healthy",7.43589743589744e-06,7.43589743589744e-06
"2717","NY"," Frisingicoccus","Healthy",1.39528394028185e-06,1.39528394028185e-06
"2718","NY"," Fusibacter","Healthy",3.4917555771096e-06,3.4917555771096e-06
"2719","NY"," Fusicatenibacter","Healthy",0,0
"2720","NY"," Fusobacterium","Healthy",1.79801475235871e-05,1.79801475235871e-05
"2721","NY"," Gaiella","Healthy",0,0
"2722","NY"," Galbibacter","Healthy",1.78141979157388e-06,1.78141979157388e-06
"2723","NY"," Gallibacterium","Healthy",1.2340100332321e-05,1.2340100332321e-05
"2724","NY"," Gallicola","Healthy",1.3726566437557e-05,1.3726566437557e-05
"2725","NY"," Gammaproteobacteria","Healthy",1.82921298127598e-05,1.82921298127598e-05
"2726","NY"," Garicola","Healthy",0.000383749592163318,0.000383749592163318
"2727","NY"," Gastranaerophilales","Healthy",0.00027837596244219,0.00027837596244219
"2728","NY"," GCA-900066575","Healthy",3.87972841901067e-06,3.87972841901067e-06
"2729","NY"," Gelidibacter","Healthy",0.000121591988592025,0.000121591988592025
"2730","NY"," Gemella","Healthy",7.12567916629554e-07,7.12567916629554e-07
"2731","NY"," Gemmata","Healthy",0,0
"2732","NY"," Gemmataceae","Healthy",0,0
"2733","NY"," Gemmatimonas","Healthy",0,0
"2734","NY"," Gemmobacter","Healthy",0.00248831062367474,0.00248831062367474
"2735","NY"," Geobacillus","Healthy",8.87875173131996e-06,8.87875173131996e-06
"2736","NY"," Geodermatophilaceae","Healthy",0,0
"2737","NY"," Geodermatophilus","Healthy",0,0
"2738","NY"," Georgenia","Healthy",6.87311499545312e-05,6.87311499545312e-05
"2739","NY"," Geothrix","Healthy",0,0
"2740","NY"," Gitt-GS-136","Healthy",0,0
"2741","NY"," GKS98_freshwater_group","Healthy",0,0
"2742","NY"," Globicatella","Healthy",0.00011803949906355,0.00011803949906355
"2743","NY"," Gluconacetobacter","Healthy",0,0
"2744","NY"," Gluconobacter","Healthy",0,0
"2745","NY"," Glutamicibacter","Healthy",0.0190328552920827,0.0190328552920827
"2746","NY"," Glycocaulis","Healthy",0,0
"2747","NY"," Glycomyces","Healthy",7.12567916629554e-06,7.12567916629554e-06
"2748","NY"," Gordonia","Healthy",0.00102620549455539,0.00102620549455539
"2749","NY"," Gordonibacter","Healthy",2.81647754416163e-06,2.81647754416163e-06
"2750","NY"," Gottschalkia","Healthy",3.3902491433545e-05,3.3902491433545e-05
"2751","NY"," Gracilibacillus","Healthy",0,0
"2752","NY"," Gracilibacteria","Healthy",0.000153865396830834,0.000153865396830834
"2753","NY"," Granulicatella","Healthy",0,0
"2754","NY"," Guggenheimella","Healthy",7.93922592037163e-05,7.93922592037163e-05
"2755","NY"," Gulbenkiania","Healthy",0,0
"2756","NY"," Gulosibacter","Healthy",0.000185521501894126,0.000185521501894126
"2757","NY"," H1","Healthy",0,0
"2758","NY"," Haemophilus","Healthy",7.93279786947714e-06,7.93279786947714e-06
"2759","NY"," Hafnia-Obesumbacterium","Healthy",0,0
"2760","NY"," Hahella","Healthy",0,0
"2761","NY"," Halanaerobiaceae","Healthy",0,0
"2762","NY"," Haloactinopolyspora","Healthy",2.13770374988866e-06,2.13770374988866e-06
"2763","NY"," Halocella","Healthy",0,0
"2764","NY"," Haloferula","Healthy",0,0
"2765","NY"," Halolactibacillus","Healthy",0,0
"2766","NY"," Halomonas","Healthy",0.00380781552680844,0.00380781552680844
"2767","NY"," Haoranjiania","Healthy",9.65783256827558e-06,9.65783256827558e-06
"2768","NY"," HAW-RM37-2","Healthy",0,0
"2769","NY"," Helcobacillus","Healthy",0,0
"2770","NY"," Helcococcus","Healthy",2.63251337819002e-05,2.63251337819002e-05
"2771","NY"," Helicobacter","Healthy",7.72871350244566e-05,7.72871350244566e-05
"2772","NY"," Herbinix","Healthy",3.56283958314777e-06,3.56283958314777e-06
"2773","NY"," Herminiimonas","Healthy",5.04364694471387e-06,5.04364694471387e-06
"2774","NY"," Herpetosiphon","Healthy",0,0
"2775","NY"," Hirschia","Healthy",2.11819529760644e-06,2.11819529760644e-06
"2776","NY"," Histophilus","Healthy",0.00309733552031965,0.00309733552031965
"2777","NY"," Holdemanella","Healthy",2.85544655226033e-05,2.85544655226033e-05
"2778","NY"," Holosporaceae","Healthy",0,0
"2779","NY"," Howardella","Healthy",3.04824005914904e-05,3.04824005914904e-05
"2780","NY"," Huakuichenia","Healthy",0,0
"2781","NY"," Hungatella","Healthy",0,0
"2782","NY"," Hydrocarboniphaga","Healthy",5.54494515313496e-06,5.54494515313496e-06
"2783","NY"," Hydrogenispora","Healthy",1.51114469210427e-06,1.51114469210427e-06
"2784","NY"," Hydrogenoanaerobacterium","Healthy",0,0
"2785","NY"," Hydrogenophaga","Healthy",8.50939517056742e-06,8.50939517056742e-06
"2786","NY"," Hymenobacter","Healthy",7.20925150300703e-06,7.20925150300703e-06
"2787","NY"," Hyphomicrobium","Healthy",0,0
"2788","NY"," Hyphomonas","Healthy",1.06885187494433e-06,1.06885187494433e-06
"2789","NY"," Hypnocyclicus","Healthy",8.70309410389747e-05,8.70309410389747e-05
"2790","NY"," Iamia","Healthy",2.74759011499393e-05,2.74759011499393e-05
"2791","NY"," Idiomarina","Healthy",0.00184961742776933,0.00184961742776933
"2792","NY"," Ignatzschineria","Healthy",0.000413224726159048,0.000413224726159048
"2793","NY"," Ignavigranum","Healthy",1.1640645569011e-05,1.1640645569011e-05
"2794","NY"," Ilumatobacter","Healthy",0,0
"2795","NY"," IMCC26134","Healthy",3.10378273520854e-06,3.10378273520854e-06
"2796","NY"," IMCC26207","Healthy",3.3178098474016e-06,3.3178098474016e-06
"2797","NY"," IMCC26256","Healthy",0,0
"2798","NY"," Incertae_Sedis","Healthy",4.17347393489837e-05,4.17347393489837e-05
"2799","NY"," Intestinibacter","Healthy",0,0
"2800","NY"," Intestinimonas","Healthy",0,0
"2801","NY"," Intrasporangiaceae","Healthy",0.000506639480890848,0.000506639480890848
"2802","NY"," Irregularibacter","Healthy",4.26912568306011e-06,4.26912568306011e-06
"2803","NY"," Isoptericola","Healthy",2.85027166651822e-06,2.85027166651822e-06
"2804","NY"," Isosphaeraceae","Healthy",0,0
"2805","NY"," Izemoplasmatales","Healthy",0,0
"2806","NY"," Izhakiella","Healthy",0,0
"2807","NY"," Janibacter","Healthy",0,0
"2808","NY"," Janthinobacterium","Healthy",0.000205918853395363,0.000205918853395363
"2809","NY"," Jeotgalibaca","Healthy",0.00660560995731709,0.00660560995731709
"2810","NY"," Jeotgalicoccus","Healthy",0.0100567987845007,0.0100567987845007
"2811","NY"," JG30-KF-CM45","Healthy",0.00063645019019648,0.00063645019019648
"2812","NY"," JG30-KF-CM66","Healthy",0,0
"2813","NY"," JGI_0000069-P22","Healthy",5.56960629271849e-05,5.56960629271849e-05
"2814","NY"," JGI_0001001-H03","Healthy",4.80884828083674e-06,4.80884828083674e-06
"2815","NY"," Johnsonella","Healthy",0,0
"2816","NY"," Jonesia","Healthy",1.15588461790124e-05,1.15588461790124e-05
"2817","NY"," Kaistia","Healthy",3.66546748469808e-06,3.66546748469808e-06
"2818","NY"," Kapabacteriales","Healthy",0,0
"2819","NY"," KCM-B-112","Healthy",0,0
"2820","NY"," KD4-96","Healthy",0,0
"2821","NY"," KI89A_clade","Healthy",2.10282830406897e-06,2.10282830406897e-06
"2822","NY"," Kineococcus","Healthy",1.75831904699108e-05,1.75831904699108e-05
"2823","NY"," Kineosphaera","Healthy",3.69333046074297e-06,3.69333046074297e-06
"2824","NY"," Kineosporia","Healthy",0,0
"2825","NY"," Kineosporiaceae","Healthy",0,0
"2826","NY"," Kingella","Healthy",2.84286086565113e-06,2.84286086565113e-06
"2827","NY"," Klenkia","Healthy",1.54548987410919e-05,1.54548987410919e-05
"2828","NY"," Kocuria","Healthy",0.000675039601817515,0.000675039601817515
"2829","NY"," Kosakonia","Healthy",4.5054595568748e-06,4.5054595568748e-06
"2830","NY"," Kroppenstedtia","Healthy",0,0
"2831","NY"," Kurthia","Healthy",8.44574104112465e-05,8.44574104112465e-05
"2832","NY"," Kushneria","Healthy",0,0
"2833","NY"," Laceyella","Healthy",0,0
"2834","NY"," Lachnoanaerobaculum","Healthy",0,0
"2835","NY"," Lachnoclostridium","Healthy",0.000123743715166173,0.000123743715166173
"2836","NY"," Lachnospira","Healthy",8.03197121086761e-06,8.03197121086761e-06
"2837","NY"," Lachnospiraceae","Healthy",0.00136871434223032,0.00136871434223032
"2838","NY"," Lachnospiraceae_AC2044_group","Healthy",5.46146507944709e-05,5.46146507944709e-05
"2839","NY"," Lachnospiraceae_FCS020_group","Healthy",0,0
"2840","NY"," Lachnospiraceae_FE2018_group","Healthy",0,0
"2841","NY"," Lachnospiraceae_ND3007_group","Healthy",0,0
"2842","NY"," Lachnospiraceae_NK3A20_group","Healthy",0.000508279297472681,0.000508279297472681
"2843","NY"," Lachnospiraceae_NK4A136_group","Healthy",4.12910783024337e-05,4.12910783024337e-05
"2844","NY"," Lachnospiraceae_UCG-001","Healthy",5.48873549468765e-06,5.48873549468765e-06
"2845","NY"," Lachnospiraceae_UCG-002","Healthy",0,0
"2846","NY"," Lachnospiraceae_UCG-003","Healthy",0,0
"2847","NY"," Lachnospiraceae_UCG-004","Healthy",5.34425937472165e-06,5.34425937472165e-06
"2848","NY"," Lachnospiraceae_UCG-007","Healthy",4.37780364628235e-05,4.37780364628235e-05
"2849","NY"," Lachnospiraceae_UCG-008","Healthy",2.33408542752665e-06,2.33408542752665e-06
"2850","NY"," Lachnospiraceae_UCG-009","Healthy",0,0
"2851","NY"," Lachnospiraceae_UCG-010","Healthy",6.67790323275082e-05,6.67790323275082e-05
"2852","NY"," Lachnospiraceae_XPB1014_group","Healthy",9.20470225392938e-06,9.20470225392938e-06
"2853","NY"," Lacticigenium","Healthy",6.82269980926228e-05,6.82269980926228e-05
"2854","NY"," Lactobacillaceae","Healthy",3.53857041755131e-06,3.53857041755131e-06
"2855","NY"," Lactobacillales","Healthy",6.20756547041707e-06,6.20756547041707e-06
"2856","NY"," Lactobacillus","Healthy",0.0032642632579336,0.0032642632579336
"2857","NY"," Lactococcus","Healthy",0.000155889865075447,0.000155889865075447
"2858","NY"," Lactonifactor","Healthy",0,0
"2859","NY"," Lampropedia","Healthy",1.4838383052542e-05,1.4838383052542e-05
"2860","NY"," Latescibacterota","Healthy",0,0
"2861","NY"," Lautropia","Healthy",0.000143039331912668,0.000143039331912668
"2862","NY"," Lawsonella","Healthy",0,0
"2863","NY"," LD29","Healthy",8.92337536372454e-06,8.92337536372454e-06
"2864","NY"," Leadbetterella","Healthy",3.94596752270264e-05,3.94596752270264e-05
"2865","NY"," Lechevalieria","Healthy",0,0
"2866","NY"," Legionella","Healthy",1.36035762809182e-05,1.36035762809182e-05
"2867","NY"," Lentimicrobium","Healthy",6.89070285169087e-06,6.89070285169087e-06
"2868","NY"," Leptotrichia","Healthy",1.47429679922405e-05,1.47429679922405e-05
"2869","NY"," Leptotrichiaceae","Healthy",0,0
"2870","NY"," Leucobacter","Healthy",0.00156367404289687,0.00156367404289687
"2871","NY"," Leuconostoc","Healthy",3.13047895344191e-05,3.13047895344191e-05
"2872","NY"," Limibaculum","Healthy",1.32513516378671e-06,1.32513516378671e-06
"2873","NY"," Limnobacter","Healthy",0,0
"2874","NY"," Limnochordaceae","Healthy",0,0
"2875","NY"," Lipingzhangella","Healthy",0,0
"2876","NY"," Listeria","Healthy",0,0
"2877","NY"," LiUU-11-161","Healthy",0,0
"2878","NY"," Longimicrobiaceae","Healthy",4.3114612853142e-05,4.3114612853142e-05
"2879","NY"," Longispora","Healthy",2.13770374988866e-06,2.13770374988866e-06
"2880","NY"," Luteibacter","Healthy",7.53374206605569e-05,7.53374206605569e-05
"2881","NY"," Luteimonas","Healthy",0.00127876291444007,0.00127876291444007
"2882","NY"," Luteitalea","Healthy",2.96955699539308e-05,2.96955699539308e-05
"2883","NY"," Luteolibacter","Healthy",1.9865605524786e-05,1.9865605524786e-05
"2884","NY"," Lysinibacillus","Healthy",4.53516243286662e-05,4.53516243286662e-05
"2885","NY"," Lysobacter","Healthy",0.000108770656567718,0.000108770656567718
"2886","NY"," M2PB4-65_termite_group","Healthy",0,0
"2887","NY"," Macellibacteroides","Healthy",6.5167807103291e-07,6.5167807103291e-07
"2888","NY"," Macrococcus","Healthy",0.000372811630178991,0.000372811630178991
"2889","NY"," Mailhella","Healthy",2.41429081853867e-05,2.41429081853867e-05
"2890","NY"," Mannheimia","Healthy",0.0159166608653026,0.0159166608653026
"2891","NY"," Mariniflexile","Healthy",0,0
"2892","NY"," Marinimicrobium","Healthy",0,0
"2893","NY"," Mariniradius","Healthy",0,0
"2894","NY"," Marinobacter","Healthy",0.000625310968480524,0.000625310968480524
"2895","NY"," Marinococcaceae","Healthy",0,0
"2896","NY"," Marinococcus","Healthy",0,0
"2897","NY"," Marinomonas","Healthy",0.0002305415419838,0.0002305415419838
"2898","NY"," Marinospirillum","Healthy",0.000227915825116638,0.000227915825116638
"2899","NY"," Marmoricola","Healthy",0,0
"2900","NY"," Marvinbryantia","Healthy",4.96636230827239e-05,4.96636230827239e-05
"2901","NY"," Massilia","Healthy",0.000553126585270534,0.000553126585270534
"2902","NY"," MB-A2-108","Healthy",0,0
"2903","NY"," Megamonas","Healthy",0.000199651477771282,0.000199651477771282
"2904","NY"," Megasphaera","Healthy",0.000303719380277094,0.000303719380277094
"2905","NY"," Meiothermus","Healthy",0,0
"2906","NY"," Melghirimyces","Healthy",0,0
"2907","NY"," Membranicola","Healthy",3.02228938420854e-06,3.02228938420854e-06
"2908","NY"," Mesorhizobium","Healthy",9.09040343448506e-06,9.09040343448506e-06
"2909","NY"," Methanimicrococcus","Healthy",0,0
"2910","NY"," Methanobacterium","Healthy",0,0
"2911","NY"," Methanobrevibacter","Healthy",0.00132802517193156,0.00132802517193156
"2912","NY"," Methanocorpusculum","Healthy",6.41455697486096e-06,6.41455697486096e-06
"2913","NY"," Methanoculleus","Healthy",0,0
"2914","NY"," Methanomethylophilaceae","Healthy",1.77596234959819e-06,1.77596234959819e-06
"2915","NY"," Methanosaeta","Healthy",0,0
"2916","NY"," Methanosarcina","Healthy",0,0
"2917","NY"," Methanosphaera","Healthy",0.000121076022060746,0.000121076022060746
"2918","NY"," Methylobacillus","Healthy",1.70578324823009e-05,1.70578324823009e-05
"2919","NY"," Methylobacter","Healthy",0,0
"2920","NY"," Methylobacterium-Methylorubrum","Healthy",5.28306671597454e-05,5.28306671597454e-05
"2921","NY"," Methylophaga","Healthy",6.96740591125092e-06,6.96740591125092e-06
"2922","NY"," Methylophilus","Healthy",1.06100795755968e-05,1.06100795755968e-05
"2923","NY"," Methylopila","Healthy",6.27291082665203e-06,6.27291082665203e-06
"2924","NY"," Methylopilaceae","Healthy",7.17240491789033e-06,7.17240491789033e-06
"2925","NY"," Methylotenera","Healthy",7.75945683802134e-07,7.75945683802134e-07
"2926","NY"," Microbacteriaceae","Healthy",0.00889079312513824,0.00889079312513824
"2927","NY"," Microbacterium","Healthy",1.20271580989331e-05,1.20271580989331e-05
"2928","NY"," Micrococcaceae","Healthy",0.00320755733826304,0.00320755733826304
"2929","NY"," Micrococcales","Healthy",1.05959172620098e-05,1.05959172620098e-05
"2930","NY"," Micrococcus","Healthy",0.00051625447488811,0.00051625447488811
"2931","NY"," Microgenomatia","Healthy",0,0
"2932","NY"," Micromonospora","Healthy",0,0
"2933","NY"," Micromonosporaceae","Healthy",0,0
"2934","NY"," Microscillaceae","Healthy",0,0
"2935","NY"," Microvirga","Healthy",2.66775781540334e-06,2.66775781540334e-06
"2936","NY"," Microvirgula","Healthy",0,0
"2937","NY"," Mitsuokella","Healthy",2.72474334429857e-05,2.72474334429857e-05
"2938","NY"," Mobilicoccus","Healthy",1.95503421309873e-06,1.95503421309873e-06
"2939","NY"," Mobiluncus","Healthy",0,0
"2940","NY"," Modestobacter","Healthy",0,0
"2941","NY"," Mogibacterium","Healthy",0.000484074083980844,0.000484074083980844
"2942","NY"," Moheibacter","Healthy",0.00175015175644055,0.00175015175644055
"2943","NY"," Mongoliicoccus","Healthy",2.71580989330747e-06,2.71580989330747e-06
"2944","NY"," Monoglobus","Healthy",0.000212416281988428,0.000212416281988428
"2945","NY"," Moraxella","Healthy",0.0383263388317307,0.0383263388317307
"2946","NY"," Moraxellaceae","Healthy",0.0010563384581869,0.0010563384581869
"2947","NY"," Morganella","Healthy",0,0
"2948","NY"," Morganellaceae","Healthy",4.05839550257485e-05,4.05839550257485e-05
"2949","NY"," Moryella","Healthy",5.82759072830315e-07,5.82759072830315e-07
"2950","NY"," Mucilaginibacter","Healthy",4.26770126091174e-06,4.26770126091174e-06
"2951","NY"," Mucispirillum","Healthy",0,0
"2952","NY"," Murdochiella","Healthy",1.57785770315934e-05,1.57785770315934e-05
"2953","NY"," Muribaculaceae","Healthy",0.000202177581931594,0.000202177581931594
"2954","NY"," Muribaculum","Healthy",0,0
"2955","NY"," Muricoccus","Healthy",0,0
"2956","NY"," MVP-88","Healthy",0,0
"2957","NY"," MWH-CFBk5","Healthy",0,0
"2958","NY"," Myceligenerans","Healthy",0,0
"2959","NY"," Mycobacterium","Healthy",0,0
"2960","NY"," Mycoplasma","Healthy",0.0137188752595715,0.0137188752595715
"2961","NY"," Myroides","Healthy",0.000661573733252029,0.000661573733252029
"2962","NY"," Myxococcaceae","Healthy",0,0
"2963","NY"," Nakamurella","Healthy",9.58900289256671e-06,9.58900289256671e-06
"2964","NY"," Nannocystaceae","Healthy",0,0
"2965","NY"," Nannocystis","Healthy",0,0
"2966","NY"," Negativibacillus","Healthy",7.10623484833524e-06,7.10623484833524e-06
"2967","NY"," Negativicoccus","Healthy",0,0
"2968","NY"," Neisseria","Healthy",0.00237412093732542,0.00237412093732542
"2969","NY"," Neisseriaceae","Healthy",0.000282205936391219,0.000282205936391219
"2970","NY"," Neochlamydia","Healthy",1.42513583325911e-06,1.42513583325911e-06
"2971","NY"," Nesterenkonia","Healthy",0,0
"2972","NY"," Niabella","Healthy",0,0
"2973","NY"," Nibribacter","Healthy",0,0
"2974","NY"," Nitratireductor","Healthy",9.39207650273224e-06,9.39207650273224e-06
"2975","NY"," Nitriliruptor","Healthy",0,0
"2976","NY"," Nitriliruptoraceae","Healthy",0,0
"2977","NY"," Nitrolancea","Healthy",0,0
"2978","NY"," Nitrosomonas","Healthy",0,0
"2979","NY"," Nitrososphaeraceae","Healthy",0,0
"2980","NY"," Nitrospira","Healthy",0,0
"2981","NY"," NK4A214_group","Healthy",0.000129940167011507,0.000129940167011507
"2982","NY"," Nocardia","Healthy",0,0
"2983","NY"," Nocardioidaceae","Healthy",3.37143909452779e-05,3.37143909452779e-05
"2984","NY"," Nocardioides","Healthy",0.000545352917038248,0.000545352917038248
"2985","NY"," Nocardiopsis","Healthy",8.91960758686683e-05,8.91960758686683e-05
"2986","NY"," Nosocomiicoccus","Healthy",0.000129554303679452,0.000129554303679452
"2987","NY"," Noviherbaspirillum","Healthy",0,0
"2988","NY"," Novosphingobium","Healthy",0.000508358858444915,0.000508358858444915
"2989","NY"," NS11-12_marine_group","Healthy",1.93986420950533e-06,1.93986420950533e-06
"2990","NY"," NS9_marine_group","Healthy",0,0
"2991","NY"," Nubsella","Healthy",1.05372493099577e-05,1.05372493099577e-05
"2992","NY"," Oblitimonas","Healthy",3.91027228529347e-06,3.91027228529347e-06
"2993","NY"," Oceanisphaera","Healthy",0.000447175589355713,0.000447175589355713
"2994","NY"," Oceanobacillus","Healthy",0.000105195103489389,0.000105195103489389
"2995","NY"," Oceanobacter","Healthy",1.8107968035005e-05,1.8107968035005e-05
"2996","NY"," Ochrobactrum","Healthy",0.00145523485494934,0.00145523485494934
"2997","NY"," Odoribacter","Healthy",9.39070599411669e-06,9.39070599411669e-06
"2998","NY"," Ohtaekwangia","Healthy",3.91912354146255e-06,3.91912354146255e-06
