"","Family","Status","Abundance.average","overall.max"
"189"," Hyphomicrobiaceae","BRD",4.21210208534856e-07,4.21210208534856e-07
"190"," Hyphomonadaceae","BRD",5.17463330672033e-07,5.17463330672033e-07
"191"," Iamiaceae","BRD",3.90156876473987e-05,3.90156876473987e-05
"192"," Idiomarinaceae","BRD",0.00191954465818895,0.00191954465818895
"193"," Ilumatobacteraceae","BRD",1.43341024094351e-05,1.43341024094351e-05
"194"," IMCC26256","BRD",0,0
"195"," Intrasporangiaceae","BRD",0.000704168518647359,0.000704168518647359
"196"," Isosphaeraceae","BRD",1.34094507849474e-05,1.34094507849474e-05
"197"," Izemoplasmatales","BRD",1.27513876463864e-06,1.27513876463864e-06
"198"," JG30-KF-CM45","BRD",0.000360022242439514,0.000360022242439514
"199"," JG30-KF-CM66","BRD",0,0
"200"," JGI_0000069-P22","BRD",0,0
"201"," Jonesiaceae","BRD",7.21550618002169e-06,7.21550618002169e-06
"202"," Kaistiaceae","BRD",3.57964546925527e-06,3.57964546925527e-06
"203"," Kapabacteriales","BRD",4.76917548348113e-07,4.76917548348113e-07
"204"," KD4-96","BRD",4.8643321557863e-07,4.8643321557863e-07
"205"," KI89A_clade","BRD",0,0
"206"," Kineosporiaceae","BRD",5.38828701902429e-05,5.38828701902429e-05
"207"," Lachnospiraceae","BRD",0.0115556921000621,0.0115556921000621
"208"," Lactobacillaceae","BRD",0.00890482546706482,0.00890482546706482
"209"," Lactobacillales","BRD",9.53244357061782e-06,9.53244357061782e-06
"210"," Latescibacterota","BRD",1.20676362046946e-07,1.20676362046946e-07
"211"," Legionellaceae","BRD",3.54082739478228e-05,3.54082739478228e-05
"212"," Lentimicrobiaceae","BRD",1.06313648652528e-06,1.06313648652528e-06
"213"," Leptotrichiaceae","BRD",0.00443945191366859,0.00443945191366859
"214"," Leuconostocaceae","BRD",0.000192876728458221,0.000192876728458221
"215"," Limnochordaceae","BRD",0,0
"216"," Limnochordia","BRD",6.70080503471687e-07,6.70080503471687e-07
"217"," Listeriaceae","BRD",1.22957652758664e-05,1.22957652758664e-05
"218"," LiUU-11-161","BRD",1.74980724968072e-06,1.74980724968072e-06
"219"," Longimicrobiaceae","BRD",6.56778241165318e-06,6.56778241165318e-06
"220"," M2PB4-65_termite_group","BRD",0,0
"221"," Magnetospiraceae","BRD",0,0
"222"," Marinifilaceae","BRD",0.00020555811039954,0.00020555811039954
"223"," Marinilabiliaceae","BRD",1.07802843474088e-05,1.07802843474088e-05
"224"," Marinobacteraceae","BRD",0.000743247580913988,0.000743247580913988
"225"," Marinococcaceae","BRD",6.51564387072836e-06,6.51564387072836e-06
"226"," Marinomonadaceae","BRD",9.45984134590582e-05,9.45984134590582e-05
"227"," MB-A2-108","BRD",2.63974339582398e-07,2.63974339582398e-07
"228"," Methanobacteriaceae","BRD",0.00295246589952469,0.00295246589952469
"229"," Methanocorpusculaceae","BRD",2.772141694443e-06,2.772141694443e-06
"230"," Methanomethylophilaceae","BRD",2.32972455926197e-05,2.32972455926197e-05
"231"," Methanomicrobiaceae","BRD",0,0
"232"," Methanomicrobiales","BRD",1.35593394537103e-06,1.35593394537103e-06
"233"," Methanosaetaceae","BRD",2.63256380334285e-06,2.63256380334285e-06
"234"," Methanosarcinaceae","BRD",2.51179360976065e-06,2.51179360976065e-06
"235"," Methylococcaceae","BRD",3.38535953872445e-06,3.38535953872445e-06
"236"," Methyloligellaceae","BRD",3.18799020330611e-07,3.18799020330611e-07
"237"," Methylomonadaceae","BRD",0,0
"238"," Methylophagaceae","BRD",5.32378859704452e-06,5.32378859704452e-06
"239"," Methylophilaceae","BRD",6.272083415297e-07,6.272083415297e-07
"240"," Methylopilaceae","BRD",0,0
"241"," Microbacteriaceae","BRD",0.0118831642469277,0.0118831642469277
"242"," Micrococcaceae","BRD",0.0330022034784349,0.0330022034784349
"243"," Micrococcales","BRD",1.26191544770207e-05,1.26191544770207e-05
"244"," Micrococcales_Incertae_Sedis","BRD",0.000112808921212038,0.000112808921212038
"245"," Microgenomatia","BRD",2.56481926229013e-06,2.56481926229013e-06
"246"," Micromonosporaceae","BRD",2.89467929496054e-06,2.89467929496054e-06
"247"," Microscillaceae","BRD",5.75465446235806e-06,5.75465446235806e-06
"248"," Microtrichaceae","BRD",4.68918353910173e-06,4.68918353910173e-06
"249"," Monoglobaceae","BRD",0.000130773834837774,0.000130773834837774
"250"," Moraxellaceae","BRD",0.357810170734496,0.357810170734496
"251"," Morganellaceae","BRD",0.000328506427444158,0.000328506427444158
