"","Phylum","Status","Abundance.average","overall.max"
"1"," Actinobacteriota","Healthy",0.0827716476020243,0.0827716476020243
"2"," Bacteroidota","Healthy",0.0616915673158753,0.0616915673158753
"3"," Firmicutes","Healthy",0.213812062189676,0.213812062189676
"4"," Proteobacteria","Healthy",0.628851230993418,0.628851230993418
