"","Phylum","Status","Abundance.average","overall.max"
"1"," Actinobacteriota","BRD",0.0763585740121906,0.0763585740121906
"2"," Bacteroidota","BRD",0.071111102137443,0.071111102137443
"3"," Firmicutes","BRD",0.21306277946008,0.21306277946008
"4"," Proteobacteria","BRD",0.622341328381775,0.622341328381775
