Name,ID,Status,State,Farm,Date.of.colleciton,RectaTemp,X16S.copies,Hscopy_log,HScopies,HSpre_abs,MBcopy_log,MBpre_abs,MBcopies,MHcopy_log,MHpre_abs,MHcopies,PMcopy_log,PMpre_abs,PMcopies,quality,HSRel,PMRel,MBRel,MHRel,BactABund,HSRelBact,PMRelBact,MBRelBact,MHRelBact,X16S_log
Beef 492,Beef492,BRD,IN,Farm3,9/10/20,103,475833620.5,6.62004881,4169162.38,1,2.826074803,0,670,3.217262793,1,1649.16,5.984134475,1,964127.51,Clean,0.008761807,0.002026186,1.41E-06,3.47E-06,5135609.05,0.811814595,0.187733821,0.000130462,0.000321123,8.677455125
Beef 493,Beef493,Healthy,IN,Farm3,9/10/20,103.1,77687626.79,7.068175781,11699728.43,1,4.48285744,1,30398.87,5.120656472,1,132025.09,6.115855977,1,1305737.8,Clean,0.150599637,0.016807539,0.000391296,0.001699435,13167890.19,0.888504404,0.099160745,0.00230856,0.01002629,7.89035186
Beef 494,Beef494,BRD,IN,Farm3,9/10/20,104.6,1.54E+11,7.41152133,25794156.47,1,6.810883537,1,6469690.98,6.146245915,1,1400380.05,4.73786774,1,54684.94,Clean,0.000167495,3.55E-07,4.20E-05,9.09E-06,33718912.44,0.764975932,0.001621788,0.191871283,0.041530997,11.18752072
Beef 495,Beef495,Healthy,IN,Farm3,9/10/20,103.4,411855875.3,5.86891223,739455.8176,1,4.782616648,1,60620.1,6.817938435,1,6575646.15,6.20196316,1,1592073.67,Clean,0.001795424,0.003865609,0.000147188,0.015965891,8967795.738,0.082456809,0.17753233,0.006759755,0.733251107,8.614745267
Beef 496,Beef496,Healthy,IN,Farm3,9/10/20,102.8,46275074.56,5.824901126,668191.7755,1,4.749239761,1,56135.78,6.545876469,1,3514604.57,4.327251012,1,21244.72,Clean,0.014439561,0.000459096,0.001213089,0.075950274,4260176.846,0.156846018,0.004986816,0.013176866,0.824990299,7.665347137
Beef 497,Beef497,BRD,IN,Farm3,9/10/20,102.5,3584980954,7.920023581,83180893.49,1,6.680731959,1,4794374.55,6.494203548,1,3120351.71,6.958834331,1,9095662.37,Clean,0.023202604,0.002537158,0.00133735,0.000870396,100191282.1,0.830220871,0.090782972,0.047852213,0.031143944,9.554486853
Beef 498,Beef498,BRD,IN,Farm3,9/10/20,103.2,96357275.04,4.458933671,28769.58987,1,2.826074803,0,670,5.572325395,1,373529.92,5.718132739,1,522555.88,Clean,0.000298572,0.005423108,6.95E-06,0.00387651,925525.3899,0.031084604,0.564604586,0.000723913,0.403586897,7.983884514
Beef 499,Beef499,BRD,IN,Farm3,9/30/20,104.6,1110199616,7.589423521,38852907.2,1,6.595681275,1,3941679.19,2.230448921,0,170,5.780022122,1,602590.28,Clean,0.034996326,0.000542777,0.003550424,1.53E-07,43397346.67,0.895283011,0.013885418,0.090827654,3.92E-06,9.045401073
Beef 5,Beef5,Healthy,TX,Farm1,3/4/21,102.5,6050353.62,4.567060631,36902.91141,1,2.826074803,0,670,2.230448921,0,170,3.258688133,1,1814.212408,Clean,0.006099298,0.000299852,0.000110737,2.81E-05,39557.12382,0.932901785,0.045863102,0.016937531,0.004297582,6.78178083
Beef 50,Beef50,BRD,TX,Farm1,3/18/21,104,12135712840,7.874026535,74821521.5,1,5.397458081,1,249722.7341,2.230448921,0,170,6.423048336,1,2648794.929,Clean,0.0061654,0.000218264,2.06E-05,1.40E-08,77720209.16,0.962703553,0.034081161,0.003213099,2.19E-06,10.08406529
Beef 500,Beef500,BRD,IN,Farm3,9/30/20,104.1,120850227.1,4.433939525,27160.61032,1,2.826074803,0,670,2.230448921,0,170,5.298347888,1,198768.65,Clean,0.000224746,0.001644752,5.54E-06,1.41E-06,226769.2603,0.119772011,0.876523783,0.002954545,0.000749661,8.082247474
Beef 501,Beef501,Healthy,IN,Farm3,9/30/20,102.7,102927528.2,5.878418071,755819.462,1,2.826074803,0,670,3.280885546,1,1909.35,5.176533985,1,150152.99,Clean,0.00734322,0.001458822,6.51E-06,1.86E-05,908551.802,0.831894737,0.165266295,0.000737437,0.002101531,8.012531548
Beef 502,Beef502,Healthy,IN,Farm3,9/30/20,103.1,36472842.95,4.957815677,90743.53147,1,3.322430187,1,2101.02,3.606601681,1,4042.05,5.095677022,1,124645.62,Clean,0.002487975,0.003417491,5.76E-05,0.000110824,221532.2215,0.409617756,0.562652327,0.009484038,0.018245879,7.561969629
Beef 503,Beef503,Healthy,IN,Farm3,9/30/20,102.9,236110018.1,5.790942342,617934.3569,1,3.169195212,1,1476.37,3.052893925,1,1129.52,6.328464611,1,2130416.96,Clean,0.002617146,0.009022984,6.25E-06,4.78E-06,2750957.207,0.224625216,0.774427517,0.000536675,0.000410592,8.373114416
Beef 504,Beef504,BRD,IN,Farm3,9/30/20,103.6,116272199.7,7.29672064,19802528.19,1,4.179004845,1,15100.97,4.922943381,1,83742.01,6.641305823,1,4378303.1,Clean,0.170311805,0.037655631,0.000129876,0.000720224,24279674.27,0.815601065,0.180327918,0.000621959,0.003449058,8.065475892
Beef 505,Beef505,Healthy,IN,Farm3,9/30/20,102.9,30016392.27,4.270579858,18645.75005,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Clean,0.000621186,6.33E-06,2.23E-05,5.66E-06,19675.75005,0.947651297,0.009656557,0.034052069,0.008640077,7.477358507
Beef 506,Beef506,Healthy,IN,Farm3,9/30/20,103,73610460.98,6.644055054,4406107.147,1,3.462045927,1,2897.65,3.036061707,1,1086.58,5.001663069,1,100383.67,Dirty,0.059857079,0.001363715,3.94E-05,1.48E-05,4510475.047,0.976860996,0.022255676,0.000642427,0.000240901,7.866939543
Beef 507,Beef507,BRD,IN,Farm3,9/30/20,106.5,491371131.7,6.965345029,9233046.628,1,5.052811559,1,112930.58,2.230448921,0,170,5.386515927,1,243509.51,Clean,0.018790373,0.000495571,0.000229827,3.46E-07,9589656.718,0.962813049,0.025392933,0.01177629,1.77E-05,8.691409639
Beef 508,Beef508,Healthy,IN,Farm3,9/30/20,102.9,149139248.8,4.784452579,60876.90695,1,4.642646905,1,43918.44,2.230448921,0,170,6.471537089,1,2961672.88,Dirty,0.000408188,0.01985844,0.000294479,1.14E-06,3066638.227,0.019851349,0.965771852,0.014321363,5.54E-05,8.173591954
Beef 509,Beef509,Healthy,IN,Farm3,9/30/20,102.5,28722690.39,7.19068755,15512705.59,1,2.826074803,0,670,2.230448921,0,170,4.808545717,1,64349.58,Clean,0.540085395,0.002240374,2.33E-05,5.92E-06,15577895.17,0.995815251,0.004130826,4.30E-05,1.09E-05,7.458225132
Beef 51,Beef51,Healthy,TX,Farm1,3/16/21,102.7,230,5.126524509,133821.0734,1,2.826074803,0,670,2.230448921,0,170,3.954398641,1,9003.236132,Clean,581.8307539,39.14450492,2.913043478,0.739130435,143664.3095,0.931484471,0.062668565,0.00466365,0.001183314,2.36361198
Beef 510,Beef510,BRD,IN,Farm3,9/30/20,103.3,982112330.9,6.462276162,2899186.555,1,6.023302748,1,1055122.17,5.388493382,1,244620.8,5.557139929,1,360694.84,Clean,0.002951991,0.000367264,0.00107434,0.000249076,4559624.365,0.635838903,0.079106262,0.231405503,0.053649332,8.992161164
Beef 511,Beef511,BRD,IN,Farm3,9/30/20,103.9,160391990.1,6.445007023,2786166.225,1,4.581180462,1,38122.42,4.771904011,1,59143.09,5.872222047,1,745112.84,Clean,0.017370981,0.004645574,0.000237683,0.000368741,3628544.575,0.767846768,0.205347578,0.010506256,0.016299397,8.205182679
Beef 512,Beef512,Healthy,IN,Farm3,10/14/20,102.7,330885647.5,6.129146027,1346312.961,1,2.826074803,0,670,5.414576455,1,259762.5,5.43221182,1,270527.75,Clean,0.004068816,0.000817587,2.02E-06,0.000785052,1877273.211,0.717164104,0.144106755,0.000356901,0.13837224,8.519677931
Beef 513,Beef513,BRD,IN,Farm3,10/14/20,103.4,302944388.9,6.959510204,9109828.551,1,5.574280956,1,375215.66,2.230448921,0,170,3.731346169,1,5386.99,Clean,0.03007096,1.78E-05,0.001238563,5.61E-07,9490601.201,0.959878975,0.000567613,0.0395355,1.79E-05,8.481362914
Beef 514,Beef514,BRD,IN,Farm3,10/14/20,104.7,86543268.47,5.449790928,281702.6473,1,2.826074803,0,670,4.853759216,1,71410.03,5.45479902,1,284969.92,Clean,0.00325505,0.003292803,7.74E-06,0.000825137,638752.5973,0.441019964,0.446135047,0.001048919,0.11179607,7.937233298
Beef 515,Beef515,Healthy,IN,Farm3,10/14/20,103.3,226090677.5,5.708943681,511615.4848,1,2.826074803,0,670,2.230448921,0,170,5.183467097,1,152569.28,Clean,0.002262877,0.000674815,2.96E-06,7.52E-07,665024.7648,0.769317944,0.229418945,0.001007481,0.00025563,8.354282657
Beef 516,Beef516,Healthy,IN,Farm3,10/14/20,102.7,133043208.3,5.180731612,151611.3141,1,2.826074803,0,670,5.779475355,1,601832.11,4.185828757,1,15340.12,Clean,0.001139564,0.000115302,5.04E-06,0.004523584,769453.5441,0.197037645,0.019936382,0.000870748,0.782155225,8.123992712
Beef 517,Beef517,BRD,IN,Farm3,10/14/20,105.2,1496127378,6.65806765,4550589.392,1,4.577807984,1,37827.53,5.906382494,1,806088.07,5.665698722,1,463125.53,Clean,0.003041579,0.00030955,2.53E-05,0.000538783,5857630.522,0.776865215,0.07906363,0.006457821,0.137613335,9.174968571
Beef 518,Beef518,Healthy,IN,Farm3,10/14/20,105.4,2.61E+11,5.370495586,234690.5411,1,2.826074803,0,670,2.230448921,0,170,4.689663965,1,48940,Clean,8.99E-07,1.88E-07,2.57E-09,6.51E-10,284470.5411,0.825008242,0.172038904,0.002355253,0.000597601,11.41664051
Beef 519,Beef519,Healthy,IN,Farm3,10/28/20,103.6,71207305.46,5.917064934,826161.4657,1,5.902652285,1,799194.13,5.976924674,1,948253.98,5.596999451,1,395366.12,Clean,0.011602201,0.005552325,0.011223485,0.013316808,2968975.696,0.278264813,0.133165832,0.269181769,0.319387586,7.852524558
Beef 52,Beef52,BRD,TX,Farm1,3/18/21,105.1,543372008.4,7.616368422,41339804.88,1,5.76535137,1,582574.3642,2.230448921,0,170,4.287959341,1,19407.04178,Clean,0.076080115,3.57E-05,0.001072146,3.13E-07,41941956.29,0.985643221,0.000462712,0.013890014,4.05E-06,8.735097263
Beef 520,Beef520,BRD,IN,Farm3,10/28/20,107.4,35873400.24,7.029578493,10704798.4,1,6.503633144,1,3188843.05,4.775477336,1,59631.72,4.804112024,1,63695.98,Clean,0.2984049,0.001775577,0.088891575,0.001662282,14016969.15,0.763702787,0.004544205,0.227498756,0.004254252,7.554772555
Beef 521,Beef521,Healthy,IN,Farm3,10/28/20,102.5,40663944.05,3.283195397,1919.53218,1,4.559075646,1,36230.61,2.230448921,0,170,5.60985542,1,407244.68,Clean,4.72E-05,0.010014884,0.000890976,4.18E-06,445564.8222,0.004308087,0.913996482,0.081313892,0.000381538,7.60920951
Beef 522,Beef522,BRD,IN,Farm3,10/28/20,104.9,20785446.07,2.937214288,865.394814,1,4.969362228,1,93188.48,5.413104371,1,258883.5,5.373834689,1,236501.93,Clean,4.16E-05,0.011378247,0.004483352,0.012455037,589439.3048,0.001468166,0.401232032,0.158096821,0.439202981,7.31775937
Beef 523,Beef523,Healthy,IN,Farm3,10/28/20,103.4,31104071.4,2.49225804,310.6404737,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Dirty,9.99E-06,6.11E-06,2.15E-05,5.47E-06,1340.640474,0.231710499,0.141723306,0.499761131,0.126805063,7.492817254
Beef 524,Beef524,Healthy,IN,Farm3,10/28/20,NA,1140970636,5.138361445,137518.6009,1,2.826074803,0,670,2.230448921,0,170,5.790698307,1,617587.23,Dirty,0.000120528,0.000541282,5.87E-07,1.49E-07,755945.8309,0.181915946,0.816972863,0.000886307,0.000224884,9.057274468
Beef 525,Beef525,BRD,IN,Farm3,10/28/20,106.2,61842992.77,7.084327563,12143043.84,1,5.892741281,1,781162.31,4.55160234,1,35612.49,6.104916096,1,1273257.07,Dirty,0.196352785,0.020588542,0.012631379,0.000575853,14233075.71,0.853156696,0.089457619,0.054883591,0.002502094,7.791290505
Beef 526,Beef526,BRD,IN,Farm3,10/28/20,106,248682454.3,6.33800682,2177743.973,1,4.389414536,1,24514.02,4.953144723,1,89772.79,6.059891378,1,1147866.49,Dirty,0.008757128,0.004615792,9.86E-05,0.000360994,3439897.273,0.633084014,0.333692084,0.007126381,0.026097521,8.395645147
Beef 527,Beef527,Healthy,IN,Farm3,10/28/20,103.3,17757361.45,2.278753601,190,0,2.826074803,0,670,2.230448921,0,170,5.745914714,1,557076.34,Dirty,1.07E-05,0.031371572,3.77E-05,9.57E-06,558106.34,0.000340437,0.998154474,0.001200488,0.000304601,7.249378459
Beef 528,Beef528,BRD,IN,Farm3,11/4/20,104.1,7477736.75,2.278753601,190,0,2.826074803,0,670,5.99227411,1,982367.78,3.494601187,1,3123.21,Dirty,2.54E-05,0.000417668,8.96E-05,0.131372341,986350.99,0.000192629,0.003166429,0.000679271,0.995961671,6.87377023
Beef 529,Beef529,Healthy,IN,Farm3,11/4/20,102.7,40784085.92,3.857586166,7204.206724,1,4.332342096,1,21495.23,3.874917054,1,7497.51,5.46194857,1,289700.05,Dirty,0.000176643,0.007103262,0.000527049,0.000183834,325896.9967,0.022105778,0.888931328,0.065957128,0.023005766,7.610490744
Beef 53,Beef53,Healthy,TX,Farm1,3/15/21,103,2.54E+11,5.061657472,115254.3888,1,2.826074803,0,670,3.47776406,1,3004.443632,3.421976615,1,2642.266476,Dirty,4.54E-07,1.04E-08,2.64E-09,1.18E-08,121571.0989,0.948041022,0.021734331,0.005511178,0.024713469,11.40483372
Beef 530,Beef530,BRD,IN,Farm3,11/4/20,105.6,34582234.2,3.574524598,3754.262174,1,4.990625403,1,97864.55,5.995728523,1,990212.77,5.580159167,1,380328.76,Dirty,0.00010856,0.010997808,0.002829908,0.028633568,1472160.342,0.002550172,0.258347375,0.066476828,0.672625625,7.53885306
Beef 531,Beef531,BRD,IN,Farm3,11/4/20,104.6,38747282.32,6.760016265,5754614.882,1,5.948564028,1,888308.93,4.154936789,1,14286.86,5.947430178,1,885992.77,Dirty,0.148516607,0.022865933,0.022925709,0.000368719,7543203.442,0.762887403,0.11745577,0.117762823,0.001894004,7.588241258
Beef 532,Beef532,Healthy,IN,Farm3,11/4/20,102.2,48828715.51,6.622546204,4193206.053,1,2.826074803,0,670,4.262511365,1,18302.54,6.128722501,1,1345000.67,Dirty,0.085875821,0.027545281,1.37E-05,0.000374831,5557179.263,0.754556557,0.242029383,0.000120565,0.003293495,7.688675309
Beef 533,Beef533,Healthy,IN,Farm3,11/4/20,103.4,13915064.83,4.744455759,55520.80554,1,2.826074803,0,670,2.230448921,0,170,5.269000829,1,185780.8,Dirty,0.003989978,0.013351055,4.81E-05,1.22E-05,242141.6055,0.229290648,0.767240308,0.002766976,0.000702069,7.143485265
Beef 534,Beef534,BRD,IN,Farm3,11/4/20,104.1,4.63E+12,7.839570261,69114673.62,1,6.475685414,1,2990097.94,5.783276292,1,607122.45,6.249640024,1,1776806.05,Dirty,1.49E-05,3.84E-07,6.46E-07,1.31E-07,74488700.06,0.927854474,0.023853364,0.040141631,0.008150531,12.66558099
Beef 535,Beef535,Healthy,IN,Farm3,11/4/20,102.9,260220433,5.942397567,875785.1302,1,3.389662138,1,2452.8,5.118428027,1,131349.38,5.013103791,1,103063.24,Dirty,0.003365551,0.000396061,9.43E-06,0.000504762,1112650.55,0.787116072,0.09262858,0.002204466,0.118050883,8.415341397
Beef 536,Beef536,BRD,IN,Farm3,11/4/20,105.1,151065545.1,5.22714329,168710.9575,1,4.188462456,1,15433.43,4.447981324,1,28053.13,5.187374756,1,153948.25,Dirty,0.001116806,0.001019082,0.000102164,0.000185702,366145.7675,0.460775386,0.420456178,0.042151054,0.076617382,8.179165425
Beef 537,Beef537,Healthy,IN,Farm3,11/11/20,102.9,15453924.63,5.289308445,194674.2208,1,3.968991662,1,9310.9,5.111616192,1,129305.26,5.723633852,1,529217.08,Dirty,0.012597073,0.034244834,0.000602494,0.008367147,862507.4608,0.225707289,0.613579713,0.010795153,0.149917845,7.189038818
Beef 538,Beef538,BRD,IN,Farm3,11/11/20,106.5,2929162.17,5.877018389,753387.4633,1,4.824465519,1,66752.19,4.109111607,1,12856.17,4.300954856,1,19996.54,Dirty,0.257202374,0.00682671,0.022788834,0.004389026,852992.3633,0.883228849,0.023442812,0.078256492,0.015071847,6.466743565
Beef 539,Beef539,Healthy,IN,Farm3,11/11/20,106.6,188202144.7,5.952401269,896192.4261,1,3.95409048,1,8996.85,5.515975322,1,328076.65,6.04298115,1,1104030.7,Dirty,0.004761861,0.005866196,4.78E-05,0.001743214,2337296.626,0.38343119,0.472353696,0.003849255,0.14036586,8.274624571
Beef 540,Beef540,Healthy,IN,Farm3,11/11/20,102.9,10689216.52,5.587333958,386664.1949,1,2.826074803,0,670,2.230448921,0,170,4.269667255,1,18606.61,Dirty,0.036173296,0.00174069,6.27E-05,1.59E-05,406110.8049,0.952115015,0.045816584,0.001649796,0.000418605,7.028945915
Beef 541,Beef541,Healthy,IN,Farm3,11/11/20,103.8,350946213.4,3.724116778,5298.058849,1,4.410474724,1,25732.07,2.230448921,0,170,4.989821301,1,97683.52,Dirty,1.51E-05,0.000278343,7.33E-05,4.84E-07,128883.6488,0.0411073,0.757920193,0.199653488,0.001319019,8.545240562
Beef 542,Beef542,BRD,IN,Farm3,11/11/20,104.4,78215574.15,6.284006373,1923119.951,1,5.581601936,1,381594.35,5.658063213,1,455054.29,6.144803072,1,1395735.33,Dirty,0.02458743,0.017844724,0.004878752,0.00581795,4155503.921,0.462788626,0.335876312,0.091828658,0.109506404,7.893293243
Beef 543,Beef543,Healthy,IN,Farm3,11/11/20,103.2,408908380.3,5.534228033,342159.0511,1,6.756151364,1,5703630.26,2.230448921,0,170,5.720260048,1,525121.8,Dirty,0.000836762,0.001284204,0.013948431,4.16E-07,6571081.111,0.052070435,0.079914065,0.86798963,2.59E-05,8.611626012
Beef 544,Beef544,Healthy,IN,Farm3,11/11/20,104,38502304.75,6.471243132,2959668.918,1,4.271435921,1,18682.54,4.897362531,1,78951.89,5.60817225,1,405669.4,Dirty,0.076869916,0.010536237,0.000485232,0.002050576,3462972.748,0.854661337,0.117144843,0.005394943,0.022798877,7.585486738
Beef 545,Beef545,BRD,IN,Farm3,11/11/20,104.8,35660454.22,7.081068049,12052247.7,1,5.605049427,1,402762.87,4.370260989,1,23456.38,5.332755985,1,215157.25,Dirty,0.337972355,0.006033497,0.011294384,0.00065777,12693624.2,0.949472547,0.016950025,0.031729541,0.001847887,7.552186883
Beef 546,Beef546,Healthy,IN,Farm3,11/18/20,103.7,164343930.8,3.409355216,2566.582422,1,2.826074803,0,670,2.230448921,0,170,4.461489523,1,28939.4,Dirty,1.56E-05,0.00017609,4.08E-06,1.03E-06,32345.98242,0.079347796,0.894682982,0.020713546,0.005255676,8.215753673
Beef 547,Beef547,Healthy,IN,Farm3,11/18/20,102.5,57314414.89,6.530182242,3389863.744,1,6.692877929,1,4930352.03,2.230448921,0,170,6.459390597,1,2879987.46,Dirty,0.059145047,0.05024892,0.086022897,2.97E-06,11200373.23,0.30265632,0.257133169,0.440195333,1.52E-05,7.758263871
Beef 548,Beef548,Healthy,IN,Farm3,11/18/20,103.6,223685399.7,4.168157353,14728.46044,1,4.940271777,1,87150.88,4.562476895,1,36515.47,6.275352835,1,1885180.05,Dirty,6.58E-05,0.008427819,0.000389614,0.000163245,2023574.86,0.007278436,0.931608752,0.043067782,0.01804503,8.34963764
Beef 549,Beef549,Healthy,IN,Farm3,11/18/20,103.3,8940077.77,3.478451717,3009.204601,1,2.826074803,0,670,4.255084994,1,17992.23,5.71260824,1,515950.74,Dirty,0.000336597,0.057712109,7.49E-05,0.002012536,537622.1746,0.005597248,0.959690214,0.001246228,0.033466309,6.951341345
Beef 550,Beef550,Healthy,IN,Farm3,11/18/20,102.4,17955854.51,4.705708519,50781.85008,1,5.761893642,1,577954.49,2.230448921,0,170,6.210893009,1,1625148.34,Dirty,0.00282815,0.090507992,0.032187524,9.47E-06,2254054.68,0.022529112,0.720988871,0.256406597,7.54E-05,7.254206102
Beef 551,Beef551,BRD,IN,Farm3,11/18/20,105.2,7.24E+11,3.466326861,2926.353995,1,5.685494398,1,484723.86,2.230448921,0,170,7.031047095,1,10741058.82,Dirty,4.04E-09,1.48E-05,6.70E-07,2.35E-10,11228879.03,0.00026061,0.956556642,0.043167609,1.51E-05,11.85973857
Beef 552,Beef552,Healthy,IN,Farm3,11/18/20,102.5,56280968.14,5.345193197,221407.9429,1,4.222117148,1,16676.97,4.542853549,1,34902.26,5.885808833,1,768791.96,Dirty,0.003933975,0.013659892,0.000296316,0.000620143,1041779.133,0.212528679,0.737960606,0.016008163,0.033502552,7.750361567
Beef 553,Beef553,BRD,IN,Farm3,11/18/20,104.8,1064023600,6.940979604,8729303.725,1,6.219079513,1,1656073.14,4.050461348,1,11232.11,3.926203491,1,8437.3,Dirty,0.008204051,7.93E-06,0.001556425,1.06E-05,10405046.28,0.838949054,0.000810885,0.159160574,0.001079487,9.026951261
Beef 554,Beef554,Healthy,IN,Farm3,11/18/20,102.9,104566185.7,6.430370508,2693832.002,1,5.0200118,1,104715.7,3.766585341,1,5842.32,6.153521383,1,1424037.36,Dirty,0.02576198,0.013618526,0.00100143,5.59E-05,4228427.382,0.637076567,0.336777064,0.024764692,0.001381677,8.019391271
Beef 555,Beef555,BRD,IN,Farm3,11/18/20,105.8,335480067.9,4.914067611,82047.92669,1,2.826074803,0,670,4.980508178,1,95611.07,6.589527272,1,3886219.01,Dirty,0.000244569,0.011584053,2.00E-06,0.000284998,4064548.007,0.020186236,0.95612575,0.00016484,0.023523174,8.525666724
Beef 556,Beef556,Healthy,IN,Farm3,12/2/20,103.7,17970497.91,3.661980336,4591.772214,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Dirty,0.000255517,1.06E-05,3.73E-05,9.46E-06,5621.772214,0.816783754,0.033797172,0.1191795,0.030239575,7.254560134
Beef 557,Beef557,BRD,IN,Farm3,12/2/20,103,608892924.7,7.376363038,23788279.79,1,6.726289013,1,5324624.83,4.407307947,1,25545.12,6.084547267,1,1214918.84,Dirty,0.039068084,0.001995291,0.008744764,4.20E-05,30353368.58,0.783711361,0.040025832,0.175421216,0.000841591,8.784540928
Beef 558,Beef558,Healthy,IN,Farm3,12/2/20,102.9,21003857.39,6.92477996,8409689.486,1,3.814043723,1,6516.94,3.587649239,1,3869.45,6.354559412,1,2262348.01,Dirty,0.400387859,0.107711073,0.000310273,0.000184226,10682423.89,0.787245439,0.211782273,0.000610062,0.000362226,7.322299082
Beef 559,Beef559,Healthy,IN,Farm3,12/2/20,103.5,106927258,5.981140424,957503.6178,1,2.826074803,0,670,2.230448921,0,170,3.414127321,1,2594.94,Dirty,0.00895472,2.43E-05,6.27E-06,1.59E-06,960938.5578,0.996425432,0.002700422,0.000697235,0.00017691,8.029088434
Beef 56,Beef56,Healthy,TX,Farm1,3/23/21,101.8,166569187.9,7.501026988,31697644.34,1,2.826074803,0,670,2.230448921,0,170,6.636315666,1,4328283.166,Dirty,0.190297166,0.025984897,4.02E-06,1.02E-06,36026767.51,0.879835926,0.120140758,1.86E-05,4.72E-06,8.221594671
Beef 560,Beef560,BRD,IN,Farm3,12/2/20,104,56378457.97,6.551931895,3563952.403,1,2.826074803,0,670,2.230448921,0,170,5.853180515,1,713149.39,Dirty,0.06321479,0.012649324,1.19E-05,3.02E-06,4277941.793,0.833099789,0.166703855,0.000156617,3.97E-05,7.751113201
Beef 561,Beef561,BRD,IN,Farm3,12/2/20,104.9,831889037.2,7.45952467,28808766.92,1,6.465584806,1,2921358.17,4.089281115,1,12282.34,5.830554841,1,676947.27,Dirty,0.03463054,0.000813747,0.003511716,1.48E-05,32419354.7,0.888628635,0.020880961,0.090111546,0.000378858,8.920065402
Beef 562,Beef562,Healthy,IN,Farm3,12/2/20,102.5,19688076.92,5.612259679,409505.4431,1,4.587949144,1,38721.23,4.492815824,1,31103.97,4.248551205,1,17723.57,Dirty,0.020799667,0.000900218,0.001966735,0.001579838,497054.2131,0.823864746,0.035657217,0.077901422,0.062576615,7.29420332
Beef 563,Beef563,Healthy,IN,Farm3,12/2/20,104.9,78315943.44,5.000200738,100046.2324,1,2.826074803,0,670,2.230448921,0,170,4.701462205,1,50287.75,Dirty,0.00127747,0.000642114,8.56E-06,2.17E-06,151173.9824,0.661795309,0.332648179,0.00443198,0.001124532,7.89385019
Beef 564,Beef564,BRD,IN,Farm3,12/2/20,103.8,620933353.5,6.677395818,4757686.459,1,5.753627696,1,567058.28,5.460916822,1,289012.63,6.335689171,1,2166153.21,Dirty,0.007662153,0.003488544,0.000913235,0.000465449,7779910.579,0.611534851,0.278429063,0.072887506,0.03714858,8.793044989
Beef 565,Beef565,Healthy,IN,Farm3,12/2/20,103,1148807162,7.316841689,20741572.99,1,2.826074803,0,670,2.440783181,1,275.92,6.771362446,1,5906938.45,Dirty,0.018054878,0.005141802,5.83E-07,2.40E-07,26649457.36,0.77831127,0.221653236,2.51E-05,1.04E-05,9.060247135
Beef 566,Beef566,Healthy,IN,Farm3,12/2/20,102,88328042.68,5.11224917,129493.858,1,5.606814734,1,404403.34,2.230448921,0,170,6.37459368,1,2369156.12,Dirty,0.001466056,0.026822242,0.004578425,1.92E-06,2903223.318,0.044603478,0.816043363,0.139294603,5.86E-05,7.946098612
Beef 567,Beef567,BRD,IN,Farm3,12/2/20,102.7,1.50E+12,5.390952529,246009.8688,1,4.752474846,1,56555.5,2.230448921,0,170,4.824282659,1,66724.09,Dirty,1.64E-07,4.45E-08,3.77E-08,1.13E-10,369459.4588,0.665864313,0.18059922,0.153076335,0.000460132,12.17609126
Beef 57,Beef57,BRD,TX,Farm1,3/22/21,105.7,12413239688,7.65754421,45451080.27,1,6.217532878,1,1650185.924,5.756108268,1,570306.4294,6.855424072,1,7168430.389,Dirty,0.0036615,0.000577483,0.000132938,4.59E-05,54840003.01,0.82879427,0.130715354,0.030090916,0.01039946,10.09388514
Beef 58,Beef58,BRD,TX,Farm1,3/23/21,104.9,4877435639,7.884227692,76599809.89,1,5.363742793,1,231069.5897,3.824021785,1,6668.402185,5.613826152,1,410985.1704,Dirty,0.015704935,8.43E-05,4.74E-05,1.37E-06,77248533.05,0.99160213,0.005320297,0.002991249,8.63E-05,9.688191547
Beef 59,Beef59,Healthy,TX,Farm1,3/22/21,102.3,176590835.8,4.123808524,13298.67965,1,2.826074803,0,670,2.230448921,0,170,4.19144345,1,15539.72934,Dirty,7.53E-05,8.80E-05,3.79E-06,9.63E-07,29678.40899,0.448092742,0.523603854,0.022575334,0.00572807,8.246968165
Beef 6,Beef6,BRD,TX,Farm1,3/9/21,105.5,233129209.1,6.795929207,6250707.943,1,4.580358162,1,38050.30675,2.230448921,0,170,5.032574021,1,107788.8952,Dirty,0.026812204,0.000462357,0.000163216,7.29E-07,6396717.145,0.977174354,0.016850658,0.005948412,2.66E-05,8.367596692
Beef 60,Beef60,Healthy,TX,Farm1,3/24/21,101.1,116347,5.315312117,206686.503,1,2.826074803,0,670,5.731864957,1,539342.8884,4.627614162,1,42424.24891,Dirty,1.776466114,0.364635521,0.005758636,4.635640699,789123.6403,0.261919036,0.053761219,0.000849043,0.683470702,5.065758922
Beef 61,Beef61,Healthy,TX,Farm1,3/23/21,102,678889315.5,6.113864505,1299764.002,1,2.826074803,0,670,6.38432624,1,2422848.397,4.415742139,1,26046.06612,Dirty,0.001914545,3.84E-05,9.87E-07,0.003568842,3749328.465,0.346665813,0.006946862,0.000178699,0.646208626,8.831798974
