Name,ID,Status,State,Farm,Date.of.colleciton,RectaTemp,X16S.copies,Hscopy_log,HScopies,HSpre_abs,MBcopy_log,MBpre_abs,MBcopies,MHcopy_log,MHpre_abs,MHcopies,PMcopy_log,PMpre_abs,PMcopies,quality,HSRel,PMRel,MBRel,MHRel,BactABund,HSRelBact,PMRelBact,MBRelBact,MHRelBact,X16S_log
Beef 63,Beef63,BRD,TX,Farm1,3/24/21,104.4,2.37E+11,7.418395918,26205709.22,1,4.796532655,1,62593.99277,5.574810464,1,375673.4157,5.901318733,1,796743.8747,Dirty,0.000110573,3.36E-06,2.64E-07,1.59E-06,27440720.5,0.954993482,0.029035093,0.002281062,0.013690363,11.37474835
Beef 64,Beef64,BRD,TX,Farm1,3/23/21,104.8,28090149.45,7.5473474,35265285.19,1,6.159026938,1,1442204.803,3.931535599,1,8541.528596,6.026909929,1,1063922.343,Dirty,1.255432452,0.037875282,0.051342012,0.000304076,37779953.86,0.933439075,0.028161028,0.038173811,0.000226086,7.448554065
Beef 65,Beef65,Healthy,TX,Farm1,3/23/21,102.3,172190147.7,5.402580426,252685.5608,1,3.441971382,1,2766.759323,3.43929098,1,2749.735875,3.861250275,1,7265.245183,Dirty,0.00146748,4.22E-05,1.61E-05,1.60E-05,265467.3012,0.951851922,0.027367759,0.010422223,0.010358096,8.236008301
Beef 66 ,Beef66,Healthy,TX,Farm1,3/30/21,102.4,671295831,6.70140463,5028108.375,1,2.826074803,0,670,3.190006499,1,1548.839797,2.278753601,0,190,Dirty,0.007490153,2.83E-07,9.98E-07,2.31E-06,5030517.215,0.999521155,3.78E-05,0.000133187,0.000307889,8.826913951
Beef 67,Beef67,Healthy,TX,Farm1,3/30/21,102.3,174632784.7,4.469819135,29499.80433,1,2.826074803,0,670,2.230448921,0,170,4.712141326,1,51539.63348,Dirty,0.000168925,0.000295131,3.84E-06,9.73E-07,81879.43781,0.360283425,0.629457589,0.008182763,0.002076223,8.242125782
Beef 68,Beef68,Healthy,TX,Farm1,3/29/21,102.4,323068904,6.140595525,1382278.412,1,5.570992651,1,372385.4051,4.672537671,1,47047.62132,4.797373933,1,62715.36193,Dirty,0.004278587,0.000194124,0.00115265,0.000145627,1864426.8,0.741395914,0.033637878,0.199731845,0.025234362,8.50929516
Beef 69,Beef69,BRD,TX,Farm1,3/30/21,105.5,8214788325,6.956844657,9054086.874,1,5.642389732,1,438924.4076,5.385080203,1,242705.8271,6.419200263,1,2625428.909,Dirty,0.001102169,0.000319598,5.34E-05,2.95E-05,12361146.02,0.732463387,0.212393649,0.035508391,0.019634573,9.914596377
Beef 7,Beef7,BRD,TX,Farm1,3/8/21,107,5936663.61,7.28010273,19059114.96,1,5.451997518,1,283137.5811,3.937859941,1,8666.82328,5.303032045,1,200924.106,Dirty,3.21040844,0.033844617,0.047693048,0.001459881,19551843.47,0.974798872,0.010276479,0.014481375,0.000443274,6.773542514
Beef 71,Beef71,BRD,TX,Farm1,3/30/21,104,551265140.8,7.10032398,12598649.1,1,5.051380567,1,112559.0884,2.230448921,0,170,4.641469982,1,43799.58366,Dirty,0.022854065,7.95E-05,0.000204183,3.08E-07,12755177.77,0.987728225,0.003433867,0.00882458,1.33E-05,8.741360532
Beef 78,Beef78,BRD,CO,Farm2,4/9/21,105.4,262442154.6,3.360376914,2292.856708,1,2.826074803,0,670,3.856234264,1,7181.815824,2.278753601,0,190,Dirty,8.74E-06,7.24E-07,2.55E-06,2.74E-05,10334.67253,0.221860606,0.018384714,0.064830308,0.694924372,8.419033596
Beef 79,Beef79,BRD,CO,Farm2,4/9/21,104.2,1504102009,7.141571727,13853889.76,1,4.446867198,1,27981.25556,3.247516346,1,1768.138764,6.117740007,1,1311414.578,Dirty,0.009210738,0.000871892,1.86E-05,1.18E-06,15195053.73,0.911736806,0.08630536,0.001841471,0.000116363,9.177277292
Beef 8,Beef8,Healthy,TX,Farm1,3/10/21,102.7,75293082.68,6.106886361,1279046.58,1,3.52923448,1,3382.474103,2.230448921,0,170,3.483697506,1,3045.772811,Dirty,0.016987571,4.05E-05,4.49E-05,2.26E-06,1285644.827,0.994867753,0.002369062,0.002630955,0.000132229,7.876755084
Beef 80,Beef80,Healthy,CO,Farm2,4/9/21,103.1,1687040548,4.306192997,20239.18391,1,2.826074803,0,670,2.230448921,0,170,3.384809303,1,2425.544815,Dirty,1.20E-05,1.44E-06,3.97E-07,1.01E-07,23504.72873,0.861068602,0.103193908,0.028504902,0.007232587,9.227125521
Beef 81,Beef81,BRD,CO,Farm2,4/9/21,105.4,2301994995,5.226060882,168290.9963,1,3.964100712,1,9206.630478,4.342681569,1,22013.1184,5.7208249,1,525805.2279,Dirty,7.31E-05,0.000228413,4.00E-06,9.56E-06,725315.9731,0.23202439,0.724932646,0.012693269,0.030349695,9.362104375
Beef 82,Beef82,BRD,CO,Farm2,4/9/21,104.4,10762635.78,5.999402644,998625.4814,1,2.826074803,0,670,2.230448921,0,170,6.184398256,1,1528967.508,Dirty,0.092786331,0.142062552,6.23E-05,1.58E-05,2528432.989,0.394958255,0.604709523,0.000264986,6.72E-05,7.031918684
Beef 83,Beef83,Healthy,CO,Farm2,4/9/21,103.3,420919757.4,5.977361773,949208.8377,1,2.826074803,0,670,2.230448921,0,170,7.526201069,1,33589308.95,Dirty,0.002255083,0.079799792,1.59E-06,4.04E-07,34539357.79,0.027481948,0.972493732,1.94E-05,4.92E-06,8.624199312
Beef 84,Beef84,Healthy,CO,Farm2,4/9/21,103.3,3089231185,5.674337487,472430.0201,1,4.866429338,1,73524.03575,2.230448921,0,170,5.066468038,1,116538.1282,Dirty,0.000152928,3.77E-05,2.38E-05,5.50E-08,662662.1841,0.712927388,0.175863556,0.110952515,0.000256541,9.48985041
Beef 86,Beef86,Healthy,CO,Farm2,4/9/21,103.1,342551418.2,6.101831903,1264246.916,1,3.382553608,1,2412.979365,3.833572038,1,6816.666359,3.287604739,1,1939.12024,Dirty,0.003690678,5.66E-06,7.04E-06,1.99E-05,1275415.682,0.991243039,0.001520383,0.001891916,0.005344662,8.534725771
Beef 87,Beef87,BRD,CO,Farm2,4/9/21,104.7,285975197.2,6.78264646,6062426.134,1,2.826074803,0,670,4.931899433,1,85486.87329,2.278753601,0,190,Dirty,0.021199133,6.64E-07,2.34E-06,0.000298931,6148773.007,0.985957056,3.09E-05,0.000108965,0.013903078,8.45632837
Beef 88,Beef88,BRD,CO,Farm2,4/9/21,102.6,914626692.8,6.35838211,2282349.292,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Dirty,0.002495389,2.08E-07,7.33E-07,1.86E-07,2283379.292,0.999548914,8.32E-05,0.000293425,7.45E-05,8.961243872
Beef 89,Beef89,Healthy,CO,Farm2,4/9/21,103.1,425211930,3.78755736,6131.367676,1,2.826074803,0,670,2.230448921,0,170,4.851720956,1,71075.66894,Dirty,1.44E-05,0.000167154,1.58E-06,4.00E-07,78047.03662,0.078559904,0.910677356,0.008584567,0.002178174,8.628605442
Beef 9,Beef9,BRD,TX,Farm1,3/11/21,104.4,413666687.7,7.463862545,29097960.16,1,5.531327607,1,339881.563,5.147917378,1,140578.0058,2.278753601,0,190,Dirty,0.07034156,4.59E-07,0.000821631,0.000339834,29578609.73,0.983750096,6.42E-06,0.011490789,0.004752691,8.61665055
Beef 90,Beef90,BRD,CO,Farm2,4/9/21,103.5,1710433687,6.896758746,7884220.218,1,3.76794126,1,5860.588929,2.230448921,0,170,2.278753601,0,190,Dirty,0.004609486,1.11E-07,3.43E-06,9.94E-08,7890440.807,0.99921163,2.41E-05,0.000742745,2.15E-05,9.233106242
Beef 91,Beef91,Healthy,CO,Farm2,4/9/21,103.6,1336070644,3.997924134,9952.315463,1,2.826074803,0,670,2.230448921,0,170,4.336721648,1,21713.09079,Dirty,7.45E-06,1.63E-05,5.01E-07,1.27E-07,32505.40625,0.30617416,0.667983985,0.020611956,0.005229899,9.125829422
Beef 92,Beef92,Healthy,CO,Farm2,4/9/21,103.1,925632656.8,3.983763523,9633.043529,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Dirty,1.04E-05,2.05E-07,7.24E-07,1.84E-07,10663.04353,0.90340469,0.017818552,0.062833843,0.015942915,8.966438669
Beef 93 ,Beef93,Healthy,CO,Farm2,4/9/21,103.8,544171218.2,6.530342846,3391117.562,1,5.828293138,1,673431.0522,2.230448921,0,170,2.278753601,0,190,Dirty,0.006231711,3.49E-07,0.001237535,3.12E-07,4064908.614,0.834242017,4.67E-05,0.16566942,4.18E-05,8.735735569
Beef 94,Beef94,Healthy,CO,Farm2,4/9/21,102.2,2249956009,4.274736157,18825.05079,1,2.826074803,0,670,4.375357336,1,23733.25669,6.118094131,1,1312484.343,Dirty,8.37E-06,0.000583338,2.98E-07,1.05E-05,1355712.65,0.013885723,0.96811396,0.000494205,0.017506111,9.352174027
Beef 95,Beef95,BRD,CO,Farm2,4/9/21,102.1,491950411.8,3.856502356,7186.25057,1,2.826074803,0,670,3.421435751,1,2638.977885,5.419012516,1,262429.4173,Dirty,1.46E-05,0.000533447,1.36E-06,5.36E-06,272924.6458,0.02633053,0.961545325,0.00245489,0.009669255,8.691921329
Beef 96,Beef96,BRD,CO,Farm2,4/9/21,103.6,2963835397,4.85729685,71994.09049,1,3.646813609,1,4434.182961,3.541598249,1,3480.152289,2.278753601,0,190,Dirty,2.43E-05,6.41E-08,1.50E-06,1.17E-06,80098.42574,0.898820293,0.002372082,0.055359177,0.043448448,9.471854081
Beef 97,Beef97,BRD,CO,Farm2,4/9/21,102.7,1259444369,4.339762363,21865.64854,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Dirty,1.74E-05,1.51E-07,5.32E-07,1.35E-07,22895.64854,0.955013286,0.00829852,0.029263203,0.007424992,9.100178989
Beef 98,Beef98,BRD,CO,Farm2,4/9/21,102.4,781471154.5,6.300896885,1999387.095,1,5.549714116,1,354579.9024,4.414357446,1,25963.15377,2.278753601,0,190,Dirty,0.002558491,2.43E-07,0.000453734,3.32E-05,2380120.151,0.840036203,7.98E-05,0.148975631,0.010908337,8.892912953
Beef 99,Beef99,BRD,CO,Farm2,4/9/21,104,16807096387,7.16204861,14522741.58,1,5.255145669,1,179947.4385,2.230448921,0,170,6.476190136,1,2993574.952,Dirty,0.000864084,0.000178114,1.07E-05,1.01E-08,17696433.97,0.820659213,0.16916261,0.010168571,9.61E-06,10.22549269
Beef70,Beef70,BRD,TX,Farm1,3/29/21,105.5,743478926.7,6.622247489,4190322.885,1,3.906052404,1,8054.756278,5.355566607,1,226760.083,5.14593763,1,139938.6338,Dirty,0.005636102,0.000188221,1.08E-05,0.000304999,4565076.358,0.917908608,0.030654172,0.00176443,0.049672791,8.871268664
