"","State","Status","n","Mean","SD","SE","25%","75%","comparison"
"1","NY","Healthy",49,7.22452047898143,1.10599557612255,0.157999368017507,6.90684145796277,7.54219950000009,"Healthy-NY"
"2","NY","BRD",35,6.57657321658668,0.665527799448538,0.112494730268808,6.34795641867072,6.80519001450264,"BRD-NY"
